visit_date,category_label,visitor_local,visitor_foreigner,counts,sales
202108,5,969818.0,4376.0,1072757.0,19282254948.0
202108,6,969818.0,4376.0,359834.0,14200819076.0
202108,7,969818.0,4376.0,38867.0,1777912197.0
202108,8,969818.0,4376.0,738458.0,49640136080.0
202108,9,969818.0,4376.0,990921.0,15274051364.0
202108,10,969818.0,4376.0,431350.0,11062799609.0
202108,11,969818.0,4376.0,2596059.0,33748912457.0
202108,12,969818.0,4376.0,846275.0,11762876919.0
202108,13,969818.0,4376.0,2947251.0,116676775713.0
202109,0,867371.0,5025.0,198474.0,8285893148.0
202109,1,867371.0,5025.0,456903.0,28763738866.0
202109,2,867371.0,5025.0,429197.0,11629387127.0
202109,3,867371.0,5025.0,135746.0,3798380003.0
202109,4,867371.0,5025.0,20750.0,691520394.0
202109,5,867371.0,5025.0,913693.0,16363050301.0
202109,6,867371.0,5025.0,315976.0,12419684508.0
202109,7,867371.0,5025.0,49030.0,3471336967.0
202109,8,867371.0,5025.0,664945.0,44734158152.0
202109,9,867371.0,5025.0,976730.0,15554446377.0
202109,10,867371.0,5025.0,372829.0,9533306679.0
202109,11,867371.0,5025.0,2298451.0,29626167113.0
202109,12,867371.0,5025.0,779599.0,10723273794.0
202109,13,867371.0,5025.0,2638040.0,103395226730.0
