visit_date_num,visitor_local,local_corona,gender_label,category_label,sales_per_counts
201912_9,1143772.0,0.0,0,4,55747.22872340425
201912_10,1143772.0,0.0,1,4,49647.19982438535
201912_11,1143772.0,0.0,0,5,18385.26635817556
201912_12,1143772.0,0.0,1,5,17240.756669719234
201912_13,1143772.0,0.0,0,6,40493.83708059256
201912_14,1143772.0,0.0,1,6,37376.81273078834
201912_15,1143772.0,0.0,0,7,193573.61605189898
201912_16,1143772.0,0.0,1,7,99577.95260931438
201912_17,1143772.0,0.0,0,8,70204.87689954048
201912_18,1143772.0,0.0,1,8,62620.62087461588
201912_19,1143772.0,0.0,0,9,15583.691918590639
201912_20,1143772.0,0.0,1,9,15425.857389307754
201912_21,1143772.0,0.0,0,10,27147.490763091064
201912_22,1143772.0,0.0,1,10,27206.55680996648
201912_23,1143772.0,0.0,0,11,13538.374661533988
201912_24,1143772.0,0.0,1,11,13564.931291385547
201912_25,1143772.0,0.0,0,12,13080.46851955533
201912_26,1143772.0,0.0,1,12,12741.581874960964
201912_27,1143772.0,0.0,0,13,42103.18589438382
201912_28,1143772.0,0.0,1,13,38832.72646658434
202001_1,1104438.0,0.0,0,0,51194.099672983546
202001_2,1104438.0,0.0,1,0,39775.876155454476
202001_3,1104438.0,0.0,0,1,66697.93908912588
202001_4,1104438.0,0.0,1,1,63296.85944352773
202001_5,1104438.0,0.0,0,2,28754.6677250716
202001_6,1104438.0,0.0,1,2,26093.15699774573
202001_7,1104438.0,0.0,0,3,25517.516794819912
202001_8,1104438.0,0.0,1,3,27420.096044905007
202001_9,1104438.0,0.0,0,4,48018.47069716776
202001_10,1104438.0,0.0,1,4,67798.29297379414
202001_11,1104438.0,0.0,0,5,19117.5740021089
202001_12,1104438.0,0.0,1,5,17547.015942585695
202001_13,1104438.0,0.0,0,6,40486.899619852324
202001_14,1104438.0,0.0,1,6,35497.10781051156
202001_15,1104438.0,0.0,0,7,187873.22515218647
202001_16,1104438.0,0.0,1,7,90429.16600851552
202001_17,1104438.0,0.0,0,8,69795.97460684551
202001_18,1104438.0,0.0,1,8,64581.48251571949
202001_19,1104438.0,0.0,0,9,16570.42046014867
202001_20,1104438.0,0.0,1,9,15698.229529565115
202001_21,1104438.0,0.0,0,10,27486.693835375507
202001_22,1104438.0,0.0,1,10,27757.935755201597
202001_23,1104438.0,0.0,0,11,13469.235183840461
202001_24,1104438.0,0.0,1,11,13673.99402911944
202001_25,1104438.0,0.0,0,12,12996.362605341046
202001_26,1104438.0,0.0,1,12,12588.479067817603
202001_27,1104438.0,0.0,0,13,41669.015778410394
202001_28,1104438.0,0.0,1,13,38774.06186800267
202002_1,599575.0,3150.0,0,0,50354.833094101086
202002_2,599575.0,3150.0,1,0,43073.35720092915
202002_3,599575.0,3150.0,0,1,62184.504368716975
202002_4,599575.0,3150.0,1,1,57973.99916850439
202002_5,599575.0,3150.0,0,2,27949.59879021018
202002_6,599575.0,3150.0,1,2,26117.046806364917
202002_7,599575.0,3150.0,0,3,26298.98138259489
202002_8,599575.0,3150.0,1,3,26734.25007668555
202002_9,599575.0,3150.0,0,4,36326.392071521
202002_10,599575.0,3150.0,1,4,41175.77272727273
202002_11,599575.0,3150.0,0,5,18315.141124523063
202002_12,599575.0,3150.0,1,5,16987.179113072307
202002_13,599575.0,3150.0,0,6,38564.53132455938
202002_14,599575.0,3150.0,1,6,34782.92548851592
202002_15,599575.0,3150.0,0,7,198566.9099211615
202002_16,599575.0,3150.0,1,7,109760.69066611721
202002_17,599575.0,3150.0,0,8,64308.551075435826
202002_18,599575.0,3150.0,1,8,59675.71784953689
202002_19,599575.0,3150.0,0,9,14342.100805215792
202002_20,599575.0,3150.0,1,9,14869.104226545849
202002_21,599575.0,3150.0,0,10,26391.586688820542
202002_22,599575.0,3150.0,1,10,27363.133212471435
202002_23,599575.0,3150.0,0,11,12207.241987038142
202002_24,599575.0,3150.0,1,11,12712.032240363198
202002_25,599575.0,3150.0,0,12,12943.776203096566
202002_26,599575.0,3150.0,1,12,13109.716334930703
202002_27,599575.0,3150.0,0,13,39309.48998846965
202002_28,599575.0,3150.0,1,13,36184.137220255245
202003_1,477176.0,6636.0,0,0,50327.36617371521
202003_2,477176.0,6636.0,1,0,40947.861182964574
202003_3,477176.0,6636.0,0,1,60126.95017871133
202003_4,477176.0,6636.0,1,1,56266.76411288852
202003_5,477176.0,6636.0,0,2,27593.625625377
202003_6,477176.0,6636.0,1,2,25647.357638497262
202003_7,477176.0,6636.0,0,3,25529.948862027337
202003_8,477176.0,6636.0,1,3,26571.842564768944
202003_9,477176.0,6636.0,0,4,34607.40961636179
202003_10,477176.0,6636.0,1,4,44615.81184978432
202003_11,477176.0,6636.0,0,5,17588.61770673784
202003_12,477176.0,6636.0,1,5,16688.14638710237
202003_13,477176.0,6636.0,0,6,37149.92108398965
202003_14,477176.0,6636.0,1,6,34580.80955443359
202003_15,477176.0,6636.0,0,7,202786.26315135087
202003_16,477176.0,6636.0,1,7,109893.2182761496
202003_17,477176.0,6636.0,0,8,61147.412018924384
202003_18,477176.0,6636.0,1,8,56294.978860435906
202003_19,477176.0,6636.0,0,9,14235.54381991473
202003_20,477176.0,6636.0,1,9,14345.90553294198
202003_21,477176.0,6636.0,0,10,26003.505650253228
202003_22,477176.0,6636.0,1,10,26166.753703196628
202003_23,477176.0,6636.0,0,11,11869.504058696037
202003_24,477176.0,6636.0,1,11,12165.704799622741
202003_25,477176.0,6636.0,0,12,12821.97646544273
202003_26,477176.0,6636.0,1,12,12908.54460658455
202003_27,477176.0,6636.0,0,13,37035.56170249778
202003_28,477176.0,6636.0,1,13,34765.07998768038
202004_1,541099.0,979.0,0,0,49395.62144646232
202004_2,541099.0,979.0,1,0,40266.29009575274
202004_3,541099.0,979.0,0,1,60419.181638995935
202004_4,541099.0,979.0,1,1,58159.02754974985
202004_5,541099.0,979.0,0,2,28063.939906581472
202004_6,541099.0,979.0,1,2,25584.934689760372
202004_7,541099.0,979.0,0,3,25541.364901306868
202004_8,541099.0,979.0,1,3,27356.08139244198
202004_9,541099.0,979.0,0,4,30486.00993902439
202004_10,541099.0,979.0,1,4,36884.83240074607
202004_11,541099.0,979.0,0,5,17531.99090510565
202004_12,541099.0,979.0,1,5,16153.436638323943
202004_13,541099.0,979.0,0,6,37772.62596656265
202004_14,541099.0,979.0,1,6,33897.61959056086
202004_15,541099.0,979.0,0,7,195521.5153700821
202004_16,541099.0,979.0,1,7,107418.72632008283
202004_17,541099.0,979.0,0,8,61859.13705255606
202004_18,541099.0,979.0,1,8,57614.98998141879
202004_19,541099.0,979.0,0,9,14555.241487382724
202004_20,541099.0,979.0,1,9,15345.591482796655
202004_21,541099.0,979.0,0,10,26415.536392978207
202004_22,541099.0,979.0,1,10,25542.935508287246
202004_23,541099.0,979.0,0,11,11920.800335297141
202004_24,541099.0,979.0,1,11,12043.914845023202
202004_25,541099.0,979.0,0,12,12597.178809489556
202004_26,541099.0,979.0,1,12,12618.17190617718
202004_27,541099.0,979.0,0,13,39088.32795675148
202004_28,541099.0,979.0,1,13,35484.04476397212
202005_1,765616.0,703.0,0,0,48155.552046251294
202005_2,765616.0,703.0,1,0,39178.86316293872
202005_3,765616.0,703.0,0,1,63480.234840658326
202005_4,765616.0,703.0,1,1,60390.923609483456
202005_5,765616.0,703.0,0,2,27867.830568289548
202005_6,765616.0,703.0,1,2,26064.278969862335
202005_7,765616.0,703.0,0,3,26655.516529556207
202005_8,765616.0,703.0,1,3,28686.663557911845
202005_9,765616.0,703.0,0,4,43653.240167570235
202005_10,765616.0,703.0,1,4,47871.91142349056
202005_11,765616.0,703.0,0,5,18011.951149066623
202005_12,765616.0,703.0,1,5,16643.549920906808
202005_13,765616.0,703.0,0,6,39493.61244636306
202005_14,765616.0,703.0,1,6,35642.618001520284
202005_15,765616.0,703.0,0,7,190999.75029642653
202005_16,765616.0,703.0,1,7,92445.39441853859
202005_17,765616.0,703.0,0,8,64537.25654109457
202005_18,765616.0,703.0,1,8,58266.08889603596
202005_19,765616.0,703.0,0,9,15079.573597274572
202005_20,765616.0,703.0,1,9,15635.445490611955
202005_21,765616.0,703.0,0,10,26729.410854290923
202005_22,765616.0,703.0,1,10,26784.471582816448
202005_23,765616.0,703.0,0,11,12396.130224951163
202005_24,765616.0,703.0,1,11,12570.730864808049
202005_25,765616.0,703.0,0,12,12835.773377475693
202005_26,765616.0,703.0,1,12,12681.65077017752
202005_27,765616.0,703.0,0,13,39993.401278357225
202005_28,765616.0,703.0,1,13,37368.46189368456
202006_1,860528.0,1332.0,0,0,48080.83288186161
202006_2,860528.0,1332.0,1,0,38447.58562559478
202006_3,860528.0,1332.0,0,1,63702.18952356708
202006_4,860528.0,1332.0,1,1,59002.515527419986
202006_5,860528.0,1332.0,0,2,28025.676124520945
202006_6,860528.0,1332.0,1,2,26843.347119510196
202006_7,860528.0,1332.0,0,3,25939.885407738006
202006_8,860528.0,1332.0,1,3,27392.931184544992
202006_9,860528.0,1332.0,0,4,37825.46415506415
202006_10,860528.0,1332.0,1,4,44695.46619653534
202006_11,860528.0,1332.0,0,5,18148.419414269614
202006_12,860528.0,1332.0,1,5,16647.028399873747
202006_13,860528.0,1332.0,0,6,40574.2598853537
202006_14,860528.0,1332.0,1,6,35720.12859040694
202006_15,860528.0,1332.0,0,7,199967.9719937567
202006_16,860528.0,1332.0,1,7,99915.8533073109
202006_17,860528.0,1332.0,0,8,64544.59368278521
202006_18,860528.0,1332.0,1,8,58757.48145132946
202006_19,860528.0,1332.0,0,9,14604.05333264369
202006_20,860528.0,1332.0,1,9,14869.415712608165
202006_21,860528.0,1332.0,0,10,25618.264490755173
202006_22,860528.0,1332.0,1,10,25059.81329677521
202006_23,860528.0,1332.0,0,11,12643.306769162898
202006_24,860528.0,1332.0,1,11,12691.473184611747
202006_25,860528.0,1332.0,0,12,13089.125085195892
202006_26,860528.0,1332.0,1,12,12489.595197128934
202006_27,860528.0,1332.0,0,13,39208.75695636589
202006_28,860528.0,1332.0,1,13,36864.09697299567
202007_1,988094.0,1505.0,0,0,48494.552749739036
202007_2,988094.0,1505.0,1,0,37878.32125424751
202007_3,988094.0,1505.0,0,1,63961.21165992856
202007_4,988094.0,1505.0,1,1,60110.285019235744
202007_5,988094.0,1505.0,0,2,29210.82618616382
202007_6,988094.0,1505.0,1,2,26901.85128713653
202007_7,988094.0,1505.0,0,3,25471.72762340063
202007_8,988094.0,1505.0,1,3,27135.00796940352
202007_9,988094.0,1505.0,0,4,46327.533103299545
202007_10,988094.0,1505.0,1,4,41668.35285700658
202007_11,988094.0,1505.0,0,5,18400.045288189835
202007_12,988094.0,1505.0,1,5,16956.417264573993
202007_13,988094.0,1505.0,0,6,41009.958288087655
