"visit_date","category","gender","counts","sales","sales_per_counts"
202008,커피/음료,여성,96513,894083754,9263.868639457896
202008,한식,남성,486906,19177611308,39386.68101851281
202008,한식,여성,310493,11365580097,36604.947927972615
202009,간이주점,남성,4774,861030815,180358.36091328028
202009,간이주점,여성,629,94067540,149550.93799682034
202009,양식,남성,73636,1552464958,21082.961567711445
202009,양식,여성,82338,1525227699,18523.982839029366
202009,유흥주점,남성,6740,1477078936,219151.17744807122
202009,유흥주점,여성,1617,212897950,131662.30674087818
202009,일식/수산물,남성,19507,1179601488,60470.6765776388
202009,일식/수산물,여성,12807,636710111,49715.789099711095
202009,제과/제빵/떡/케익,남성,45358,623718705,13751.01867366286
202009,제과/제빵/떡/케익,여성,62083,814884900,13125.733292527746
202009,중식,남성,30503,778845575,25533.40900894994
202009,중식,여성,15997,407517687,25474.63193098706
202009,커피/음료,남성,68022,553989899,8144.2753667930965
202009,커피/음료,여성,70294,595666689,8473.933607420264
202009,한식,남성,379702,13927531249,36680.16299361078
202009,한식,여성,230114,7621495564,33120.52097655944
202010,간이주점,남성,4864,851823110,175128.10649671053
202010,간이주점,여성,672,91997208,136900.60714285713
202010,양식,남성,89711,2022540160,22545.063147217174
202010,양식,여성,104347,2045222391,19600.2030820244
202010,유흥주점,남성,7464,1592902558,213411.3823687031
202010,유흥주점,여성,1852,224363556,121146.62850971922
202010,일식/수산물,남성,22881,1588376808,69419.0292382326
202010,일식/수산물,여성,16285,940568385,57756.73226895917
202010,제과/제빵/떡/케익,남성,46545,648631212,13935.572284885595
202010,제과/제빵/떡/케익,여성,63862,854817682,13385.388525257587
202010,중식,남성,32451,836295109,25771.011956488244
202010,중식,여성,18034,469043911,26008.86719529777
202010,커피/음료,남성,77788,671908362,8637.686558338048
202010,커피/음료,여성,82774,727661411,8790.9417329113
202010,한식,남성,432963,16873392802,38971.90476322457
202010,한식,여성,277584,9959627164,35879.687460372355
202011,간이주점,남성,5307,969984500,182774.54305634068
202011,간이주점,여성,771,127904200,165893.90402075226
202011,양식,남성,78116,1731932109,22171.285127246658
202011,양식,여성,93671,1866821231,19929.553767975147
202011,유흥주점,남성,7882,1674910930,212498.21492007104
202011,유흥주점,여성,2007,256653915,127879.37967115098
202011,일식/수산물,남성,21303,1547615363,72647.76618316669
202011,일식/수산물,여성,14987,910198923,60732.56308800961
202011,제과/제빵/떡/케익,남성,44349,657051617,14815.477620690433
202011,제과/제빵/떡/케익,여성,60719,844831239,13913.787101236845
202011,중식,남성,30280,784087191,25894.5571664465
202011,중식,여성,15928,425312023,26702.161162732296
202011,커피/음료,남성,66070,576127799,8719.960632662327
202011,커피/음료,여성,71600,634022522,8855.063156424581
202011,한식,남성,412460,16560250882,40149.9560733162
202011,한식,여성,267845,9803459909,36601.24291661222
202012,간이주점,남성,2436,451084826,185174.394909688
202012,간이주점,여성,338,53101000,157103.55029585797
202012,양식,남성,51136,1088405802,21284.531484668336
202012,양식,여성,53712,999268342,18604.191651772417
202012,유흥주점,남성,3523,750739100,213096.5370422935
202012,유흥주점,여성,853,110709500,129788.3939038687
202012,일식/수산물,남성,14773,961263790,65068.96297299127
202012,일식/수산물,여성,9113,479889323,52659.86206518161
202012,제과/제빵/떡/케익,남성,42219,626836088,14847.25095336223
202012,제과/제빵/떡/케익,여성,54794,762301496,13912.13446727744
202012,중식,남성,25625,650227731,25374.74072195122
202012,중식,여성,12260,326623740,26641.414355628058
202012,커피/음료,남성,47432,391112598,8245.753879237645
202012,커피/음료,여성,46992,392590871,8354.41928413347
202012,한식,남성,302735,10838932121,35803.36637983715
202012,한식,여성,168337,5512172594,32744.866511818553
202101,간이주점,남성,2,1200000,600000.0
202101,양식,남성,51588,1041917538,20196.89730169807
202101,양식,여성,57441,1055344227,18372.664594975715
202101,유흥주점,남성,17,5690000,334705.8823529412
202101,유흥주점,여성,2,2000000,1000000.0
202101,일식/수산물,남성,14115,840633259,59556.02260007085
202101,일식/수산물,여성,8736,414709320,47471.304945054944
202101,제과/제빵/떡/케익,남성,44050,605472261,13745.113757094212
202101,제과/제빵/떡/케익,여성,56738,748411680,13190.66022771335
202101,중식,남성,28026,707202079,25233.785734674944
202101,중식,여성,14035,363783088,25919.707018168865
202101,커피/음료,남성,51719,420227882,8125.212823140432
202101,커피/음료,여성,50943,422722038,8297.941581767858
202101,한식,남성,298171,10297028539,34533.970570578625
202101,한식,여성,163646,5089432668,31100.25706708383
202102,간이주점,남성,972,178001000,183128.60082304527
202102,간이주점,여성,143,23038810,161110.55944055945
202102,양식,남성,67433,1426589699,21155.66115996619
202102,양식,여성,77153,1449498729,18787.328153150233
202102,유흥주점,남성,1399,311811200,222881.48677626875
202102,유흥주점,여성,303,45399100,149832.01320132014
202102,일식/수산물,남성,17090,1084872704,63479.97097717964
202102,일식/수산물,여성,11355,587748630,51761.217965653894
202102,제과/제빵/떡/케익,남성,43403,684518268,15771.220146072852
202102,제과/제빵/떡/케익,여성,57477,856247196,14897.214468396054
202102,중식,남성,26471,682330704,25776.536738317405
202102,중식,여성,13520,347024744,25667.510650887572
202102,커피/음료,남성,57178,479392420,8384.211060197978
202102,커피/음료,여성,57318,497012756,8671.14616699815
202102,한식,남성,328304,12092600792,36833.5469321117
202102,한식,여성,193286,6414650880,33187.35386939561
202103,간이주점,남성,3557,674434812,189607.76272139442
202103,간이주점,여성,494,78995100,159909.1093117409
202103,양식,남성,82131,1721686229,20962.684357916012
202103,양식,여성,97464,1811356683,18584.87937084462
202103,유흥주점,남성,5345,1182540225,221242.32460243217
202103,유흥주점,여성,1111,158430342,142601.56795679568
202103,일식/수산물,남성,20650,1306922570,63289.22857142857
202103,일식/수산물,여성,14564,773136210,53085.430513595165
202103,제과/제빵/떡/케익,남성,47602,689964821,14494.450254191
202103,제과/제빵/떡/케익,여성,64920,902521409,13902.054975354282
202103,중식,남성,31844,788788988,24770.41163170456
202103,중식,여성,16877,421504107,24975.06114830835
202103,커피/음료,남성,69928,621280721,8884.577293787896
202103,커피/음료,여성,71152,660830518,9287.588795817404
202103,한식,남성,406101,14938687855,36785.64656329337
202103,한식,여성,250835,8498488163,33880.790810692284
202104,간이주점,남성,4825,889468515,184345.80621761657
202104,간이주점,여성,671,105083900,156607.89865871833
202104,양식,남성,91112,1902636756,20882.394810782334
202104,양식,여성,110635,2095068730,18936.76259773128
202104,유흥주점,남성,7398,1602948260,216673.19005136524
202104,유흥주점,여성,1628,197495320,121311.62162162163
202104,일식/수산물,남성,23345,1530665147,65567.15129578068
202104,일식/수산물,여성,16935,942913630,55678.39563035134
202104,제과/제빵/떡/케익,남성,48455,725028989,14962.934454648643
202104,제과/제빵/떡/케익,여성,67922,974198699,14342.903610023262
202104,중식,남성,31226,769898708,24655.694229168002
202104,중식,여성,16832,418383191,24856.41581511407
202104,커피/음료,남성,75949,669516443,8815.342440321794
202104,커피/음료,여성,78807,725128473,9201.320606037534
202104,한식,남성,430430,16298682013,37866.04561252701
202104,한식,여성,279711,9882833623,35332.30235135551
202105,간이주점,남성,3301,583191718,176671.2262950621
202105,간이주점,여성,472,81344200,172339.40677966102
202105,양식,남성,96551,2061534951,21351.77213079098
202105,양식,여성,112797,2164600611,19190.232107236894
202105,유흥주점,남성,4406,966343100,219324.35315478893
202105,유흥주점,여성,989,130536478,131988.34984833165
202105,일식/수산물,남성,24431,1590183470,65088.75895378822
202105,일식/수산물,여성,17195,947032480,55076.03838325095
202105,제과/제빵/떡/케익,남성,49514,757220454,15293.057599870745
202105,제과/제빵/떡/케익,여성,67655,1009202012,14916.88732540093
202105,중식,남성,32629,817116144,25042.635201814337
202105,중식,여성,17616,446818745,25364.370174841053
202105,커피/음료,남성,75802,682050042,8997.784253713622
202105,커피/음료,여성,75689,703353310,9292.675421791806
202105,한식,남성,436042,16887700219,38729.52655707478
202105,한식,여성,277002,9994695201,36081.671616089414
202106,간이주점,남성,2241,405610500,180995.31459170012
202106,간이주점,여성,305,55220190,181049.80327868852
202106,양식,남성,97617,1887764087,19338.476771463986
202106,양식,여성,118803,2198145493,18502.440956878192
202106,유흥주점,남성,2607,592516900,227279.20981971614
202106,유흥주점,여성,548,78973640,144112.48175182482
202106,일식/수산물,남성,23063,1465378767,63538.08121233144
202106,일식/수산물,여성,17012,913347725,53688.43904302845
202106,제과/제빵/떡/케익,남성,46907,714067507,15223.047881979235
202106,제과/제빵/떡/케익,여성,66490,979956450,14738.403519326215
202106,중식,남성,30948,753347084,24342.35116970402
202106,중식,여성,16856,406360059,24107.7396179402
202106,커피/음료,남성,75636,631343484,8347.129462160876
202106,커피/음료,여성,79016,712613813,9018.601460463704
202106,한식,남성,406965,15337949929,37688.621697197545
202106,한식,여성,269252,9553233972,35480.64256532914
202107,간이주점,남성,1996,362720512,181723.70340681364
202107,간이주점,여성,275,41967300,152608.36363636365
202107,양식,남성,104780,2151665336,20535.076694025578
202107,양식,여성,120160,2244444555,18678.799558921437
202107,유흥주점,남성,3084,643854220,208772.4448767834
202107,유흥주점,여성,796,91194620,114566.1055276382
202107,일식/수산물,남성,23355,1468988210,62898.23207022051
202107,일식/수산물,여성,16197,832232932,51381.9183799469
202107,제과/제빵/떡/케익,남성,46845,710413914,15165.20256163945
202107,제과/제빵/떡/케익,여성,62814,906142772,14425.809087146177
202107,중식,남성,32484,809061746,24906.46921561384
202107,중식,여성,17248,428073414,24818.72762059369
202107,커피/음료,남성,80640,714296904,8857.848511904762
202107,커피/음료,여성,80851,753688955,9321.949697591866
202107,한식,남성,418813,16135826603,38527.520881634526
202107,한식,여성,260629,9319102392,35756.19901085451
202108,간이주점,남성,5,3770000,754000.0
202108,간이주점,여성,2,3300000,1650000.0
202108,양식,남성,105642,2088256337,19767.292715018648
202108,양식,여성,113284,2099865636,18536.29494015042
202108,유흥주점,남성,16,4830000,301875.0
202108,유흥주점,여성,2,2520000,1260000.0
202108,일식/수산물,남성,21496,1238290115,57605.60639188686
202108,일식/수산물,여성,14228,692667446,48683.402164745574
202108,제과/제빵/떡/케익,남성,49514,726767792,14678.02625520055
202108,제과/제빵/떡/케익,여성,62860,908447894,14451.92322621699
202108,중식,남성,32644,802697164,24589.42421271903
202108,중식,여성,16655,413576425,24831.96787751426
202108,커피/음료,남성,77926,673200448,8638.970921130303
202108,커피/음료,여성,72937,664461657,9110.07660035373
202108,한식,남성,401484,14669522203,36538.2486051748
202108,한식,여성,239788,8161718627,34037.227163160795
202109,간이주점,남성,521,90703525,174095.0575815739
202109,간이주점,여성,83,12747200,153580.72289156626
202109,양식,남성,96181,1925084682,20015.228392302015
202109,양식,여성,104333,1915248445,18357.07249863418
202109,유흥주점,남성,760,150823300,198451.7105263158
202109,유흥주점,여성,168,19338810,115111.96428571429
202109,일식/수산물,남성,19210,1138655816,59274.11847995836
202109,일식/수산물,여성,13279,674852010,50820.9963099631
202109,제과/제빵/떡/케익,남성,49815,819163304,16444.109284352104
202109,제과/제빵/떡/케익,여성,63671,1002060083,15738.092428264044
202109,중식,남성,30514,731709609,23979.472012846563
202109,중식,여성,15312,369660608,24141.889237199583
202109,커피/음료,남성,72167,609046836,8439.409092798647
202109,커피/음료,여성,67698,608313955,8985.700537682058
202109,한식,남성,365803,13227235165,36159.449662796644
202109,한식,여성,217147,7343088653,33816.2104611162
