"연월","업종명","이용자구분","성별","이용자수","이용건수","이용금액"
"201801","건강보조식품 소매업","기타외국","알수없음","65","78","101523250"
"201801","건강보조식품 소매업","내국인","남성","159","165","25558470"
"201801","건강보조식품 소매업","내국인","알수없음","1","1","396000"
"201801","건강보조식품 소매업","내국인","여성","200","218","32041740"
"201801","건강보조식품 소매업","동남아","알수없음","8","8","1550000"
"201801","건강보조식품 소매업","법인","알수없음","189","202","43414040"
"201801","건강보조식품 소매업","일본","알수없음","1","2","1264000"
"201801","건강보조식품 소매업","제주도민","남성","408","417","54726228"
"201801","건강보조식품 소매업","제주도민","여성","540","568","65995757"
"201801","건강보조식품 소매업","중국","알수없음","4","4","1804000"
"201801","골프장 운영업","기타외국","알수없음","2","2","186820"
"201801","골프장 운영업","내국인","남성","3217","3411","533169179"
"201801","골프장 운영업","내국인","알수없음","1","1","200000"
"201801","골프장 운영업","내국인","여성","1409","1518","199279518"
"201801","골프장 운영업","법인","알수없음","4522","4970","1127065029"
"201801","골프장 운영업","일본","알수없음","7","8","4201545"
"201801","골프장 운영업","제주도민","남성","4268","4571","482958440"
"201801","골프장 운영업","제주도민","여성","948","990","111612634"
"201801","과실 및 채소 소매업","기타외국","알수없음","1","1","22000"
"201801","과실 및 채소 소매업","내국인","남성","9807","10526","669858381"
"201801","과실 및 채소 소매업","내국인","알수없음","9","9","1123300"
"201801","과실 및 채소 소매업","내국인","여성","10321","11157","642386009"
"201801","과실 및 채소 소매업","법인","알수없음","4573","5128","848883367"
"201801","과실 및 채소 소매업","제주도민","남성","4500","4859","398382310"
"201801","과실 및 채소 소매업","제주도민","여성","4897","5300","346629080"
"201801","관광 민예품 및 선물용품 소매업","기타외국","알수없음","1","1","440000"
"201801","관광 민예품 및 선물용품 소매업","내국인","남성","8689","9383","313332360"
"201801","관광 민예품 및 선물용품 소매업","내국인","알수없음","5","5","467000"
"201801","관광 민예품 및 선물용품 소매업","내국인","여성","10345","11246","330131900"
"201801","관광 민예품 및 선물용품 소매업","동남아","알수없음","28","29","9720000"
"201801","관광 민예품 및 선물용품 소매업","법인","알수없음","1340","1461","106989320"
"201801","관광 민예품 및 선물용품 소매업","제주도민","남성","530","565","32204530"
"201801","관광 민예품 및 선물용품 소매업","제주도민","여성","657","717","37860690"
"201801","관광 민예품 및 선물용품 소매업","중국","알수없음","5","5","1207250"
"201801","그외 기타 분류안된 오락관련 서비스업","내국인","남성","39","43","2346000"
"201801","그외 기타 분류안된 오락관련 서비스업","내국인","알수없음","1","1","110000"
"201801","그외 기타 분류안된 오락관련 서비스업","내국인","여성","24","24","1098000"
"201801","그외 기타 분류안된 오락관련 서비스업","법인","알수없음","15","15","940000"
"201801","그외 기타 분류안된 오락관련 서비스업","제주도민","남성","3","3","125000"
"201801","그외 기타 분류안된 오락관련 서비스업","제주도민","여성","3","3","85000"
"201801","그외 기타 스포츠시설 운영업","내국인","남성","243","253","14522300"
"201801","그외 기타 스포츠시설 운영업","내국인","여성","187","214","11135000"
"201801","그외 기타 스포츠시설 운영업","법인","알수없음","56","62","5709700"
"201801","그외 기타 스포츠시설 운영업","제주도민","남성","20","20","2619800"
"201801","그외 기타 스포츠시설 운영업","제주도민","여성","24","25","1831000"
"201801","그외 기타 종합 소매업","내국인","남성","3770","4229","176738520"
"201801","그외 기타 종합 소매업","내국인","알수없음","13","13","332920"
"201801","그외 기타 종합 소매업","내국인","여성","3247","3599","150764020"
"201801","그외 기타 종합 소매업","법인","알수없음","5865","8144","1004211170"
"201801","그외 기타 종합 소매업","제주도민","남성","15334","17699","1016166180"
"201801","그외 기타 종합 소매업","제주도민","여성","14832","17467","995015650"
"201801","기타 갬블링 및 베팅업","일본","알수없음","22","25","90980000"
"201801","기타 대형 종합 소매업","내국인","남성","15992","18029","862400630"
"201801","기타 대형 종합 소매업","내국인","알수없음","128","155","7527770"
"201801","기타 대형 종합 소매업","내국인","여성","14118","16025","736845340"
"201801","기타 대형 종합 소매업","법인","알수없음","11660","13990","1062947150"
"201801","기타 대형 종합 소매업","제주도민","남성","39358","45068","2428194524"
"201801","기타 대형 종합 소매업","제주도민","여성","45633","53199","2701795750"
"201801","기타 대형 종합 소매업","중국","알수없음","25","27","2601700"
"201801","기타 수상오락 서비스업","내국인","남성","10","10","1552000"
"201801","기타 수상오락 서비스업","내국인","여성","1","1","36000"
"201801","기타 수상오락 서비스업","법인","알수없음","3","3","890000"
"201801","기타 수상오락 서비스업","제주도민","남성","7","7","218000"
"201801","기타 수상오락 서비스업","제주도민","여성","3","4","115000"
"201801","기타 외국식 음식점업","기타외국","알수없음","1","1","78000"
"201801","기타 외국식 음식점업","내국인","남성","3344","3455","119065520"
"201801","기타 외국식 음식점업","내국인","알수없음","5","5","210500"
"201801","기타 외국식 음식점업","내국인","여성","1878","1923","64450720"
"201801","기타 외국식 음식점업","법인","알수없음","4805","5245","259562654"
"201801","기타 외국식 음식점업","제주도민","남성","9908","10239","337478700"
"201801","기타 외국식 음식점업","제주도민","여성","6443","6630","208663690"
"201801","기타 주점업","내국인","남성","1353","1447","264141699"
"201801","기타 주점업","내국인","여성","224","237","34915400"
"201801","기타 주점업","법인","알수없음","1310","1365","347423408"
"201801","기타 주점업","제주도민","남성","5515","5955","1112782832"
"201801","기타 주점업","제주도민","여성","787","827","120460960"
"201801","기타음식료품위주종합소매업","내국인","남성","14319","15917","518065080"
"201801","기타음식료품위주종합소매업","내국인","알수없음","19","22","907760"
"201801","기타음식료품위주종합소매업","내국인","여성","10933","12041","404793100"
"201801","기타음식료품위주종합소매업","법인","알수없음","10014","12123","730135185"
"201801","기타음식료품위주종합소매업","제주도민","남성","30289","34393","1198540554"
"201801","기타음식료품위주종합소매업","제주도민","여성","24848","28412","1058699173"
"201801","내항 여객 운송업","내국인","남성","2423","2465","83119200"
"201801","내항 여객 운송업","내국인","알수없음","2","2","42500"
"201801","내항 여객 운송업","내국인","여성","2258","2292","66596900"
"201801","내항 여객 운송업","법인","알수없음","594","649","38686300"
"201801","내항 여객 운송업","제주도민","남성","504","582","13820800"
"201801","내항 여객 운송업","제주도민","여성","206","215","8429100"
"201801","마사지업","내국인","남성","38","38","4436000"
"201801","마사지업","내국인","알수없음","3","3","180000"
"201801","마사지업","내국인","여성","10","13","577500"
"201801","마사지업","법인","알수없음","16","16","4718000"
"201801","마사지업","제주도민","남성","45","49","6601000"
"201801","마사지업","제주도민","여성","7","7","570000"
"201801","면세점","내국인","남성","39517","59735","3882752212"
"201801","면세점","내국인","알수없음","26","40","3464570"
"201801","면세점","내국인","여성","33882","52220","3487739320"
"201801","면세점","법인","알수없음","6651","11156","1105041535"
"201801","면세점","제주도민","남성","5769","7893","512796649"
"201801","면세점","제주도민","여성","4935","7244","529370308"
"201801","면세점","중국","알수없음","94","204","65720158"
"201801","버스 운송업","법인","알수없음","1","1","990000"
"201801","비알콜 음료점업","내국인","남성","20174","21610","220615737"
"201801","비알콜 음료점업","내국인","알수없음","47","53","468600"
"201801","비알콜 음료점업","내국인","여성","22535","24200","251751473"
"201801","비알콜 음료점업","법인","알수없음","10199","11376","169109600"
"201801","비알콜 음료점업","제주도민","남성","24263","26790","271270660"
"201801","비알콜 음료점업","제주도민","여성","31164","34162","330204277"
"201801","비알콜 음료점업","중국","알수없음","2","2","43800"
"201801","빵 및 과자류 소매업","내국인","남성","16139","17266","239482608"
"201801","빵 및 과자류 소매업","내국인","알수없음","57","63","644350"
"201801","빵 및 과자류 소매업","내국인","여성","19004","20307","280109307"
"201801","빵 및 과자류 소매업","동남아","알수없음","1","1","19500"
"201801","빵 및 과자류 소매업","법인","알수없음","11651","12740","340758390"
"201801","빵 및 과자류 소매업","제주도민","남성","33751","35836","463673277"
"201801","빵 및 과자류 소매업","제주도민","여성","47181","50211","613885747"
"201801","빵 및 과자류 소매업","중국","알수없음","8","8","82850"
"201801","서양식 음식점업","기타외국","알수없음","4","4","94500"
"201801","서양식 음식점업","내국인","남성","27545","29977","692356218"
"201801","서양식 음식점업","내국인","알수없음","38","41","787310"
"201801","서양식 음식점업","내국인","여성","34672","38073","755113049"
"201801","서양식 음식점업","동남아","알수없음","1","1","4000"
"201801","서양식 음식점업","법인","알수없음","12393","13645","641428259"
"201801","서양식 음식점업","일본","알수없음","2","2","29500"
"201801","서양식 음식점업","제주도민","남성","26350","28320","803384951"
"201801","서양식 음식점업","제주도민","여성","30641","32985","690893920"
"201801","서양식 음식점업","중국","알수없음","3","3","32500"
"201801","수산물 소매업","내국인","남성","8293","9009","542910058"
"201801","수산물 소매업","내국인","알수없음","8","8","772000"
"201801","수산물 소매업","내국인","여성","8648","9520","501769110"
"201801","수산물 소매업","법인","알수없음","3402","3793","757016663"
"201801","수산물 소매업","제주도민","남성","2614","2756","355611873"
"201801","수산물 소매업","제주도민","여성","2402","2566","274783631"
"201801","수산물 소매업","중국","알수없음","2","2","331000"
"201801","슈퍼마켓","기타외국","알수없음","8","10","266950"
"201801","슈퍼마켓","내국인","남성","50508","57752","1267857621"
"201801","슈퍼마켓","내국인","알수없음","189","210","5755030"
"201801","슈퍼마켓","내국인","여성","33209","38115","922998944"
"201801","슈퍼마켓","법인","알수없음","50586","66711","3849154255"
"201801","슈퍼마켓","일본","알수없음","1","1","8330"
"201801","슈퍼마켓","제주도민","남성","168488","195826","4372639221"
"201801","슈퍼마켓","제주도민","여성","144403","169799","4421617104"
"201801","슈퍼마켓","중국","알수없음","8","8","151540"
"201801","스포츠 및 레크레이션 용품 임대업","기타외국","알수없음","1","2","317100"
"201801","스포츠 및 레크레이션 용품 임대업","내국인","남성","3686","4043","326641260"
"201801","스포츠 및 레크레이션 용품 임대업","내국인","알수없음","13","15","2435700"
"201801","스포츠 및 레크레이션 용품 임대업","내국인","여성","2207","2443","222127930"
"201801","스포츠 및 레크레이션 용품 임대업","법인","알수없음","2270","2500","523040763"
"201801","스포츠 및 레크레이션 용품 임대업","일본","알수없음","1","1","247500"
"201801","스포츠 및 레크레이션 용품 임대업","제주도민","남성","9446","10252","1179493008"
"201801","스포츠 및 레크레이션 용품 임대업","제주도민","여성","7750","8346","1134627357"
"201801","스포츠 및 레크레이션 용품 임대업","중국","알수없음","34","40","6138400"
"201801","여관업","기타외국","알수없음","11","11","1089000"
"201801","여관업","내국인","남성","13389","14134","974555642"
"201801","여관업","내국인","알수없음","13","14","1742230"
"201801","여관업","내국인","여성","10341","11171","690873774"
"201801","여관업","동남아","알수없음","5","5","401800"
"201801","여관업","법인","알수없음","8451","10654","2482390844"
"201801","여관업","일본","알수없음","4","4","514000"
"201801","여관업","제주도민","남성","5506","5817","343513677"
"201801","여관업","제주도민","여성","2280","2413","132546109"
"201801","여관업","중국","알수없음","7","7","880800"
"201801","여행사업","기타외국","알수없음","2","2","32400"
"201801","여행사업","내국인","남성","549","573","69033635"
"201801","여행사업","내국인","여성","648","683","59132910"
"201801","여행사업","법인","알수없음","357","383","239983087"
"201801","여행사업","제주도민","남성","111","129","13994329"
"201801","여행사업","제주도민","여성","93","102","21490400"
"201801","욕탕업","내국인","남성","3839","4120","69634218"
"201801","욕탕업","내국인","알수없음","4","4","85000"
"201801","욕탕업","내국인","여성","2349","2530","46513900"
"201801","욕탕업","법인","알수없음","1136","1226","46745396"
"201801","욕탕업","제주도민","남성","5170","5610","120082600"
"201801","욕탕업","제주도민","여성","3247","3492","85926916"
"201801","육류 소매업","내국인","남성","2967","3160","156203176"
"201801","육류 소매업","내국인","알수없음","10","11","329400"
"201801","육류 소매업","내국인","여성","2579","2705","113183598"
"201801","육류 소매업","법인","알수없음","3533","3960","627887014"
"201801","육류 소매업","제주도민","남성","8664","9242","426436571"
"201801","육류 소매업","제주도민","여성","9769","10491","455097896"
"201801","일반유흥 주점업","내국인","남성","3396","3847","802000750"
"201801","일반유흥 주점업","내국인","알수없음","3","3","190000"
"201801","일반유흥 주점업","내국인","여성","898","965","110185110"
"201801","일반유흥 주점업","법인","알수없음","2553","2778","1083543200"
"201801","일반유흥 주점업","제주도민","남성","8856","9921","1997105125"
"201801","일반유흥 주점업","제주도민","여성","2290","2429","249547600"
"201801","일식 음식점업","내국인","남성","9391","9507","768310714"
"201801","일식 음식점업","내국인","알수없음","11","12","1042600"
"201801","일식 음식점업","내국인","여성","6912","7017","464991272"
"201801","일식 음식점업","동남아","알수없음","2","2","28000"
"201801","일식 음식점업","법인","알수없음","7890","8206","962436210"
"201801","일식 음식점업","제주도민","남성","11300","11563","748753464"
"201801","일식 음식점업","제주도민","여성","7311","7413","374066090"
"201801","일식 음식점업","중국","알수없음","1","1","132000"
"201801","자동차 임대업","기타외국","알수없음","5","6","339100"
"201801","자동차 임대업","내국인","남성","9197","9267","618263824"
"201801","자동차 임대업","내국인","알수없음","4","4","1330500"
"201801","자동차 임대업","내국인","여성","5421","5475","336850500"
"201801","자동차 임대업","동남아","알수없음","2","2","210000"
"201801","자동차 임대업","법인","알수없음","4199","4256","510091747"
"201801","자동차 임대업","제주도민","남성","392","403","43456199"
"201801","자동차 임대업","제주도민","여성","194","201","17334740"
"201801","전시 및 행사 대행업","내국인","남성","14132","15483","442551546"
"201801","전시 및 행사 대행업","내국인","알수없음","9","10","165000"
"201801","전시 및 행사 대행업","내국인","여성","13065","14350","380055690"
"201801","전시 및 행사 대행업","법인","알수없음","2929","3312","227514690"
"201801","전시 및 행사 대행업","제주도민","남성","1903","2284","91040580"
"201801","전시 및 행사 대행업","제주도민","여성","1810","2042","61087430"
"201801","전시 및 행사 대행업","중국","알수없음","2","2","131600"
"201801","정기 항공 운송업","내국인","남성","13082","12898","2408252732"
"201801","정기 항공 운송업","내국인","알수없음","16","18","2651900"
"201801","정기 항공 운송업","내국인","여성","12831","12470","2196804522"
"201801","정기 항공 운송업","법인","알수없음","4550","5156","946313405"
"201801","정기 항공 운송업","제주도민","남성","2345","2213","158676000"
"201801","정기 항공 운송업","제주도민","여성","2071","1949","136944068"
"201801","중식 음식점업","기타외국","알수없음","2","2","26000"
"201801","중식 음식점업","내국인","남성","7114","7350","206084000"
"201801","중식 음식점업","내국인","알수없음","12","12","1172500"
"201801","중식 음식점업","내국인","여성","3476","3564","102997930"
"201801","중식 음식점업","동남아","알수없음","1","1","18000"
"201801","중식 음식점업","법인","알수없음","9579","10509","411466776"
"201801","중식 음식점업","일본","알수없음","1","1","18000"
"201801","중식 음식점업","제주도민","남성","16828","17435","482405623"
"201801","중식 음식점업","제주도민","여성","9263","9498","260700330"
"201801","중식 음식점업","중국","알수없음","2","2","78000"
"201801","차량용 가스 충전업","내국인","남성","3007","3110","111107235"
"201801","차량용 가스 충전업","내국인","알수없음","2","2","62565"
"201801","차량용 가스 충전업","내국인","여성","1623","1687","66298276"
"201801","차량용 가스 충전업","법인","알수없음","3374","3533","345322650"
"201801","차량용 가스 충전업","제주도민","남성","5508","5714","329638668"
"201801","차량용 가스 충전업","제주도민","여성","3689","3794","268427336"
"201801","차량용 주유소 운영업","내국인","남성","43451","45207","2121995324"
"201801","차량용 주유소 운영업","내국인","알수없음","45","47","3092666"
"201801","차량용 주유소 운영업","내국인","여성","23595","24357","1001816019"
"201801","차량용 주유소 운영업","법인","알수없음","53381","57444","4316908761"
"201801","차량용 주유소 운영업","제주도민","남성","91897","96725","6232837084"
"201801","차량용 주유소 운영업","제주도민","여성","45025","46660","2623590611"
"201801","체인화 편의점","내국인","남성","181760","207813","1811473654"
"201801","체인화 편의점","내국인","알수없음","296","344","2830140"
"201801","체인화 편의점","내국인","여성","99704","111218","964093401"
"201801","체인화 편의점","법인","알수없음","51488","59355","695351466"
"201801","체인화 편의점","제주도민","남성","304033","349915","2782622458"
"201801","체인화 편의점","제주도민","여성","159531","181560","1497725720"
"201801","체인화 편의점","중국","알수없음","27","29","640250"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","기타외국","알수없음","5","5","32500"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","남성","17736","18859","242614215"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","알수없음","48","54","706700"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","여성","14241","15235","190020690"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","법인","알수없음","8646","9448","231875420"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","남성","32446","34552","459767261"
"201801","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","여성","30927","33182","431073528"
"201801","한식 음식점업","기타외국","알수없음","38","39","2098300"
"201801","한식 음식점업","내국인","남성","157248","164314","6971040839"
"201801","한식 음식점업","내국인","알수없음","199","213","7472620"
"201801","한식 음식점업","내국인","여성","112103","116728","4578012276"
"201801","한식 음식점업","동남아","알수없음","14","14","613500"
"201801","한식 음식점업","법인","알수없음","141005","159314","9799260478"
"201801","한식 음식점업","일본","알수없음","24","24","793500"
"201801","한식 음식점업","제주도민","남성","238996","252908","9802749485"
"201801","한식 음식점업","제주도민","여성","138334","145728","4853206532"
"201801","한식 음식점업","중국","알수없음","404","412","10389300"
"201801","호텔업","기타외국","알수없음","362","365","73008801"
"201801","호텔업","내국인","남성","4192","4298","860520794"
"201801","호텔업","내국인","알수없음","6","7","1910299"
"201801","호텔업","내국인","여성","3163","3233","617146175"
"201801","호텔업","동남아","알수없음","13","14","4709374"
"201801","호텔업","법인","알수없음","3484","4716","1740022719"
"201801","호텔업","일본","알수없음","59","61","12792796"
"201801","호텔업","제주도민","남성","1886","2000","477661095"
"201801","호텔업","제주도민","여성","1427","1525","350279256"
"201801","호텔업","중국","알수없음","98","104","25466266"
"201801","화장품 및 방향제 소매업","기타외국","알수없음","3","3","73000"
"201801","화장품 및 방향제 소매업","내국인","남성","1926","2094","81242170"
"201801","화장품 및 방향제 소매업","내국인","알수없음","12","15","565200"
"201801","화장품 및 방향제 소매업","내국인","여성","4121","4619","107544820"
"201801","화장품 및 방향제 소매업","동남아","알수없음","13","14","491200"
"201801","화장품 및 방향제 소매업","법인","알수없음","868","963","157447520"
"201801","화장품 및 방향제 소매업","일본","알수없음","2","3","42600"
"201801","화장품 및 방향제 소매업","제주도민","남성","3226","3461","175864959"
"201801","화장품 및 방향제 소매업","제주도민","여성","9782","10876","437677430"
"201801","화장품 및 방향제 소매업","중국","알수없음","28","33","1855700"
"201801","휴양콘도 운영업","내국인","남성","6474","7494","646972775"
"201801","휴양콘도 운영업","내국인","알수없음","10","11","245640"
"201801","휴양콘도 운영업","내국인","여성","4905","5766","435470087"
"201801","휴양콘도 운영업","법인","알수없음","2258","2845","751143941"
"201801","휴양콘도 운영업","제주도민","남성","1486","1802","65526810"
"201801","휴양콘도 운영업","제주도민","여성","1278","1567","53057710"
"201802","건강보조식품 소매업","기타외국","알수없음","117","128","166173500"
"201802","건강보조식품 소매업","내국인","남성","164","172","42579030"
"201802","건강보조식품 소매업","내국인","여성","185","198","32799620"
"201802","건강보조식품 소매업","동남아","알수없음","2","2","1991000"
"201802","건강보조식품 소매업","법인","알수없음","296","315","112801890"
"201802","건강보조식품 소매업","일본","알수없음","4","4","3520000"
"201802","건강보조식품 소매업","제주도민","남성","569","582","93691089"
"201802","건강보조식품 소매업","제주도민","여성","693","715","107747808"
"201802","건강보조식품 소매업","중국","알수없음","6","9","9604000"
"201802","골프장 운영업","기타외국","알수없음","2","2","261000"
"201802","골프장 운영업","내국인","남성","2938","3168","527039836"
"201802","골프장 운영업","내국인","알수없음","4","4","556400"
"201802","골프장 운영업","내국인","여성","1144","1243","158839026"
"201802","골프장 운영업","법인","알수없음","3938","4268","935820194"
"201802","골프장 운영업","제주도민","남성","4280","4453","447039199"
"201802","골프장 운영업","제주도민","여성","946","992","99802695"
"201802","과실 및 채소 소매업","내국인","남성","7891","8467","638462680"
"201802","과실 및 채소 소매업","내국인","알수없음","10","10","357500"
"201802","과실 및 채소 소매업","내국인","여성","8075","8794","502652766"
"201802","과실 및 채소 소매업","법인","알수없음","4923","5724","1631485450"
"201802","과실 및 채소 소매업","제주도민","남성","5053","5441","503332360"
"201802","과실 및 채소 소매업","제주도민","여성","5343","5793","431875821"
"201802","과실 및 채소 소매업","중국","알수없음","2","2","80000"
"201802","관광 민예품 및 선물용품 소매업","기타외국","알수없음","2","2","285000"
"201802","관광 민예품 및 선물용품 소매업","내국인","남성","6701","7223","212438549"
"201802","관광 민예품 및 선물용품 소매업","내국인","알수없음","9","9","333500"
"201802","관광 민예품 및 선물용품 소매업","내국인","여성","8326","9032","245649170"
"201802","관광 민예품 및 선물용품 소매업","동남아","알수없음","15","17","5780000"
"201802","관광 민예품 및 선물용품 소매업","법인","알수없음","1005","1084","104844760"
"201802","관광 민예품 및 선물용품 소매업","제주도민","남성","572","623","23748550"
"201802","관광 민예품 및 선물용품 소매업","제주도민","여성","717","762","29729420"
"201802","관광 민예품 및 선물용품 소매업","중국","알수없음","10","12","1881200"
"201802","그외 기타 분류안된 오락관련 서비스업","내국인","남성","49","49","2369000"
"201802","그외 기타 분류안된 오락관련 서비스업","내국인","여성","22","23","1213500"
"201802","그외 기타 분류안된 오락관련 서비스업","법인","알수없음","6","6","415000"
"201802","그외 기타 분류안된 오락관련 서비스업","제주도민","남성","4","4","120000"
"201802","그외 기타 분류안된 오락관련 서비스업","제주도민","여성","3","3","165000"
"201802","그외 기타 스포츠시설 운영업","내국인","남성","179","194","10724900"
"201802","그외 기타 스포츠시설 운영업","내국인","여성","152","163","8404000"
"201802","그외 기타 스포츠시설 운영업","법인","알수없음","55","63","5655500"
"201802","그외 기타 스포츠시설 운영업","제주도민","남성","20","20","2471900"
"201802","그외 기타 스포츠시설 운영업","제주도민","여성","14","15","4114500"
"201802","그외 기타 종합 소매업","내국인","남성","2734","3060","166634190"
"201802","그외 기타 종합 소매업","내국인","알수없음","13","16","520720"
"201802","그외 기타 종합 소매업","내국인","여성","2235","2506","134836150"
"201802","그외 기타 종합 소매업","법인","알수없음","6213","8228","2770299560"
"201802","그외 기타 종합 소매업","제주도민","남성","14974","16809","1443709870"
"201802","그외 기타 종합 소매업","제주도민","여성","13684","15625","1218632220"
"201802","기타 갬블링 및 베팅업","동남아","알수없음","4","4","18000000"
"201802","기타 갬블링 및 베팅업","일본","알수없음","22","25","79900000"
"201802","기타 대형 종합 소매업","내국인","남성","13349","14824","765115120"
"201802","기타 대형 종합 소매업","내국인","알수없음","138","164","9454260"
"201802","기타 대형 종합 소매업","내국인","여성","11866","13389","638412460"
"201802","기타 대형 종합 소매업","법인","알수없음","10996","12916","1232436020"
"201802","기타 대형 종합 소매업","제주도민","남성","36941","41729","2432787360"
"201802","기타 대형 종합 소매업","제주도민","여성","42140","48375","2618173670"
"201802","기타 대형 종합 소매업","중국","알수없음","49","57","6016670"
"201802","기타 수상오락 서비스업","내국인","남성","7","7","1225000"
"201802","기타 수상오락 서비스업","내국인","여성","3","3","254000"
"201802","기타 수상오락 서비스업","법인","알수없음","5","5","1926000"
"201802","기타 수상오락 서비스업","제주도민","남성","9","9","243000"
"201802","기타 수상오락 서비스업","제주도민","여성","2","2","2211000"
"201802","기타 외국식 음식점업","기타외국","알수없음","1","1","60000"
"201802","기타 외국식 음식점업","내국인","남성","2493","2567","82018884"
"201802","기타 외국식 음식점업","내국인","알수없음","6","6","178500"
"201802","기타 외국식 음식점업","내국인","여성","1441","1472","46476410"
"201802","기타 외국식 음식점업","법인","알수없음","3957","4244","235562401"
"201802","기타 외국식 음식점업","제주도민","남성","7854","8096","283924506"
"201802","기타 외국식 음식점업","제주도민","여성","4983","5103","168667659"
"201802","기타 주점업","내국인","남성","1061","1153","221274500"
"201802","기타 주점업","내국인","여성","204","216","35222700"
"201802","기타 주점업","법인","알수없음","1062","1112","275894800"
"201802","기타 주점업","제주도민","남성","4980","5353","1012612800"
"201802","기타 주점업","제주도민","여성","666","707","111686408"
"201802","기타음식료품위주종합소매업","내국인","남성","11344","12509","459567970"
"201802","기타음식료품위주종합소매업","내국인","알수없음","19","19","1027600"
"201802","기타음식료품위주종합소매업","내국인","여성","8710","9614","342868980"
"201802","기타음식료품위주종합소매업","법인","알수없음","9498","11369","1152069478"
"201802","기타음식료품위주종합소매업","제주도민","남성","29129","32444","1430797034"
"201802","기타음식료품위주종합소매업","제주도민","여성","23236","26087","1121797365"
"201802","내항 여객 운송업","내국인","남성","2267","2327","75822600"
"201802","내항 여객 운송업","내국인","알수없음","2","2","25500"
"201802","내항 여객 운송업","내국인","여성","2187","2207","63710400"
"201802","내항 여객 운송업","법인","알수없음","569","620","26513800"
"201802","내항 여객 운송업","제주도민","남성","490","551","13605800"
"201802","내항 여객 운송업","제주도민","여성","250","257","8728400"
"201802","마사지업","내국인","남성","22","22","2427000"
"201802","마사지업","내국인","여성","13","16","974000"
"201802","마사지업","법인","알수없음","12","13","2510000"
"201802","마사지업","제주도민","남성","55","62","7673000"
"201802","마사지업","제주도민","여성","5","6","670000"
"201802","면세점","내국인","남성","33592","49992","3243234286"
"201802","면세점","내국인","알수없음","22","38","4228912"
"201802","면세점","내국인","여성","27752","43167","2893596437"
"201802","면세점","법인","알수없음","5449","9083","895529979"
"201802","면세점","제주도민","남성","6707","9250","589961797"
"201802","면세점","제주도민","여성","5353","7907","594234226"
"201802","면세점","중국","알수없음","77","158","43214484"
"201802","버스 운송업","내국인","남성","1","2","1624000"
"201802","버스 운송업","법인","알수없음","6","12","18805000"
"201802","비알콜 음료점업","내국인","남성","17998","19151","193662930"
"201802","비알콜 음료점업","내국인","알수없음","27","29","251800"
"201802","비알콜 음료점업","내국인","여성","19197","20459","210838321"
"201802","비알콜 음료점업","법인","알수없음","8514","9423","153226840"
"201802","비알콜 음료점업","제주도민","남성","22077","23902","243987970"
"201802","비알콜 음료점업","제주도민","여성","28354","30817","301540853"
"201802","빵 및 과자류 소매업","내국인","남성","13201","13997","201834270"
"201802","빵 및 과자류 소매업","내국인","알수없음","54","58","529450"
"201802","빵 및 과자류 소매업","내국인","여성","15817","16861","234778742"
"201802","빵 및 과자류 소매업","법인","알수없음","10518","11522","397571785"
"201802","빵 및 과자류 소매업","제주도민","남성","30278","31972","472176049"
"201802","빵 및 과자류 소매업","제주도민","여성","42068","44509","625186640"
"201802","빵 및 과자류 소매업","중국","알수없음","9","9","114400"
"201802","서양식 음식점업","기타외국","알수없음","7","8","221800"
"201802","서양식 음식점업","내국인","남성","23775","25894","592872215"
"201802","서양식 음식점업","내국인","알수없음","43","49","1669600"
"201802","서양식 음식점업","내국인","여성","29747","32513","648179934"
"201802","서양식 음식점업","법인","알수없음","10429","11479","512992475"
"201802","서양식 음식점업","제주도민","남성","23713","25360","702911439"
"201802","서양식 음식점업","제주도민","여성","27929","29935","621908744"
"201802","서양식 음식점업","중국","알수없음","25","28","547460"
"201802","수산물 소매업","내국인","남성","6671","7270","456799965"
"201802","수산물 소매업","내국인","알수없음","10","12","1041000"
"201802","수산물 소매업","내국인","여성","6891","7620","388344151"
"201802","수산물 소매업","법인","알수없음","3546","3924","1187582332"
"201802","수산물 소매업","제주도민","남성","3050","3212","393752400"
"201802","수산물 소매업","제주도민","여성","2814","3003","355695280"
"201802","슈퍼마켓","기타외국","알수없음","6","6","89400"
"201802","슈퍼마켓","내국인","남성","43882","49479","1095286373"
"201802","슈퍼마켓","내국인","알수없음","160","178","4412410"
"201802","슈퍼마켓","내국인","여성","28561","32270","804391245"
"201802","슈퍼마켓","동남아","알수없음","4","4","119540"
"201802","슈퍼마켓","법인","알수없음","47151","60593","4315234845"
"201802","슈퍼마켓","일본","알수없음","1","1","9000"
"201802","슈퍼마켓","제주도민","남성","157426","179079","4290604354"
"201802","슈퍼마켓","제주도민","여성","134411","154231","4272113148"
"201802","슈퍼마켓","중국","알수없음","10","10","362130"
"201802","스포츠 및 레크레이션 용품 임대업","기타외국","알수없음","1","1","110600"
