"연월","업종명","이용자구분","성별","이용자수","이용건수","이용금액"
"201905","정기 항공 운송업","제주도민","여성","1756","1621","115071042"
"201905","중식 음식점업","기타외국","알수없음","9","9","269000"
"201905","중식 음식점업","내국인","남성","8382","8653","233905750"
"201905","중식 음식점업","내국인","알수없음","19","19","758000"
"201905","중식 음식점업","내국인","여성","4107","4188","118654750"
"201905","중식 음식점업","법인","알수없음","11996","13258","538903521"
"201905","중식 음식점업","일본","알수없음","3","3","60500"
"201905","중식 음식점업","제주도민","남성","20394","21182","565924824"
"201905","중식 음식점업","제주도민","여성","10956","11248","311477000"
"201905","중식 음식점업","중국","알수없음","7","8","287000"
"201905","차량용 가스 충전업","기타외국","알수없음","4","4","136218"
"201905","차량용 가스 충전업","내국인","남성","2825","2975","102313261"
"201905","차량용 가스 충전업","내국인","여성","1440","1523","54456016"
"201905","차량용 가스 충전업","동남아","알수없음","1","1","46446"
"201905","차량용 가스 충전업","법인","알수없음","3052","3266","374881718"
"201905","차량용 가스 충전업","일본","알수없음","1","1","30000"
"201905","차량용 가스 충전업","제주도민","남성","5023","5259","287739957"
"201905","차량용 가스 충전업","제주도민","여성","3009","3109","209768652"
"201905","차량용 주유소 운영업","내국인","남성","44362","46082","1962318087"
"201905","차량용 주유소 운영업","내국인","알수없음","17","18","765596"
"201905","차량용 주유소 운영업","내국인","여성","23420","24260","918827497"
"201905","차량용 주유소 운영업","법인","알수없음","57118","61389","5041799893"
"201905","차량용 주유소 운영업","제주도민","남성","96897","102979","5497769831"
"201905","차량용 주유소 운영업","제주도민","여성","47423","49276","2377363071"
"201905","체인화 편의점","기타외국","알수없음","1","1","2200"
"201905","체인화 편의점","내국인","남성","227014","261531","2091535111"
"201905","체인화 편의점","내국인","알수없음","242","280","2120400"
"201905","체인화 편의점","내국인","여성","124230","139368","1136322425"
"201905","체인화 편의점","동남아","알수없음","2","2","7300"
"201905","체인화 편의점","법인","알수없음","71093","82456","900047415"
"201905","체인화 편의점","제주도민","남성","388887","453369","3367104443"
"201905","체인화 편의점","제주도민","여성","207846","239024","1848003722"
"201905","체인화 편의점","중국","알수없음","56","61","1048060"
"201905","택시 운송업","법인","알수없음","1","1","150000"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","기타외국","알수없음","21","24","483700"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","남성","20049","21499","238972354"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","알수없음","21","22","276980"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","여성","15217","16363","177890250"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","법인","알수없음","10689","11789","334824725"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","일본","알수없음","1","1","55000"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","남성","38927","42084","486460490"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","여성","37320","40474","456525811"
"201905","피자, 햄버거, 샌드위치 및 유사 음식점업","중국","알수없음","5","5","92300"
"201905","한식 음식점업","기타외국","알수없음","508","523","20839850"
"201905","한식 음식점업","내국인","남성","173419","181615","7506660068"
"201905","한식 음식점업","내국인","알수없음","177","188","5890250"
"201905","한식 음식점업","내국인","여성","125429","131473","5066551138"
"201905","한식 음식점업","동남아","알수없음","71","74","3608500"
"201905","한식 음식점업","법인","알수없음","164678","186170","12111573899"
"201905","한식 음식점업","일본","알수없음","170","174","11337000"
"201905","한식 음식점업","제주도민","남성","262012","278432","10500563290"
"201905","한식 음식점업","제주도민","여성","161880","171037","5640902819"
"201905","한식 음식점업","중국","알수없음","446","454","35843250"
"201905","호텔업","기타외국","알수없음","964","1037","508205318"
"201905","호텔업","내국인","남성","4913","5136","1061237367"
"201905","호텔업","내국인","알수없음","1","1","96000"
"201905","호텔업","내국인","여성","3810","3924","724453474"
"201905","호텔업","동남아","알수없음","26","27","5564124"
"201905","호텔업","법인","알수없음","4321","6033","3056403033"
"201905","호텔업","일본","알수없음","90","90","56997958"
"201905","호텔업","제주도민","남성","1586","1685","338119472"
"201905","호텔업","제주도민","여성","1204","1305","284962736"
"201905","호텔업","중국","알수없음","213","221","159210957"
"201905","화장품 및 방향제 소매업","기타외국","알수없음","438","457","183385990"
"201905","화장품 및 방향제 소매업","내국인","남성","1870","2043","82804090"
"201905","화장품 및 방향제 소매업","내국인","알수없음","18","21","546850"
"201905","화장품 및 방향제 소매업","내국인","여성","3573","3943","108721230"
"201905","화장품 및 방향제 소매업","동남아","알수없음","90","101","30830000"
"201905","화장품 및 방향제 소매업","법인","알수없음","1013","1104","122396801"
"201905","화장품 및 방향제 소매업","일본","알수없음","31","32","9912200"
"201905","화장품 및 방향제 소매업","제주도민","남성","3167","3386","180803268"
"201905","화장품 및 방향제 소매업","제주도민","여성","9169","9949","451898213"
"201905","화장품 및 방향제 소매업","중국","알수없음","93","97","26246050"
"201905","휴양콘도 운영업","내국인","남성","7531","8888","760387973"
"201905","휴양콘도 운영업","내국인","알수없음","5","5","807000"
"201905","휴양콘도 운영업","내국인","여성","6499","7589","552442386"
"201905","휴양콘도 운영업","법인","알수없음","2429","3132","971113473"
"201905","휴양콘도 운영업","제주도민","남성","1262","1656","79238164"
"201905","휴양콘도 운영업","제주도민","여성","1263","1592","59270606"
"201905","휴양콘도 운영업","중국","알수없음","11","11","533100"
"201906","건강보조식품 소매업","기타외국","알수없음","532","575","648453525"
"201906","건강보조식품 소매업","내국인","남성","198","202","58911720"
"201906","건강보조식품 소매업","내국인","여성","182","194","54983305"
"201906","건강보조식품 소매업","동남아","알수없음","119","125","124343450"
"201906","건강보조식품 소매업","법인","알수없음","195","213","61651878"
"201906","건강보조식품 소매업","일본","알수없음","15","17","14975650"
"201906","건강보조식품 소매업","제주도민","남성","406","423","53520900"
"201906","건강보조식품 소매업","제주도민","여성","415","438","58475220"
"201906","건강보조식품 소매업","중국","알수없음","44","45","43367455"
"201906","골프장 운영업","기타외국","알수없음","2","2","628200"
"201906","골프장 운영업","내국인","남성","7589","8066","1378061160"
"201906","골프장 운영업","내국인","알수없음","9","10","3934000"
"201906","골프장 운영업","내국인","여성","2813","3012","443973727"
"201906","골프장 운영업","법인","알수없음","10861","11856","2741410414"
"201906","골프장 운영업","일본","알수없음","6","6","966400"
"201906","골프장 운영업","제주도민","남성","9090","9706","993097400"
"201906","골프장 운영업","제주도민","여성","2448","2637","260200228"
"201906","골프장 운영업","중국","알수없음","2","7","130363300"
"201906","과실 및 채소 소매업","기타외국","알수없음","11","11","297500"
"201906","과실 및 채소 소매업","내국인","남성","12534","13663","662382984"
"201906","과실 및 채소 소매업","내국인","알수없음","8","12","1053300"
"201906","과실 및 채소 소매업","내국인","여성","14926","16451","736275840"
"201906","과실 및 채소 소매업","법인","알수없음","5288","6039","1040337046"
"201906","과실 및 채소 소매업","제주도민","남성","5581","6054","337482808"
"201906","과실 및 채소 소매업","제주도민","여성","6960","7638","370926885"
"201906","과실 및 채소 소매업","중국","알수없음","4","5","155000"
"201906","관광 민예품 및 선물용품 소매업","기타외국","알수없음","113","128","47365000"
"201906","관광 민예품 및 선물용품 소매업","내국인","남성","10094","11021","361047000"
"201906","관광 민예품 및 선물용품 소매업","내국인","알수없음","14","14","226000"
"201906","관광 민예품 및 선물용품 소매업","내국인","여성","13274","14623","447063231"
"201906","관광 민예품 및 선물용품 소매업","동남아","알수없음","67","74","26070000"
"201906","관광 민예품 및 선물용품 소매업","법인","알수없음","1587","1722","166876380"
"201906","관광 민예품 및 선물용품 소매업","일본","알수없음","5","6","2200000"
"201906","관광 민예품 및 선물용품 소매업","제주도민","남성","463","491","27274500"
"201906","관광 민예품 및 선물용품 소매업","제주도민","여성","770","820","32586020"
"201906","관광 민예품 및 선물용품 소매업","중국","알수없음","101","124","28745600"
"201906","그외 기타 분류안된 오락관련 서비스업","내국인","남성","57","61","3724200"
"201906","그외 기타 분류안된 오락관련 서비스업","내국인","여성","39","39","2286200"
"201906","그외 기타 분류안된 오락관련 서비스업","법인","알수없음","10","10","1410250"
"201906","그외 기타 분류안된 오락관련 서비스업","제주도민","남성","3","4","50550"
"201906","그외 기타 분류안된 오락관련 서비스업","제주도민","여성","5","5","96950"
"201906","그외 기타 스포츠시설 운영업","내국인","남성","363","399","24466400"
"201906","그외 기타 스포츠시설 운영업","내국인","알수없음","1","1","35000"
"201906","그외 기타 스포츠시설 운영업","내국인","여성","331","371","19309300"
"201906","그외 기타 스포츠시설 운영업","법인","알수없음","122","145","14353600"
"201906","그외 기타 스포츠시설 운영업","제주도민","남성","161","243","5045400"
"201906","그외 기타 스포츠시설 운영업","제주도민","여성","233","348","5880900"
"201906","그외 기타 종합 소매업","내국인","남성","3928","4474","197708230"
"201906","그외 기타 종합 소매업","내국인","알수없음","8","8","283370"
"201906","그외 기타 종합 소매업","내국인","여성","3577","4096","192161550"
"201906","그외 기타 종합 소매업","법인","알수없음","6804","9582","1219905600"
"201906","그외 기타 종합 소매업","제주도민","남성","16623","19511","1088511860"
"201906","그외 기타 종합 소매업","제주도민","여성","16135","19227","998111630"
"201906","기타 갬블링 및 베팅업","일본","알수없음","37","57","271500000"
"201906","기타 대형 종합 소매업","내국인","남성","14618","16784","752925990"
"201906","기타 대형 종합 소매업","내국인","알수없음","43","53","1815600"
"201906","기타 대형 종합 소매업","내국인","여성","12450","14421","614281690"
"201906","기타 대형 종합 소매업","법인","알수없음","10882","13499","930207350"
"201906","기타 대형 종합 소매업","제주도민","남성","36384","42034","2043138620"
"201906","기타 대형 종합 소매업","제주도민","여성","43312","51362","2315195704"
"201906","기타 대형 종합 소매업","중국","알수없음","119","129","10935040"
"201906","기타 수상오락 서비스업","내국인","남성","30","30","3368000"
"201906","기타 수상오락 서비스업","내국인","여성","11","12","1069000"
"201906","기타 수상오락 서비스업","법인","알수없음","21","22","10628400"
"201906","기타 수상오락 서비스업","제주도민","남성","16","17","2522000"
"201906","기타 수상오락 서비스업","제주도민","여성","3","3","289000"
"201906","기타 외국식 음식점업","내국인","남성","3009","3125","99028392"
"201906","기타 외국식 음식점업","내국인","알수없음","5","5","114000"
"201906","기타 외국식 음식점업","내국인","여성","1739","1784","59000212"
"201906","기타 외국식 음식점업","동남아","알수없음","3","3","100000"
"201906","기타 외국식 음식점업","법인","알수없음","4090","4457","215608211"
"201906","기타 외국식 음식점업","제주도민","남성","8285","8605","271531016"
"201906","기타 외국식 음식점업","제주도민","여성","5458","5648","169047700"
"201906","기타 외국식 음식점업","중국","알수없음","1","1","52000"
"201906","기타 주점업","기타외국","알수없음","2","2","80000"
"201906","기타 주점업","내국인","남성","1170","1290","239995300"
"201906","기타 주점업","내국인","알수없음","1","1","65000"
"201906","기타 주점업","내국인","여성","222","245","37169600"
"201906","기타 주점업","법인","알수없음","1194","1270","330746200"
"201906","기타 주점업","일본","알수없음","1","1","136000"
"201906","기타 주점업","제주도민","남성","4833","5274","987993849"
"201906","기타 주점업","제주도민","여성","690","731","105479700"
"201906","기타 주점업","중국","알수없음","1","1","100000"
"201906","기타음식료품위주종합소매업","내국인","남성","17055","19180","634693028"
"201906","기타음식료품위주종합소매업","내국인","알수없음","8","8","400150"
"201906","기타음식료품위주종합소매업","내국인","여성","13493","15148","521018824"
"201906","기타음식료품위주종합소매업","법인","알수없음","12974","16203","1092674775"
"201906","기타음식료품위주종합소매업","제주도민","남성","36863","42313","1540269897"
"201906","기타음식료품위주종합소매업","제주도민","여성","30714","35732","1244486130"
"201906","내항 여객 운송업","내국인","남성","4328","4409","135414300"
"201906","내항 여객 운송업","내국인","알수없음","9","9","166600"
"201906","내항 여객 운송업","내국인","여성","4060","4100","112312300"
"201906","내항 여객 운송업","법인","알수없음","950","1155","66031700"
"201906","내항 여객 운송업","제주도민","남성","878","971","30427900"
"201906","내항 여객 운송업","제주도민","여성","426","474","18461100"
"201906","마사지업","내국인","남성","40","40","5670000"
"201906","마사지업","내국인","여성","4","5","168110"
"201906","마사지업","법인","알수없음","33","33","4012000"
"201906","마사지업","제주도민","남성","63","67","7601000"
"201906","마사지업","제주도민","여성","10","10","1840000"
"201906","면세점","기타외국","알수없음","586","722","63412513"
"201906","면세점","내국인","남성","39141","58694","4009961585"
"201906","면세점","내국인","알수없음","11","14","850500"
"201906","면세점","내국인","여성","33506","50435","3595173804"
"201906","면세점","동남아","알수없음","187","236","21196690"
"201906","면세점","법인","알수없음","6942","11594","1161231744"
"201906","면세점","일본","알수없음","758","941","68361128"
"201906","면세점","제주도민","남성","5825","7776","536317964"
"201906","면세점","제주도민","여성","5045","7052","580594629"
"201906","면세점","중국","알수없음","782","1248","172096891"
"201906","비알콜 음료점업","기타외국","알수없음","13","14","328100"
"201906","비알콜 음료점업","내국인","남성","22855","24601","257060242"
"201906","비알콜 음료점업","내국인","알수없음","35","38","340850"
"201906","비알콜 음료점업","내국인","여성","23093","24895","259548771"
"201906","비알콜 음료점업","동남아","알수없음","2","2","18000"
"201906","비알콜 음료점업","법인","알수없음","11666","13157","252174062"
"201906","비알콜 음료점업","일본","알수없음","3","3","24300"
"201906","비알콜 음료점업","제주도민","남성","34889","38934","340567540"
"201906","비알콜 음료점업","제주도민","여성","46337","51186","435989296"
"201906","비알콜 음료점업","중국","알수없음","9","9","58700"
"201906","빵 및 과자류 소매업","기타외국","알수없음","1","1","2500"
"201906","빵 및 과자류 소매업","내국인","남성","16988","18245","248117810"
"201906","빵 및 과자류 소매업","내국인","알수없음","31","32","261720"
"201906","빵 및 과자류 소매업","내국인","여성","20293","21711","300861340"
"201906","빵 및 과자류 소매업","법인","알수없음","12555","14000","467383420"
"201906","빵 및 과자류 소매업","일본","알수없음","1","1","2500"
"201906","빵 및 과자류 소매업","제주도민","남성","32403","34686","418151610"
"201906","빵 및 과자류 소매업","제주도민","여성","46583","50049","584063965"
"201906","빵 및 과자류 소매업","중국","알수없음","5","5","56800"
"201906","서양식 음식점업","기타외국","알수없음","113","121","3338850"
"201906","서양식 음식점업","내국인","남성","40436","44027","978202135"
"201906","서양식 음식점업","내국인","알수없음","52","54","931200"
"201906","서양식 음식점업","내국인","여성","47388","51572","1054773415"
"201906","서양식 음식점업","동남아","알수없음","9","10","202700"
"201906","서양식 음식점업","법인","알수없음","17813","19908","925060815"
"201906","서양식 음식점업","일본","알수없음","12","13","361300"
"201906","서양식 음식점업","제주도민","남성","35436","38427","847723635"
"201906","서양식 음식점업","제주도민","여성","42164","45879","819391683"
"201906","서양식 음식점업","중국","알수없음","55","59","2423000"
"201906","수산물 소매업","기타외국","알수없음","23","24","1148000"
"201906","수산물 소매업","내국인","남성","9779","11015","558544024"
"201906","수산물 소매업","내국인","알수없음","3","6","225000"
"201906","수산물 소매업","내국인","여성","11018","12770","513201322"
"201906","수산물 소매업","동남아","알수없음","1","1","5000"
"201906","수산물 소매업","법인","알수없음","3967","4506","910819221"
"201906","수산물 소매업","일본","알수없음","6","6","231000"
"201906","수산물 소매업","제주도민","남성","2753","2945","415841938"
"201906","수산물 소매업","제주도민","여성","2455","2646","327303289"
"201906","수산물 소매업","중국","알수없음","7","8","347000"
"201906","슈퍼마켓","기타외국","알수없음","94","98","1681320"
"201906","슈퍼마켓","내국인","남성","52755","61304","1262380519"
"201906","슈퍼마켓","내국인","알수없음","76","92","1869444"
"201906","슈퍼마켓","내국인","여성","35358","40985","934886322"
"201906","슈퍼마켓","동남아","알수없음","9","9","357640"
"201906","슈퍼마켓","법인","알수없음","60822","82267","4901457015"
"201906","슈퍼마켓","일본","알수없음","21","22","619190"
"201906","슈퍼마켓","제주도민","남성","182922","216038","4581750231"
"201906","슈퍼마켓","제주도민","여성","157283","187031","4519939504"
"201906","슈퍼마켓","중국","알수없음","82","91","1677950"
"201906","스포츠 및 레크레이션 용품 임대업","기타외국","알수없음","60","62","8116240"
"201906","스포츠 및 레크레이션 용품 임대업","내국인","남성","5581","6180","376676463"
"201906","스포츠 및 레크레이션 용품 임대업","내국인","알수없음","4","4","303900"
"201906","스포츠 및 레크레이션 용품 임대업","내국인","여성","3050","3364","221351310"
"201906","스포츠 및 레크레이션 용품 임대업","동남아","알수없음","18","18","2234100"
"201906","스포츠 및 레크레이션 용품 임대업","법인","알수없음","3088","3492","879846246"
"201906","스포츠 및 레크레이션 용품 임대업","일본","알수없음","20","21","2361200"
"201906","스포츠 및 레크레이션 용품 임대업","제주도민","남성","12994","14245","1125326997"
"201906","스포츠 및 레크레이션 용품 임대업","제주도민","여성","10185","11019","1066470603"
"201906","스포츠 및 레크레이션 용품 임대업","중국","알수없음","179","198","20514200"
"201906","여관업","기타외국","알수없음","17","17","7671850"
"201906","여관업","내국인","남성","14236","15198","1108561990"
"201906","여관업","내국인","알수없음","15","20","631967"
"201906","여관업","내국인","여성","11552","12705","791795876"
"201906","여관업","동남아","알수없음","4","4","2599000"
"201906","여관업","법인","알수없음","8811","11880","2900647904"
"201906","여관업","일본","알수없음","11","11","2449719"
"201906","여관업","제주도민","남성","4833","5124","278405634"
"201906","여관업","제주도민","여성","2396","2582","152524033"
"201906","여관업","중국","알수없음","17","18","3083442"
"201906","여행사업","내국인","남성","2054","2084","158964252"
"201906","여행사업","내국인","여성","1632","1661","110133172"
"201906","여행사업","법인","알수없음","1056","1128","652599264"
"201906","여행사업","제주도민","남성","99","104","32702540"
"201906","여행사업","제주도민","여성","87","91","6491230"
"201906","여행사업","중국","알수없음","3","8","13521010"
"201906","욕탕업","내국인","남성","2669","2982","45786450"
"201906","욕탕업","내국인","여성","1537","1713","31021900"
"201906","욕탕업","법인","알수없음","840","965","36966500"
"201906","욕탕업","제주도민","남성","3665","4165","71094101"
"201906","욕탕업","제주도민","여성","2608","2993","62250008"
"201906","육류 소매업","기타외국","알수없음","1","1","6500"
"201906","육류 소매업","내국인","남성","3319","3517","155083025"
"201906","육류 소매업","내국인","알수없음","6","6","181300"
"201906","육류 소매업","내국인","여성","2880","3037","142474662"
"201906","육류 소매업","법인","알수없음","3821","4359","1028505318"
"201906","육류 소매업","제주도민","남성","7636","8197","446805270"
"201906","육류 소매업","제주도민","여성","8260","8827","505098438"
"201906","육류 소매업","중국","알수없음","4","5","205140"
"201906","일반유흥 주점업","기타외국","알수없음","1","1","530000"
"201906","일반유흥 주점업","내국인","남성","2781","3192","661638950"
"201906","일반유흥 주점업","내국인","여성","897","984","95318510"
"201906","일반유흥 주점업","법인","알수없음","2518","2755","1059471800"
"201906","일반유흥 주점업","일본","알수없음","1","1","1750000"
"201906","일반유흥 주점업","제주도민","남성","7095","7884","1546506775"
"201906","일반유흥 주점업","제주도민","여성","1970","2100","211361850"
"201906","일식 음식점업","기타외국","알수없음","9","9","412500"
"201906","일식 음식점업","내국인","남성","12936","13232","854065281"
"201906","일식 음식점업","내국인","알수없음","4","4","51500"
"201906","일식 음식점업","내국인","여성","10055","10283","567858090"
"201906","일식 음식점업","동남아","알수없음","1","1","17000"
"201906","일식 음식점업","법인","알수없음","10705","11212","1262622991"
"201906","일식 음식점업","일본","알수없음","2","2","125000"
"201906","일식 음식점업","제주도민","남성","14229","14588","844479152"
"201906","일식 음식점업","제주도민","여성","9361","9547","451929964"
"201906","일식 음식점업","중국","알수없음","3","3","88000"
"201906","자동차 임대업","기타외국","알수없음","7","8","687500"
"201906","자동차 임대업","내국인","남성","10397","10476","688608362"
"201906","자동차 임대업","내국인","알수없음","1","1","149500"
"201906","자동차 임대업","내국인","여성","6288","6359","382570062"
"201906","자동차 임대업","동남아","알수없음","2","2","391800"
"201906","자동차 임대업","법인","알수없음","4516","4561","438624351"
"201906","자동차 임대업","제주도민","남성","388","402","37154520"
"201906","자동차 임대업","제주도민","여성","183","196","28176780"
"201906","전시 및 행사 대행업","기타외국","알수없음","200","251","4943500"
"201906","전시 및 행사 대행업","내국인","남성","16626","19122","480063670"
"201906","전시 및 행사 대행업","내국인","알수없음","18","19","330100"
"201906","전시 및 행사 대행업","내국인","여성","15934","18585","422405950"
"201906","전시 및 행사 대행업","동남아","알수없음","43","52","1210000"
"201906","전시 및 행사 대행업","법인","알수없음","3795","4802","666918119"
"201906","전시 및 행사 대행업","일본","알수없음","33","40","366500"
"201906","전시 및 행사 대행업","제주도민","남성","2637","3116","148584460"
"201906","전시 및 행사 대행업","제주도민","여성","2469","2929","81788930"
"201906","전시 및 행사 대행업","중국","알수없음","413","536","10591100"
"201906","정기 항공 운송업","내국인","남성","11787","11654","2030156334"
"201906","정기 항공 운송업","내국인","알수없음","14","15","1669900"
"201906","정기 항공 운송업","내국인","여성","11171","11086","1983577282"
"201906","정기 항공 운송업","법인","알수없음","4622","5526","832109334"
"201906","정기 항공 운송업","제주도민","남성","1813","1625","118551189"
"201906","정기 항공 운송업","제주도민","여성","1421","1370","91022401"
"201906","중식 음식점업","기타외국","알수없음","5","5","108000"
"201906","중식 음식점업","내국인","남성","8848","9179","241005524"
"201906","중식 음식점업","내국인","알수없음","26","31","891400"
"201906","중식 음식점업","내국인","여성","4685","4812","127745138"
"201906","중식 음식점업","동남아","알수없음","1","1","300000"
"201906","중식 음식점업","법인","알수없음","11572","12954","531531780"
"201906","중식 음식점업","일본","알수없음","2","2","35000"
"201906","중식 음식점업","제주도민","남성","19708","20536","533832071"
"201906","중식 음식점업","제주도민","여성","10634","10997","292280110"
"201906","중식 음식점업","중국","알수없음","7","7","286000"
"201906","차량용 가스 충전업","기타외국","알수없음","3","3","112334"
"201906","차량용 가스 충전업","내국인","남성","2787","2939","94809903"
"201906","차량용 가스 충전업","내국인","여성","1427","1527","49562018"
"201906","차량용 가스 충전업","동남아","알수없음","1","1","32920"
"201906","차량용 가스 충전업","법인","알수없음","2766","2935","306652235"
"201906","차량용 가스 충전업","일본","알수없음","2","2","26866"
"201906","차량용 가스 충전업","제주도민","남성","4528","4746","253317779"
"201906","차량용 가스 충전업","제주도민","여성","2809","2901","204545352"
"201906","차량용 가스 충전업","중국","알수없음","1","1","30000"
"201906","차량용 주유소 운영업","내국인","남성","44928","46687","1987393881"
"201906","차량용 주유소 운영업","내국인","알수없음","18","19","773916"
"201906","차량용 주유소 운영업","내국인","여성","24356","25305","931501578"
"201906","차량용 주유소 운영업","법인","알수없음","55840","60029","4809793886"
"201906","차량용 주유소 운영업","제주도민","남성","92292","98461","5250101379"
"201906","차량용 주유소 운영업","제주도민","여성","45116","46817","2262388460"
"201906","체인화 편의점","기타외국","알수없음","4","5","14900"
"201906","체인화 편의점","내국인","남성","233330","268712","2177466088"
"201906","체인화 편의점","내국인","알수없음","276","321","2097610"
"201906","체인화 편의점","내국인","여성","130888","146228","1223718628"
"201906","체인화 편의점","동남아","알수없음","1","1","5900"
"201906","체인화 편의점","법인","알수없음","70916","82257","911628428"
"201906","체인화 편의점","제주도민","남성","379955","443940","3326241498"
"201906","체인화 편의점","제주도민","여성","203331","234259","1859173610"
"201906","체인화 편의점","중국","알수없음","72","81","1128770"
"201906","택시 운송업","기타외국","알수없음","2","3","875000"
"201906","택시 운송업","법인","알수없음","1","1","300000"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","기타외국","알수없음","14","14","462900"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","남성","20222","21719","247920910"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","알수없음","23","27","291000"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","내국인","여성","15396","16578","182125278"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","동남아","알수없음","1","1","20200"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","법인","알수없음","10415","11576","317415364"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","일본","알수없음","3","3","82600"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","남성","38613","41689","486055804"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","제주도민","여성","36851","40069","442374589"
"201906","피자, 햄버거, 샌드위치 및 유사 음식점업","중국","알수없음","7","9","76800"
"201906","한식 음식점업","기타외국","알수없음","465","481","20570900"
"201906","한식 음식점업","내국인","남성","175935","184150","7674116768"
"201906","한식 음식점업","내국인","알수없음","146","151","4630450"
"201906","한식 음식점업","내국인","여성","131217","137461","5278530120"
"201906","한식 음식점업","동남아","알수없음","61","68","4959500"
"201906","한식 음식점업","법인","알수없음","159586","180057","11743866368"
"201906","한식 음식점업","일본","알수없음","144","149","10622000"
"201906","한식 음식점업","제주도민","남성","252280","268262","9944235706"
"201906","한식 음식점업","제주도민","여성","154516","163405","5240993505"
"201906","한식 음식점업","중국","알수없음","490","499","41390900"
"201906","호텔업","기타외국","알수없음","914","976","517574909"
"201906","호텔업","내국인","남성","4381","4547","961804315"
"201906","호텔업","내국인","여성","3411","3491","594700809"
"201906","호텔업","동남아","알수없음","31","31","20002013"
"201906","호텔업","법인","알수없음","3864","5901","2950253335"
"201906","호텔업","일본","알수없음","96","99","50135267"
"201906","호텔업","제주도민","남성","1325","1438","350512806"
"201906","호텔업","제주도민","여성","1040","1135","181330317"
"201906","호텔업","중국","알수없음","283","301","173730430"
"201906","화장품 및 방향제 소매업","기타외국","알수없음","404","417","164830760"
"201906","화장품 및 방향제 소매업","내국인","남성","1220","1315","64395880"
"201906","화장품 및 방향제 소매업","내국인","알수없음","15","20","715000"
"201906","화장품 및 방향제 소매업","내국인","여성","2525","2714","84708050"
"201906","화장품 및 방향제 소매업","동남아","알수없음","136","147","55691860"
"201906","화장품 및 방향제 소매업","법인","알수없음","784","842","116535980"
"201906","화장품 및 방향제 소매업","일본","알수없음","23","23","6984580"
"201906","화장품 및 방향제 소매업","제주도민","남성","2737","2929","181602334"
"201906","화장품 및 방향제 소매업","제주도민","여성","7896","8661","440525460"
"201906","화장품 및 방향제 소매업","중국","알수없음","94","102","22898600"
"201906","휴양콘도 운영업","기타외국","알수없음","1","1","56000"
"201906","휴양콘도 운영업","내국인","남성","7666","8905","735846424"
"201906","휴양콘도 운영업","내국인","알수없음","4","4","193000"
"201906","휴양콘도 운영업","내국인","여성","6439","7521","582759902"
"201906","휴양콘도 운영업","법인","알수없음","2422","3329","969856316"
"201906","휴양콘도 운영업","제주도민","남성","1127","1440","58818387"
"201906","휴양콘도 운영업","제주도민","여성","1261","1624","65485607"
"201906","휴양콘도 운영업","중국","알수없음","6","7","198050"
"201907","건강보조식품 소매업","기타외국","알수없음","611","674","817343506"
"201907","건강보조식품 소매업","내국인","남성","121","129","25394730"
"201907","건강보조식품 소매업","내국인","알수없음","1","1","24000"
"201907","건강보조식품 소매업","내국인","여성","171","179","32077240"
"201907","건강보조식품 소매업","동남아","알수없음","48","51","44422485"
"201907","건강보조식품 소매업","법인","알수없음","153","175","62549289"
"201907","건강보조식품 소매업","일본","알수없음","41","48","53755698"
"201907","건강보조식품 소매업","제주도민","남성","358","371","48358870"
"201907","건강보조식품 소매업","제주도민","여성","385","393","58557475"
"201907","건강보조식품 소매업","중국","알수없음","59","66","49409531"
"201907","골프장 운영업","기타외국","알수없음","5","5","634000"
"201907","골프장 운영업","내국인","남성","5770","6167","976513592"
"201907","골프장 운영업","내국인","알수없음","2","2","152000"
"201907","골프장 운영업","내국인","여성","2301","2480","362532505"
"201907","골프장 운영업","동남아","알수없음","3","3","904400"
"201907","골프장 운영업","법인","알수없음","8721","9635","2015531604"
"201907","골프장 운영업","일본","알수없음","1","1","458000"
"201907","골프장 운영업","제주도민","남성","9214","9860","946502263"
"201907","골프장 운영업","제주도민","여성","2552","2760","258343640"
"201907","골프장 운영업","중국","알수없음","5","5","5867400"
"201907","과실 및 채소 소매업","기타외국","알수없음","24","26","612000"
"201907","과실 및 채소 소매업","내국인","남성","10512","11586","457637270"
"201907","과실 및 채소 소매업","내국인","알수없음","6","7","268000"
"201907","과실 및 채소 소매업","내국인","여성","11534","12764","461232968"
