"연월","중분류업종명","소분류업종명","성별","이용자수","이용건수","이용금액"
"202003","패스트푸드","도시락전문점","남성","13040","13389","195770208"
"202003","패스트푸드","도시락전문점","여성","9246","9525","110879902"
"202003","패스트푸드","샌드위치/브런치/샐러드","남성","14315","15222","191510604"
"202003","패스트푸드","샌드위치/브런치/샐러드","여성","18420","19161","265908484"
"202003","패스트푸드","토스트전문","남성","6578","6724","60080030"
"202003","패스트푸드","토스트전문","여성","8250","8588","96046198"
"202003","패스트푸드","패스트푸드","남성","179014","188861","2045879157"
"202003","패스트푸드","패스트푸드","여성","155126","164676","1805764297"
"202003","패스트푸드","피자전문","남성","30884","31635","881845988"
"202003","패스트푸드","피자전문","여성","30164","30594","830496490"
"202003","패스트푸드","핫도그","남성","8756","9174","72631248"
"202003","패스트푸드","핫도그","여성","10890","11440","99122916"
"202003","한식","기사식당","남성","1862","1884","43307732"
"202003","한식","기사식당","여성","433","455","11279942"
"202003","한식","냉면집","남성","11883","11987","275002288"
"202003","한식","냉면집","여성","9515","9557","248478394"
"202003","한식","돌솥/비빔밥전문점","남성","6219","6451","146626871"
"202003","한식","돌솥/비빔밥전문점","여성","5775","5922","128671875"
"202003","한식","두부요리전문","남성","3471","3540","73393825"
"202003","한식","두부요리전문","여성","2184","2184","44304327"
"202003","한식","버섯전문점","남성","413","426","17317144"
"202003","한식","버섯전문점","여성","250","250","10748573"
"202003","한식","보리밥전문","남성","1930","1952","40792988"
"202003","한식","보리밥전문","여성","1763","1763","39091484"
"202003","한식","부대찌개/섞어찌개","남성","24179","24322","557506550"
"202003","한식","부대찌개/섞어찌개","여성","13905","14089","312447650"
"202003","한식","설렁탕집","남성","20856","21120","559465945"
"202003","한식","설렁탕집","여성","10758","10934","280194816"
"202003","한식","순두부전문","남성","35773","35949","746320121"
"202003","한식","순두부전문","여성","24024","24112","507270048"
"202003","한식","쌈밥전문","남성","432","432","14908460"
"202003","한식","쌈밥전문","여성","227","227","6897943"
"202003","한식","일반한식/백반","남성","845515","864604","36423743808"
"202003","한식","일반한식/백반","여성","589109","603878","22999999395"
"202003","한식","추어탕전문","남성","5292","5338","121240017"
"202003","한식","추어탕전문","여성","3165","3165","79630207"
"202003","한식","콩나물국밥","남성","14072","14176","215492869"
"202003","한식","콩나물국밥","여성","7513","7565","109188477"
"202003","한식","파전전문","남성","1757","1781","69936462"
"202003","한식","파전전문","여성","673","697","22076267"
"202003","한식","한정식전문","남성","875","893","32312572"
"202003","한식","한정식전문","여성","791","791","30569716"
"202003","한식","해장국/감자탕","남성","175670","176674","4067431107"
"202003","한식","해장국/감자탕","여성","92075","92760","2236019992"
"202003","한식","황태전문","남성","1195","1195","27693303"
"202003","한식","황태전문","여성","873","896","23645649"
"202004","간이주점","꼬치구이전문점","남성","20629","20958","953347646"
"202004","간이주점","꼬치구이전문점","여성","12017","12326","505285848"
"202004","간이주점","민속주점","남성","3910","4056","159589142"
"202004","간이주점","민속주점","여성","2407","2504","86675922"
"202004","간이주점","소주방/포장마차","남성","24205","24803","1113740259"
"202004","간이주점","소주방/포장마차","여성","12195","12521","541943219"
"202004","간이주점","이자까야","남성","4043","4122","249332796"
"202004","간이주점","이자까야","여성","2017","2076","124170308"
"202004","간이주점","호프/맥주","남성","95627","98972","5077124028"
"202004","간이주점","호프/맥주","여성","56991","59030","2303759926"
"202004","고기요리","갈매기살","남성","2799","2903","180208632"
"202004","고기요리","갈매기살","여성","1587","1604","143202040"
"202004","고기요리","갈비/삼겹살","남성","151135","153805","9714174287"
"202004","고기요리","갈비/삼겹살","여성","93447","95339","5822144437"
"202004","고기요리","곱창/양구이전문","남성","7632","7724","553226173"
"202004","고기요리","곱창/양구이전문","여성","5232","5395","338095953"
"202004","고기요리","기타고기요리","남성","7730","7930","464629516"
"202004","고기요리","기타고기요리","여성","4106","4190","237298419"
"202004","고기요리","막창구이","남성","11824","11948","713079147"
"202004","고기요리","막창구이","여성","7720","7810","418135579"
"202004","고기요리","불고기전문","남성","1190","1190","42164571"
"202004","고기요리","불고기전문","여성","1063","1081","32019289"
"202004","고기요리","사철탕전문","남성","3488","3488","149608690"
"202004","고기요리","사철탕전문","여성","1459","1479","58171612"
"202004","고기요리","족발/보쌈전문","남성","25279","25619","1149288298"
"202004","고기요리","족발/보쌈전문","여성","17086","17223","751279605"
"202004","닭/오리요리","닭갈비전문","남성","8361","8511","422699695"
"202004","닭/오리요리","닭갈비전문","여성","6562","6694","275531439"
"202004","닭/오리요리","닭내장/닭발요리","남성","15762","15972","527077251"
"202004","닭/오리요리","닭내장/닭발요리","여성","16907","17158","540356954"
"202004","닭/오리요리","닭도리탕전문","남성","594","594","25290897"
"202004","닭/오리요리","닭도리탕전문","여성","681","681","27121517"
"202004","닭/오리요리","불닭전문","남성","2251","2291","79635700"
"202004","닭/오리요리","불닭전문","여성","2421","2441","78160251"
"202004","닭/오리요리","삼계탕전문","남성","11523","11592","399649609"
"202004","닭/오리요리","삼계탕전문","여성","6681","6751","214180337"
"202004","닭/오리요리","오리고기전문","남성","4309","4350","278535839"
"202004","닭/오리요리","오리고기전문","여성","2413","2474","150866356"
"202004","닭/오리요리","옻닭전문","남성","100","120","3514584"
"202004","닭/오리요리","옻닭전문","여성","120","120","8234167"
"202004","닭/오리요리","찜닭전문점","남성","2738","2763","96609795"
"202004","닭/오리요리","찜닭전문점","여성","1600","1600","50705803"
"202004","닭/오리요리","토종닭전문","남성","1158","1181","94638649"
"202004","닭/오리요리","토종닭전문","여성","596","596","49112704"
"202004","닭/오리요리","후라이드/양념치킨","남성","201324","203968","5125994765"
"202004","닭/오리요리","후라이드/양념치킨","여성","162154","164715","3805356749"
"202004","별식/퓨전요리","돌구이요리전문","남성","1221","1244","68100734"
"202004","별식/퓨전요리","돌구이요리전문","여성","553","553","21693264"
"202004","별식/퓨전요리","동남아음식전문점","남성","6450","6472","178662109"
"202004","별식/퓨전요리","동남아음식전문점","여성","8977","9171","264230515"
"202004","별식/퓨전요리","샤브샤브전문","남성","7060","7200","473223149"
"202004","별식/퓨전요리","샤브샤브전문","여성","8218","8357","480316597"
"202004","별식/퓨전요리","순대전문점","남성","41398","41640","785741689"
"202004","별식/퓨전요리","순대전문점","여성","22298","22498","422051987"
"202004","별식/퓨전요리","죽전문점","남성","5512","5597","80825265"
"202004","별식/퓨전요리","죽전문점","여성","6902","7031","115315783"
"202004","별식/퓨전요리","철판구이요리전문","남성","20","20","1620000"
"202004","별식/퓨전요리","퓨전음식전문","남성","496","496","12478851"
"202004","별식/퓨전요리","퓨전음식전문","여성","392","392","9538473"
"202004","부페","고기부페","남성","3023","3067","194383781"
"202004","부페","고기부페","여성","1843","1843","94479632"
"202004","부페","부페","남성","9562","9676","209362014"
"202004","부페","부페","여성","4403","4536","149793803"
"202004","부페","한식부페","남성","3565","3588","93716435"
"202004","부페","한식부페","여성","1127","1127","32584117"
"202004","부페","해물부페","남성","69","69","2508333"
"202004","분식","국수/만두/칼국수","남성","121537","123537","2854135078"
"202004","분식","국수/만두/칼국수","여성","79364","80498","1837627448"
"202004","분식","떡볶이전문","남성","24095","25034","396901755"
"202004","분식","떡볶이전문","여성","35087","36173","565511359"
"202004","분식","라면김밥분식","남성","149704","154246","2127258064"
"202004","분식","라면김밥분식","여성","166346","172409","2327412675"
"202004","분식","스낵","남성","24677","26244","324787220"
"202004","분식","스낵","여성","32058","34143","427134835"
"202004","분식","우동전문점","남성","12950","13109","295839211"
"202004","분식","우동전문점","여성","11216","11372","247172815"
"202004","양식","기타서양음식전문","남성","1189","1248","42001000"
"202004","양식","기타서양음식전문","여성","1593","1710","61763953"
"202004","양식","돈가스전문점","남성","29114","29488","675498395"
"202004","양식","돈가스전문점","여성","24555","24723","586374828"
"202004","양식","바베큐전문","남성","3867","3911","136995278"
"202004","양식","바베큐전문","여성","1910","1932","69587013"
"202004","양식","스테이크전문점","남성","4651","4719","303835494"
"202004","양식","스테이크전문점","여성","5358","5404","325578793"
"202004","양식","스파게티전문점","남성","3173","3228","124707029"
"202004","양식","스파게티전문점","여성","4203","4408","153270247"
"202004","양식","정통양식/경양식","남성","60483","62488","2625372099"
"202004","양식","정통양식/경양식","여성","70536","73816","2507696367"
"202004","양식","카레전문점","남성","2208","2283","75034301"
"202004","양식","카레전문점","여성","2225","2300","73987554"
"202004","양식","패밀리레스토랑","남성","1870","1914","144311197"
"202004","양식","패밀리레스토랑","여성","2640","2794","190711830"
"202004","유흥주점","나이트클럽","남성","463","633","90312000"
"202004","유흥주점","나이트클럽","여성","189","210","11532800"
"202004","유흥주점","룸살롱/단란주점","남성","26269","27649","5717404277"
"202004","유흥주점","룸살롱/단란주점","여성","4997","5208","1091068502"
"202004","유흥주점","빠/카페","남성","13534","14530","720089380"
"202004","유흥주점","빠/카페","여성","12254","13221","438464508"
"202004","유흥주점","일반유흥주점","남성","37779","41345","9926698512"
"202004","유흥주점","일반유흥주점","여성","12546","13234","1882691254"
"202004","일식/수산물","갈치/생선구이","남성","5131","5264","286552542"
"202004","일식/수산물","갈치/생선구이","여성","4009","4085","226759492"
"202004","일식/수산물","게장전문","남성","462","483","19460085"
"202004","일식/수산물","게장전문","여성","483","504","24673361"
"202004","일식/수산물","고등어전문","남성","5080","5200","221408874"
"202004","일식/수산물","고등어전문","여성","3640","3660","154783302"
"202004","일식/수산물","곰장어전문","남성","6674","6774","705074634"
"202004","일식/수산물","곰장어전문","여성","3612","3713","329637218"
"202004","일식/수산물","굴요리전문","남성","3133","3176","67294990"
"202004","일식/수산물","굴요리전문","여성","1588","1588","35578263"
"202004","일식/수산물","낙지/오징어","남성","15159","15291","594891323"
"202004","일식/수산물","낙지/오징어","여성","13212","13322","444641363"
"202004","일식/수산물","매운탕전문","남성","4798","4798","113815481"
"202004","일식/수산물","매운탕전문","여성","3109","3128","71380090"
"202004","일식/수산물","민물장어전문","남성","2452","2604","240362760"
"202004","일식/수산물","민물장어전문","여성","1349","1387","136257081"
"202004","일식/수산물","바닷가재/게요리전문","남성","1530","1530","305306581"
"202004","일식/수산물","바닷가재/게요리전문","여성","816","816","117953725"
"202004","일식/수산물","복전문","남성","812","812","29504678"
"202004","일식/수산물","복전문","여성","453","453","19088491"
"202004","일식/수산물","생선찜전문","남성","4772","4835","183006550"
"202004","일식/수산물","생선찜전문","여성","3694","3715","158612618"
"202004","일식/수산물","수산물전문음식점","남성","14421","14592","702905289"
"202004","일식/수산물","수산물전문음식점","여성","13775","14022","659888312"
"202004","일식/수산물","아구전문","남성","10238","10344","489088336"
"202004","일식/수산물","아구전문","여성","8657","8911","390746276"
"202004","일식/수산물","일식","남성","56793","57584","3549999265"
"202004","일식/수산물","일식","여성","44430","45280","2254420484"
"202004","일식/수산물","조개구이전문","남성","2560","2578","196025763"
"202004","일식/수산물","조개구이전문","여성","1062","1080","87179125"
"202004","일식/수산물","참치전문점","남성","3024","3124","289526037"
"202004","일식/수산물","참치전문점","여성","1367","1466","102534247"
"202004","일식/수산물","초밥전문","남성","16893","17087","937724215"
"202004","일식/수산물","초밥전문","여성","15558","15861","771703985"
"202004","일식/수산물","해물찜/탕전문","남성","5337","5459","259691183"
"202004","일식/수산물","해물찜/탕전문","여성","3563","3563","166589555"
"202004","일식/수산물","홍어전문","남성","1253","1295","67082486"
"202004","일식/수산물","홍어전문","여성","360","360","20435050"
"202004","일식/수산물","횟집","남성","87427","90861","6434385266"
"202004","일식/수산물","횟집","여성","66815","69521","5144738519"
"202004","제과/제빵/떡/케익","떡/한과","남성","16378","16971","480480870"
"202004","제과/제빵/떡/케익","떡/한과","여성","23696","24621","1090682011"
"202004","제과/제빵/떡/케익","와플/파이/디저트","남성","5728","6081","80854300"
"202004","제과/제빵/떡/케익","와플/파이/디저트","여성","9008","9541","127377790"
"202004","제과/제빵/떡/케익","제과점","남성","233252","241476","3397745923"
"202004","제과/제빵/떡/케익","제과점","여성","341092","356487","4872917125"
"202004","제과/제빵/떡/케익","찐빵/만두","남성","26696","27500","302756472"
"202004","제과/제빵/떡/케익","찐빵/만두","여성","30384","31551","390307739"
"202004","제과/제빵/떡/케익","케익전문점","남성","1751","1927","35609514"
"202004","제과/제빵/떡/케익","케익전문점","여성","3732","4004","85956729"
"202004","제과/제빵/떡/케익","호두과자","남성","48","48","408333"
"202004","제과/제빵/떡/케익","호떡/붕어빵","남성","2488","2733","21208726"
"202004","제과/제빵/떡/케익","호떡/붕어빵","여성","3374","3538","27403781"
"202004","중식","중국음식","남성","183092","184686","4876403320"
"202004","중식","중국음식","여성","114582","115981","2963791111"
"202004","중식","탕수육전문점","남성","281","281","9599200"
"202004","중식","탕수육전문점","여성","224","282","5907200"
"202004","커피/음료","생과일주스전문점","남성","6317","6524","51209098"
"202004","커피/음료","생과일주스전문점","여성","5606","5831","53560940"
"202004","커피/음료","아이스크림/빙수","남성","38129","40050","540390424"
"202004","커피/음료","아이스크림/빙수","여성","44533","47097","542798587"
"202004","커피/음료","전통찻집/인삼찻집","남성","18460","20504","429792242"
"202004","커피/음료","전통찻집/인삼찻집","여성","20792","23361","449241915"
"202004","커피/음료","커피전문점","남성","537126","565197","6515832268"
"202004","커피/음료","커피전문점","여성","654804","695633","8251361393"
"202004","패스트푸드","도너츠전문","남성","23178","24491","277149020"
"202004","패스트푸드","도너츠전문","여성","32008","34523","382234576"
"202004","패스트푸드","도시락전문점","남성","11541","12010","164371440"
"202004","패스트푸드","도시락전문점","여성","8973","9272","109423162"
"202004","패스트푸드","샌드위치/브런치/샐러드","남성","14970","15798","255962047"
"202004","패스트푸드","샌드위치/브런치/샐러드","여성","19991","20673","295704491"
"202004","패스트푸드","토스트전문","남성","6951","7215","64814630"
"202004","패스트푸드","토스트전문","여성","8508","8772","89653943"
"202004","패스트푸드","패스트푸드","남성","184317","194190","2021344718"
"202004","패스트푸드","패스트푸드","여성","163552","173363","1823712151"
"202004","패스트푸드","피자전문","남성","29079","29651","822191081"
"202004","패스트푸드","피자전문","여성","28505","29115","775553574"
"202004","패스트푸드","핫도그","남성","8183","8587","71812640"
"202004","패스트푸드","핫도그","여성","10505","10950","140944207"
"202004","한식","기사식당","남성","2235","2235","56807609"
"202004","한식","기사식당","여성","610","610","17724652"
"202004","한식","냉면집","남성","18432","18515","448185129"
"202004","한식","냉면집","여성","12061","12144","278959507"
"202004","한식","돌솥/비빔밥전문점","남성","5538","5644","130117254"
"202004","한식","돌솥/비빔밥전문점","여성","4930","5014","100120402"
"202004","한식","두부요리전문","남성","3518","3540","77044447"
"202004","한식","두부요리전문","여성","2387","2431","54511111"
"202004","한식","버섯전문점","남성","312","312","14248837"
"202004","한식","버섯전문점","여성","247","247","13008138"
"202004","한식","보리밥전문","남성","2291","2291","50210135"
"202004","한식","보리밥전문","여성","1912","1912","43982685"
"202004","한식","부대찌개/섞어찌개","남성","23651","23795","552649353"
"202004","한식","부대찌개/섞어찌개","여성","13513","13800","313438088"
"202004","한식","설렁탕집","남성","20029","20139","523069107"
"202004","한식","설렁탕집","여성","10605","10715","315147926"
"202004","한식","순두부전문","남성","36381","36601","780273193"
"202004","한식","순두부전문","여성","24394","24592","528318008"
"202004","한식","쌈밥전문","남성","425","442","11033051"
"202004","한식","쌈밥전문","여성","204","204","6078394"
"202004","한식","일반한식/백반","남성","885405","905900","40303352999"
"202004","한식","일반한식/백반","여성","618539","635405","24724033558"
"202004","한식","추어탕전문","남성","5143","5188","133994354"
"202004","한식","추어탕전문","여성","2679","2723","68274500"
"202004","한식","콩나물국밥","남성","12807","12913","210251546"
"202004","한식","콩나물국밥","여성","7078","7132","105482420"
"202004","한식","파전전문","남성","1402","1402","62795242"
"202004","한식","파전전문","여성","1039","1088","33245970"
"202004","한식","한정식전문","남성","1211","1211","51121313"
"202004","한식","한정식전문","여성","642","642","29363250"
"202004","한식","해장국/감자탕","남성","178038","179599","4291360828"
"202004","한식","해장국/감자탕","여성","91877","92629","2164338989"
"202004","한식","황태전문","남성","1309","1309","31741218"
"202004","한식","황태전문","여성","883","883","23084522"
"202005","간이주점","꼬치구이전문점","남성","25331","25717","1129626990"
"202005","간이주점","꼬치구이전문점","여성","13619","13986","572576680"
"202005","간이주점","민속주점","남성","5062","5282","189425311"
"202005","간이주점","민속주점","여성","2419","2568","76046546"
"202005","간이주점","소주방/포장마차","남성","25979","26695","1183196907"
"202005","간이주점","소주방/포장마차","여성","15274","15725","658073105"
"202005","간이주점","이자까야","남성","4053","4092","296608169"
"202005","간이주점","이자까야","여성","1906","1906","116642775"
"202005","간이주점","호프/맥주","남성","118166","122771","6088586842"
"202005","간이주점","호프/맥주","여성","73753","76421","2910078233"
"202005","고기요리","갈매기살","남성","3380","3449","231553475"
"202005","고기요리","갈매기살","여성","1703","1720","114984606"
"202005","고기요리","갈비/삼겹살","남성","194964","198027","13432225759"
"202005","고기요리","갈비/삼겹살","여성","121243","124046","7800133559"
"202005","고기요리","곱창/양구이전문","남성","8738","8829","603309845"
"202005","고기요리","곱창/양구이전문","여성","6664","6756","514748566"
"202005","고기요리","기타고기요리","남성","8806","8932","505261768"
"202005","고기요리","기타고기요리","여성","5012","5096","313471242"
"202005","고기요리","막창구이","남성","12574","12772","679422991"
"202005","고기요리","막창구이","여성","8074","8182","438512161"
"202005","고기요리","불고기전문","남성","1863","1863","63957509"
"202005","고기요리","불고기전문","여성","1119","1136","33704323"
"202005","고기요리","사철탕전문","남성","4244","4323","159119613"
"202005","고기요리","사철탕전문","여성","1502","1502","53272113"
"202005","고기요리","족발/보쌈전문","남성","27821","27994","1222889272"
"202005","고기요리","족발/보쌈전문","여성","17767","17957","779921164"
"202005","닭/오리요리","닭갈비전문","남성","9572","9684","467812951"
"202005","닭/오리요리","닭갈비전문","여성","7040","7130","301435058"
"202005","닭/오리요리","닭내장/닭발요리","남성","18231","18543","617654232"
"202005","닭/오리요리","닭내장/닭발요리","여성","17691","17857","553720675"
"202005","닭/오리요리","닭도리탕전문","남성","845","845","32575420"
"202005","닭/오리요리","닭도리탕전문","여성","915","915","37191696"
"202005","닭/오리요리","불닭전문","남성","3100","3100","110262795"
"202005","닭/오리요리","불닭전문","여성","2460","2480","93328445"
"202005","닭/오리요리","삼계탕전문","남성","13781","13847","526684586"
"202005","닭/오리요리","삼계탕전문","여성","7533","7555","270297922"
"202005","닭/오리요리","오리고기전문","남성","5496","5577","364010582"
"202005","닭/오리요리","오리고기전문","여성","3973","4055","292840399"
"202005","닭/오리요리","옻닭전문","남성","66","66","2648555"
"202005","닭/오리요리","옻닭전문","여성","132","132","6501001"
"202005","닭/오리요리","찜닭전문점","남성","2754","2781","80349931"
"202005","닭/오리요리","찜닭전문점","여성","2079","2133","66863991"
"202005","닭/오리요리","토종닭전문","남성","1615","1658","143609827"
"202005","닭/오리요리","토종닭전문","여성","717","717","49681414"
"202005","닭/오리요리","후라이드/양념치킨","남성","248467","251911","6238017350"
"202005","닭/오리요리","후라이드/양념치킨","여성","180204","183520","4231542200"
"202005","별식/퓨전요리","돌구이요리전문","남성","782","805","48458648"
"202005","별식/퓨전요리","돌구이요리전문","여성","736","759","44556353"
"202005","별식/퓨전요리","동남아음식전문점","남성","10139","10286","314782004"
"202005","별식/퓨전요리","동남아음식전문점","여성","10678","10828","317145408"
"202005","별식/퓨전요리","샤브샤브전문","남성","8939","9019","594391133"
"202005","별식/퓨전요리","샤브샤브전문","여성","9438","9518","539687677"
"202005","별식/퓨전요리","순대전문점","남성","44061","44238","829756053"
"202005","별식/퓨전요리","순대전문점","여성","21856","21944","408576052"
"202005","별식/퓨전요리","죽전문점","남성","6657","6825","108033396"
"202005","별식/퓨전요리","죽전문점","여성","7392","7665","145866070"
"202005","별식/퓨전요리","철판구이요리전문","남성","95","95","3112500"
"202005","별식/퓨전요리","철판구이요리전문","여성","57","57","4211250"
"202005","별식/퓨전요리","퓨전음식전문","남성","815","815","22875864"
"202005","별식/퓨전요리","퓨전음식전문","여성","872","911","22541336"
"202005","부페","고기부페","남성","3683","3729","227135577"
"202005","부페","고기부페","여성","2272","2272","133881355"
"202005","부페","부페","남성","12118","12244","539025256"
"202005","부페","부페","여성","7102","7164","370438945"
"202005","부페","한식부페","남성","4224","4248","117171410"
"202005","부페","한식부페","여성","2304","2304","57825102"
"202005","부페","해물부페","남성","69","69","2392000"
"202005","부페","해물부페","여성","69","69","3174000"
"202005","분식","국수/만두/칼국수","남성","161509","163817","3889970485"
"202005","분식","국수/만두/칼국수","여성","101463","102960","2444801721"
"202005","분식","떡볶이전문","남성","30511","31794","506021536"
"202005","분식","떡볶이전문","여성","36582","38028","598248224"
"202005","분식","라면김밥분식","남성","196871","203724","2884468101"
"202005","분식","라면김밥분식","여성","202074","209714","2857116836"
"202005","분식","스낵","남성","36363","39261","536480836"
"202005","분식","스낵","여성","40756","44298","585579135"
"202005","분식","우동전문점","남성","17743","18079","408666833"
"202005","분식","우동전문점","여성","16854","17172","374259342"
"202005","양식","기타서양음식전문","남성","1976","2130","83733981"
"202005","양식","기타서양음식전문","여성","2604","2776","96280387"
"202005","양식","돈가스전문점","남성","35943","36364","870968173"
"202005","양식","돈가스전문점","여성","27554","27891","660436376"
"202005","양식","바베큐전문","남성","3639","3684","127646240"
"202005","양식","바베큐전문","여성","2071","2094","61041968"
"202005","양식","스테이크전문점","남성","6383","6452","414711046"
"202005","양식","스테이크전문점","여성","5813","5836","377650212"
"202005","양식","스파게티전문점","남성","4163","4451","159593206"
"202005","양식","스파게티전문점","여성","5098","5549","177713174"
"202005","양식","정통양식/경양식","남성","90446","95189","4056719172"
"202005","양식","정통양식/경양식","여성","89926","94442","3421878107"
"202005","양식","카레전문점","남성","2632","2686","97981433"
"202005","양식","카레전문점","여성","2613","2778","94357101"
"202005","양식","패밀리레스토랑","남성","3256","3322","281642290"
"202005","양식","패밀리레스토랑","여성","3212","3344","268485926"
"202005","유흥주점","나이트클럽","남성","793","875","111533017"
"202005","유흥주점","나이트클럽","여성","302","302","13607069"
"202005","유흥주점","룸살롱/단란주점","남성","28888","30799","6116896742"
"202005","유흥주점","룸살롱/단란주점","여성","5630","5861","1148357148"
"202005","유흥주점","빠/카페","남성","18914","20264","861825712"
"202005","유흥주점","빠/카페","여성","18843","20388","575211307"
"202005","유흥주점","일반유흥주점","남성","41993","45894","11595632100"
"202005","유흥주점","일반유흥주점","여성","14746","15696","2168365054"
"202005","일식/수산물","갈치/생선구이","남성","8649","8743","528904083"
"202005","일식/수산물","갈치/생선구이","여성","6763","6893","367354575"
"202005","일식/수산물","게장전문","남성","828","870","42911577"
"202005","일식/수산물","게장전문","여성","562","562","28899635"
"202005","일식/수산물","고등어전문","남성","7690","7826","369129691"
"202005","일식/수산물","고등어전문","여성","5716","5812","276253414"
"202005","일식/수산물","곰장어전문","남성","9308","9428","978808319"
"202005","일식/수산물","곰장어전문","여성","4649","4710","489303727"
"202005","일식/수산물","굴요리전문","남성","4552","4573","112728007"
"202005","일식/수산물","굴요리전문","여성","2254","2275","57985518"
"202005","일식/수산물","낙지/오징어","남성","18603","18986","731913697"
"202005","일식/수산물","낙지/오징어","여성","14559","14750","518887356"
"202005","일식/수산물","매운탕전문","남성","6219","6275","171191720"
"202005","일식/수산물","매운탕전문","여성","3777","3834","91070283"
"202005","일식/수산물","민물장어전문","남성","3161","3237","362001366"
"202005","일식/수산물","민물장어전문","여성","2144","2258","238904664"
"202005","일식/수산물","바닷가재/게요리전문","남성","2277","2330","382983582"
"202005","일식/수산물","바닷가재/게요리전문","여성","1317","1369","191593054"
"202005","일식/수산물","복전문","남성","949","949","49938261"
"202005","일식/수산물","복전문","여성","624","647","33409564"
"202005","일식/수산물","생선찜전문","남성","5245","5266","215852018"
"202005","일식/수산물","생선찜전문","여성","4357","4357","173299514"
"202005","일식/수산물","수산물전문음식점","남성","22302","22602","1211724138"
"202005","일식/수산물","수산물전문음식점","여성","21140","21662","1039804744"
"202005","일식/수산물","아구전문","남성","10914","11040","499385827"
"202005","일식/수산물","아구전문","여성","8324","8450","369843961"
"202005","일식/수산물","일식","남성","79325","80541","4956547602"
"202005","일식/수산물","일식","여성","57190","58273","2924069680"
"202005","일식/수산물","조개구이전문","남성","2084","2150","169079942"
"202005","일식/수산물","조개구이전문","여성","1204","1204","100309514"
"202005","일식/수산물","참치전문점","남성","3596","3783","371289060"
"202005","일식/수산물","참치전문점","여성","1836","1853","132159433"
"202005","일식/수산물","초밥전문","남성","22461","22888","1348665816"
"202005","일식/수산물","초밥전문","여성","17478","17746","902042333"
"202005","일식/수산물","해물찜/탕전문","남성","7784","7862","450651784"
"202005","일식/수산물","해물찜/탕전문","여성","5100","5116","251745093"
"202005","일식/수산물","홍어전문","남성","1120","1140","61475542"
"202005","일식/수산물","홍어전문","여성","420","420","22857578"
"202005","일식/수산물","횟집","남성","137211","142065","10383058476"
"202005","일식/수산물","횟집","여성","103558","108316","7551591269"
"202005","제과/제빵/떡/케익","떡/한과","남성","23276","24144","715643240"
"202005","제과/제빵/떡/케익","떡/한과","여성","30532","31766","1340061231"
"202005","제과/제빵/떡/케익","와플/파이/디저트","남성","9559","10122","158779448"
"202005","제과/제빵/떡/케익","와플/파이/디저트","여성","10625","11418","142056539"
"202005","제과/제빵/떡/케익","제과점","남성","277349","288842","4128775136"
"202005","제과/제빵/떡/케익","제과점","여성","369972","387568","5377393740"
"202005","제과/제빵/떡/케익","찐빵/만두","남성","33695","35033","403194556"
"202005","제과/제빵/떡/케익","찐빵/만두","여성","33702","35290","398273266"
"202005","제과/제빵/떡/케익","케익전문점","남성","3126","3263","63691186"
"202005","제과/제빵/떡/케익","케익전문점","여성","4269","4561","122571339"
"202005","제과/제빵/떡/케익","호두과자","남성","96","112","486000"
"202005","제과/제빵/떡/케익","호두과자","여성","48","48","210600"
"202005","제과/제빵/떡/케익","호떡/붕어빵","남성","2613","2757","22511947"
"202005","제과/제빵/떡/케익","호떡/붕어빵","여성","2551","2717","20752846"
"202005","중식","중국음식","남성","223058","225751","6033511383"
"202005","중식","중국음식","여성","128352","130329","3490770812"
"202005","중식","탕수육전문점","남성","261","261","7656223"
"202005","중식","탕수육전문점","여성","261","261","7013332"
"202005","커피/음료","생과일주스전문점","남성","8341","8797","73842520"
"202005","커피/음료","생과일주스전문점","여성","8303","8721","74112704"
"202005","커피/음료","아이스크림/빙수","남성","52498","54704","715073228"
"202005","커피/음료","아이스크림/빙수","여성","52244","55452","654627885"
"202005","커피/음료","전통찻집/인삼찻집","남성","32235","35997","747612421"
"202005","커피/음료","전통찻집/인삼찻집","여성","35031","38848","791970055"
"202005","커피/음료","커피전문점","남성","717864","758955","9104967011"
"202005","커피/음료","커피전문점","여성","810804","863575","10630107527"
"202005","패스트푸드","도너츠전문","남성","29895","31590","363266497"
"202005","패스트푸드","도너츠전문","여성","36525","39218","430366355"
"202005","패스트푸드","도시락전문점","남성","14651","15265","217106688"
"202005","패스트푸드","도시락전문점","여성","9803","10007","130499422"
"202005","패스트푸드","샌드위치/브런치/샐러드","남성","18422","19390","282351405"
"202005","패스트푸드","샌드위치/브런치/샐러드","여성","23940","25353","358690239"
"202005","패스트푸드","토스트전문","남성","8510","8829","86163274"
"202005","패스트푸드","토스트전문","여성","8357","8702","79179434"
"202005","패스트푸드","패스트푸드","남성","223433","237079","2548651762"
"202005","패스트푸드","패스트푸드","여성","180069","192069","2037411089"
"202005","패스트푸드","피자전문","남성","36007","36601","1030530620"
"202005","패스트푸드","피자전문","여성","31188","31800","898108334"
"202005","패스트푸드","핫도그","남성","9551","10085","77905837"
"202005","패스트푸드","핫도그","여성","10927","11349","104825534"
"202005","한식","기사식당","남성","1782","1782","46923924"
"202005","한식","기사식당","여성","572","572","16396965"
"202005","한식","냉면집","남성","30619","30723","740558852"
"202005","한식","냉면집","여성","19478","19688","470535124"
