"연월","중분류업종명","소분류업종명","성별","이용자수","이용건수","이용금액"
"201906","커피/음료","커피전문점","여성","762340","815363","10359813372"
"201906","패스트푸드","도너츠전문","남성","18139","19441","166410616"
"201906","패스트푸드","도너츠전문","여성","23252","25188","211436779"
"201906","패스트푸드","도시락전문점","남성","10328","10743","184972904"
"201906","패스트푸드","도시락전문점","여성","6401","6674","131076558"
"201906","패스트푸드","샌드위치/브런치/샐러드","남성","13446","14193","191098522"
"201906","패스트푸드","샌드위치/브런치/샐러드","여성","17618","18583","277857356"
"201906","패스트푸드","토스트전문","남성","5555","5702","54063290"
"201906","패스트푸드","토스트전문","여성","7533","7779","76633217"
"201906","패스트푸드","패스트푸드","남성","255542","268760","2813686278"
"201906","패스트푸드","패스트푸드","여성","224158","236405","2461003514"
"201906","패스트푸드","피자전문","남성","33366","33969","931378974"
"201906","패스트푸드","피자전문","여성","30813","31437","898397523"
"201906","패스트푸드","핫도그","남성","13976","14886","133054299"
"201906","패스트푸드","핫도그","여성","17776","19206","149823681"
"201906","한식","기사식당","남성","2142","2165","52171709"
"201906","한식","기사식당","여성","556","579","15246730"
"201906","한식","냉면집","남성","29109","29294","729484110"
"201906","한식","냉면집","여성","20197","20302","527622502"
"201906","한식","돌솥/비빔밥전문점","남성","7469","7590","262724925"
"201906","한식","돌솥/비빔밥전문점","여성","6925","7068","227147331"
"201906","한식","두부요리전문","남성","4660","4769","137729902"
"201906","한식","두부요리전문","여성","3830","3961","66208116"
"201906","한식","버섯전문점","남성","429","442","19768714"
"201906","한식","버섯전문점","여성","286","286","14967377"
"201906","한식","보리밥전문","남성","2079","2079","45949947"
"201906","한식","보리밥전문","여성","1848","1848","48297754"
"201906","한식","부대찌개/섞어찌개","남성","15425","15583","443429869"
"201906","한식","부대찌개/섞어찌개","여성","9432","9531","208209940"
"201906","한식","설렁탕집","남성","17380","17402","453327193"
"201906","한식","설렁탕집","여성","10479","10479","270827000"
"201906","한식","순두부전문","남성","34781","35083","737977505"
"201906","한식","순두부전문","여성","24457","24697","537134705"
"201906","한식","쌈밥전문","남성","308","308","7795587"
"201906","한식","쌈밥전문","여성","256","274","8696412"
"201906","한식","일반한식/백반","남성","1140396","1172674","55741051472"
"201906","한식","일반한식/백반","여성","848955","878276","37571456097"
"201906","한식","재첩국전문","남성","224","224","5633033"
"201906","한식","재첩국전문","여성","210","210","7317419"
"201906","한식","추어탕전문","남성","5149","5149","115465583"
"201906","한식","추어탕전문","여성","3537","3560","95384616"
"201906","한식","콩나물국밥","남성","10468","10503","168409593"
"201906","한식","콩나물국밥","여성","6829","6881","106412658"
"201906","한식","파전전문","남성","1554","1554","60666666"
"201906","한식","파전전문","여성","946","946","35560000"
"201906","한식","한정식전문","남성","2255","2272","130745991"
"201906","한식","한정식전문","여성","2070","2136","97948380"
"201906","한식","해장국/감자탕","남성","178971","180299","4462569663"
"201906","한식","해장국/감자탕","여성","91922","92501","2282779593"
"201906","한식","황태전문","남성","1255","1255","37618975"
"201906","한식","황태전문","여성","741","741","20485582"
"201907","간이주점","꼬치구이전문점","남성","25651","26116","1162586310"
"201907","간이주점","꼬치구이전문점","여성","14127","14437","534524479"
"201907","간이주점","민속주점","남성","3693","3718","146622721"
"201907","간이주점","민속주점","여성","2542","2641","97837961"
"201907","간이주점","소주방/포장마차","남성","26249","26811","1237581396"
"201907","간이주점","소주방/포장마차","여성","13980","14195","631325226"
"201907","간이주점","이자까야","남성","4620","4680","275967963"
"201907","간이주점","이자까야","여성","3300","3440","190346717"
"201907","간이주점","호프/맥주","남성","110051","114062","6187342982"
"201907","간이주점","호프/맥주","여성","68349","70738","2524297215"
"201907","고기요리","갈매기살","남성","2599","2633","185296002"
"201907","고기요리","갈매기살","여성","1751","1768","151679019"
"201907","고기요리","갈비/삼겹살","남성","220072","223414","15046285133"
"201907","고기요리","갈비/삼겹살","여성","145053","147488","9499426095"
"201907","고기요리","곱창/양구이전문","남성","9637","9905","605071569"
"201907","고기요리","곱창/양구이전문","여성","6955","7126","419804621"
"201907","고기요리","기타고기요리","남성","6902","6986","451788605"
"201907","고기요리","기타고기요리","여성","4592","4648","311996148"
"201907","고기요리","막창구이","남성","12103","12359","647317944"
"201907","고기요리","막창구이","여성","8701","8810","440122043"
"201907","고기요리","불고기전문","남성","1581","1615","49913166"
"201907","고기요리","불고기전문","여성","1318","1318","36944186"
"201907","고기요리","사철탕전문","남성","4487","4568","171420707"
"201907","고기요리","사철탕전문","여성","1929","1929","73120105"
"201907","고기요리","족발/보쌈전문","남성","27853","28177","1301526106"
"201907","고기요리","족발/보쌈전문","여성","19232","19318","805129933"
"201907","닭/오리요리","닭갈비전문","남성","7306","7343","307866640"
"201907","닭/오리요리","닭갈비전문","여성","5489","5545","218379183"
"201907","닭/오리요리","닭내장/닭발요리","남성","18008","18177","567387694"
"201907","닭/오리요리","닭내장/닭발요리","여성","17101","17273","526526702"
"201907","닭/오리요리","닭도리탕전문","남성","208","208","5954250"
"201907","닭/오리요리","닭도리탕전문","여성","259","259","8274750"
"201907","닭/오리요리","불닭전문","남성","2818","2858","94352531"
"201907","닭/오리요리","불닭전문","여성","2363","2402","86890452"
"201907","닭/오리요리","삼계탕전문","남성","22842","23176","957551003"
"201907","닭/오리요리","삼계탕전문","여성","13924","14012","592402444"
"201907","닭/오리요리","오리고기전문","남성","5911","5998","381343315"
"201907","닭/오리요리","오리고기전문","여성","3516","3537","252587135"
"201907","닭/오리요리","옻닭전문","남성","484","506","37080923"
"201907","닭/오리요리","옻닭전문","여성","352","352","18918385"
"201907","닭/오리요리","찜닭전문점","남성","1527","1527","46426167"
"201907","닭/오리요리","찜닭전문점","여성","1253","1253","34473285"
"201907","닭/오리요리","토종닭전문","남성","1366","1389","134197405"
"201907","닭/오리요리","토종닭전문","여성","868","868","71052993"
"201907","닭/오리요리","후라이드/양념치킨","남성","231118","234606","6028198038"
"201907","닭/오리요리","후라이드/양념치킨","여성","189546","192159","4573938381"
"201907","별식/퓨전요리","돌구이요리전문","남성","1360","1379","111218272"
"201907","별식/퓨전요리","돌구이요리전문","여성","1060","1060","78823791"
"201907","별식/퓨전요리","동남아음식전문점","남성","7726","7768","197928315"
"201907","별식/퓨전요리","동남아음식전문점","여성","8596","8680","237823757"
"201907","별식/퓨전요리","샤브샤브전문","남성","7972","8050","471783779"
"201907","별식/퓨전요리","샤브샤브전문","여성","8428","8506","455972801"
"201907","별식/퓨전요리","순대전문점","남성","35824","35978","829870398"
"201907","별식/퓨전요리","순대전문점","여성","19185","19251","368486267"
"201907","별식/퓨전요리","죽전문점","남성","8878","9043","133998158"
"201907","별식/퓨전요리","죽전문점","여성","11312","11664","182908461"
"201907","별식/퓨전요리","철판구이요리전문","남성","336","336","15736958"
"201907","별식/퓨전요리","철판구이요리전문","여성","147","147","4254348"
"201907","별식/퓨전요리","퓨전음식전문","남성","1259","1279","24851356"
"201907","별식/퓨전요리","퓨전음식전문","여성","1319","1319","24236123"
"201907","부페","고기부페","남성","814","855","61778868"
"201907","부페","고기부페","여성","479","519","36652332"
"201907","부페","부페","남성","14409","14932","712707038"
"201907","부페","부페","여성","9393","9834","494173204"
"201907","부페","한식부페","남성","2671","2713","96930093"
"201907","부페","한식부페","여성","1606","1649","57532900"
"201907","부페","해물부페","여성","92","92","4542500"
"201907","분식","국수/만두/칼국수","남성","173995","176354","4421375006"
"201907","분식","국수/만두/칼국수","여성","123737","125485","3204362888"
"201907","분식","떡볶이전문","남성","32376","33569","514951587"
"201907","분식","떡볶이전문","여성","45014","46700","733198022"
"201907","분식","라면김밥분식","남성","198306","207563","3148522751"
"201907","분식","라면김밥분식","여성","221353","232055","3377148108"
"201907","분식","스낵","남성","48541","52501","702651923"
"201907","분식","스낵","여성","59100","63433","836074339"
"201907","분식","우동전문점","남성","25957","26625","583896737"
"201907","분식","우동전문점","여성","23573","24176","526936453"
"201907","양식","기타서양음식전문","남성","2436","2627","134675592"
"201907","양식","기타서양음식전문","여성","2917","3070","127930715"
"201907","양식","돈가스전문점","남성","26918","27168","654858877"
"201907","양식","돈가스전문점","여성","25622","25976","691612845"
"201907","양식","바베큐전문","남성","4926","5017","169936291"
"201907","양식","바베큐전문","여성","2946","3058","101647182"
"201907","양식","스테이크전문점","남성","7545","7815","466341203"
"201907","양식","스테이크전문점","여성","7216","7284","396861939"
"201907","양식","스파게티전문점","남성","4452","4653","195756900"
"201907","양식","스파게티전문점","여성","6250","6526","209273271"
"201907","양식","정통양식/경양식","남성","100513","105926","4264552722"
"201907","양식","정통양식/경양식","여성","114790","120658","4240646239"
"201907","양식","카레전문점","남성","2027","2065","81492094"
"201907","양식","카레전문점","여성","2387","2551","78810355"
"201907","양식","패밀리레스토랑","남성","3320","3387","274121770"
"201907","양식","패밀리레스토랑","여성","4256","4416","258748322"
"201907","유흥주점","나이트클럽","남성","3522","4156","707073146"
"201907","유흥주점","나이트클럽","여성","1792","1832","142713290"
"201907","유흥주점","룸살롱/단란주점","남성","30012","31870","7039429261"
"201907","유흥주점","룸살롱/단란주점","여성","6288","6569","1450060552"
"201907","유흥주점","빠/카페","남성","17532","18919","690724173"
"201907","유흥주점","빠/카페","여성","19934","21608","700451702"
"201907","유흥주점","일반유흥주점","남성","52803","57163","13136845663"
"201907","유흥주점","일반유흥주점","여성","17769","18986","2357104299"
"201907","일식/수산물","갈치/생선구이","남성","6948","7002","511814333"
"201907","일식/수산물","갈치/생선구이","여성","4860","4950","384150106"
"201907","일식/수산물","게장전문","남성","441","441","26267441"
"201907","일식/수산물","게장전문","여성","462","462","17330231"
"201907","일식/수산물","고등어전문","남성","9716","9854","538861547"
"201907","일식/수산물","고등어전문","여성","7510","7590","377576094"
"201907","일식/수산물","곰장어전문","남성","9337","9459","873166753"
"201907","일식/수산물","곰장어전문","여성","5962","6023","518363552"
"201907","일식/수산물","굴요리전문","남성","3863","3863","100963460"
"201907","일식/수산물","굴요리전문","여성","2003","2003","46436543"
"201907","일식/수산물","낙지/오징어","남성","18161","18353","723267878"
"201907","일식/수산물","낙지/오징어","여성","16433","16623","604628679"
"201907","일식/수산물","매운탕전문","남성","6487","6506","172335393"
"201907","일식/수산물","매운탕전문","여성","4487","4507","120795658"
"201907","일식/수산물","민물장어전문","남성","2964","3075","300818533"
"201907","일식/수산물","민물장어전문","여성","1465","1502","155930296"
"201907","일식/수산물","바닷가재/게요리전문","남성","1620","1637","303208990"
"201907","일식/수산물","바닷가재/게요리전문","여성","1496","1514","216463867"
"201907","일식/수산물","복전문","남성","506","506","24374835"
"201907","일식/수산물","복전문","여성","483","483","101707046"
"201907","일식/수산물","생선찜전문","남성","5708","5769","217674512"
"201907","일식/수산물","생선찜전문","여성","4739","4822","173827379"
"201907","일식/수산물","수산물전문음식점","남성","22654","22950","1268554610"
"201907","일식/수산물","수산물전문음식점","여성","22544","23062","1179874742"
"201907","일식/수산물","아구전문","남성","9009","9073","408839999"
"201907","일식/수산물","아구전문","여성","7670","7757","335090935"
"201907","일식/수산물","일식","남성","80142","81088","5130697440"
"201907","일식/수산물","일식","여성","63168","64623","3287732994"
"201907","일식/수산물","조개구이전문","남성","1505","1522","106944823"
"201907","일식/수산물","조개구이전문","여성","1097","1114","84119382"
"201907","일식/수산물","참치전문점","남성","3655","3757","338476994"
"201907","일식/수산물","참치전문점","여성","1479","1598","111646501"
"201907","일식/수산물","초밥전문","남성","20905","21048","1227639389"
"201907","일식/수산물","초밥전문","여성","18718","18966","917548704"
"201907","일식/수산물","해물찜/탕전문","남성","7093","7149","444347146"
"201907","일식/수산물","해물찜/탕전문","여성","4892","4963","283356171"
"201907","일식/수산물","홍어전문","남성","760","800","47943710"
"201907","일식/수산물","홍어전문","여성","300","300","15516218"
"201907","일식/수산물","횟집","남성","141328","146643","11020764679"
"201907","일식/수산물","횟집","여성","107498","111794","8309045832"
"201907","제과/제빵/떡/케익","떡/한과","남성","20297","21340","573234027"
"201907","제과/제빵/떡/케익","떡/한과","여성","26683","27898","766347607"
"201907","제과/제빵/떡/케익","와플/파이/디저트","남성","6134","6648","109398125"
"201907","제과/제빵/떡/케익","와플/파이/디저트","여성","8612","9398","132996544"
"201907","제과/제빵/떡/케익","제과점","남성","248484","259701","3544859631"
"201907","제과/제빵/떡/케익","제과점","여성","353975","370388","4854647370"
"201907","제과/제빵/떡/케익","찐빵/만두","남성","27130","27800","337308683"
"201907","제과/제빵/떡/케익","찐빵/만두","여성","29423","30095","427068987"
"201907","제과/제빵/떡/케익","케익전문점","남성","1660","1839","35039644"
"201907","제과/제빵/떡/케익","케익전문점","여성","3200","3619","81015098"
"201907","제과/제빵/떡/케익","호두과자","남성","1272","1319","20754414"
"201907","제과/제빵/떡/케익","호두과자","여성","1550","1645","38562968"
"201907","제과/제빵/떡/케익","호떡/붕어빵","남성","2037","2226","18131798"
"201907","제과/제빵/떡/케익","호떡/붕어빵","여성","2793","3003","26447903"
"201907","중식","중국음식","남성","212930","215267","5719694671"
"201907","중식","중국음식","여성","138637","140919","3866729512"
"201907","중식","탕수육전문점","남성","163","163","8556500"
"201907","중식","탕수육전문점","여성","54","54","2370750"
"201907","커피/음료","생과일주스전문점","남성","13737","14193","120948264"
"201907","커피/음료","생과일주스전문점","여성","16872","17708","158413866"
"201907","커피/음료","아이스크림/빙수","남성","54231","56830","744845813"
"201907","커피/음료","아이스크림/빙수","여성","62641","65775","749309226"
"201907","커피/음료","전통찻집/인삼찻집","남성","20440","22998","623199712"
"201907","커피/음료","전통찻집/인삼찻집","여성","25091","29059","792115943"
"201907","커피/음료","커피전문점","남성","643784","690475","8952602373"
"201907","커피/음료","커피전문점","여성","816815","878708","11382532576"
"201907","패스트푸드","도너츠전문","남성","18731","20326","184214150"
"201907","패스트푸드","도너츠전문","여성","27475","29730","259541141"
"201907","패스트푸드","도시락전문점","남성","12545","13063","173706902"
"201907","패스트푸드","도시락전문점","여성","8198","8423","125135621"
"201907","패스트푸드","샌드위치/브런치/샐러드","남성","12157","13027","188404344"
"201907","패스트푸드","샌드위치/브런치/샐러드","여성","17601","18564","250883345"
"201907","패스트푸드","토스트전문","남성","5512","5731","52475241"
"201907","패스트푸드","토스트전문","여성","7247","7419","69316402"
"201907","패스트푸드","패스트푸드","남성","264126","278996","2952219073"
"201907","패스트푸드","패스트푸드","여성","241077","256253","2718461339"
"201907","패스트푸드","피자전문","남성","38057","39023","1188703398"
"201907","패스트푸드","피자전문","여성","36241","36989","1083611076"
"201907","패스트푸드","핫도그","남성","13217","14003","111680998"
"201907","패스트푸드","핫도그","여성","17877","19142","175141627"
"201907","한식","기사식당","남성","2229","2229","58524147"
"201907","한식","기사식당","여성","546","546","17403350"
"201907","한식","냉면집","남성","33723","33932","838544787"
"201907","한식","냉면집","여성","23100","23142","600883658"
"201907","한식","돌솥/비빔밥전문점","남성","9881","10043","311893901"
"201907","한식","돌솥/비빔밥전문점","여성","7136","7362","222913019"
"201907","한식","두부요리전문","남성","4170","4213","112871030"
"201907","한식","두부요리전문","여성","3820","3842","66695527"
"201907","한식","버섯전문점","남성","439","439","18861793"
"201907","한식","버섯전문점","여성","247","247","12366511"
"201907","한식","보리밥전문","남성","1743","1743","44818182"
"201907","한식","보리밥전문","여성","1701","1722","51103274"
"201907","한식","부대찌개/섞어찌개","남성","16164","16363","410037997"
"201907","한식","부대찌개/섞어찌개","여성","10462","10482","266283662"
"201907","한식","설렁탕집","남성","20083","20149","576671744"
"201907","한식","설렁탕집","여성","10300","10366","272954424"
"201907","한식","순두부전문","남성","34497","34562","731690804"
"201907","한식","순두부전문","여성","23219","23394","504546379"
"201907","한식","쌈밥전문","남성","551","551","15534000"
"201907","한식","쌈밥전문","여성","304","304","6808109"
"201907","한식","일반한식/백반","남성","1213582","1251595","57098106952"
"201907","한식","일반한식/백반","여성","907827","941570","39188175750"
"201907","한식","추어탕전문","남성","5400","5423","129361677"
"201907","한식","추어탕전문","여성","3721","3721","121665308"
"201907","한식","콩나물국밥","남성","12898","13124","191057334"
"201907","한식","콩나물국밥","여성","7461","7496","104159153"
"201907","한식","파전전문","남성","1632","1656","59348308"
"201907","한식","파전전문","여성","1296","1296","40590923"
"201907","한식","한정식전문","남성","2179","2213","108974344"
"201907","한식","한정식전문","여성","2076","2092","151001834"
"201907","한식","해장국/감자탕","남성","178552","179465","4301181240"
"201907","한식","해장국/감자탕","여성","95593","96295","2429030328"
"201907","한식","황태전문","남성","1320","1344","31718060"
"201907","한식","황태전문","여성","902","926","31296716"
"201908","간이주점","꼬치구이전문점","남성","28705","29287","1274463028"
"201908","간이주점","꼬치구이전문점","여성","15571","15863","644142827"
"201908","간이주점","민속주점","남성","3891","3937","157198231"
"201908","간이주점","민속주점","여성","2630","2747","91123589"
"201908","간이주점","소주방/포장마차","남성","26102","26645","1254031361"
"201908","간이주점","소주방/포장마차","여성","15634","16001","675320939"
"201908","간이주점","이자까야","남성","4900","5042","288723321"
"201908","간이주점","이자까야","여성","3365","3385","196519163"
"201908","간이주점","호프/맥주","남성","124143","128394","6713363083"
"201908","간이주점","호프/맥주","여성","80062","82704","3018376270"
"201908","고기요리","갈매기살","남성","2992","3060","212485191"
"201908","고기요리","갈매기살","여성","1535","1552","107830683"
"201908","고기요리","갈비/삼겹살","남성","248193","252443","17451550178"
"201908","고기요리","갈비/삼겹살","여성","162979","166681","10820099447"
"201908","고기요리","곱창/양구이전문","남성","9917","10125","612688226"
"201908","고기요리","곱창/양구이전문","여성","6699","6963","395755046"
"201908","고기요리","기타고기요리","남성","7980","8008","517415681"
"201908","고기요리","기타고기요리","여성","4998","5152","328709660"
"201908","고기요리","막창구이","남성","12282","12390","657583711"
"201908","고기요리","막창구이","여성","8983","9129","457963880"
"201908","고기요리","불고기전문","남성","2244","2244","78327558"
"201908","고기요리","불고기전문","여성","1483","1483","40164611"
"201908","고기요리","사철탕전문","남성","4942","5002","222295455"
"201908","고기요리","사철탕전문","여성","2165","2185","84356501"
"201908","고기요리","족발/보쌈전문","남성","30980","31290","1448161116"
"201908","고기요리","족발/보쌈전문","여성","21234","21476","944158148"
"201908","닭/오리요리","닭갈비전문","남성","8517","8572","409426825"
"201908","닭/오리요리","닭갈비전문","여성","7163","7257","312768130"
"201908","닭/오리요리","닭내장/닭발요리","남성","17574","17699","558764518"
"201908","닭/오리요리","닭내장/닭발요리","여성","18966","19091","610683514"
"201908","닭/오리요리","닭도리탕전문","남성","183","183","6952000"
"201908","닭/오리요리","닭도리탕전문","여성","130","130","4239666"
"201908","닭/오리요리","불닭전문","남성","2826","2886","87658559"
"201908","닭/오리요리","불닭전문","여성","2583","2623","90314881"
"201908","닭/오리요리","삼계탕전문","남성","17879","17967","710424880"
"201908","닭/오리요리","삼계탕전문","여성","10904","11014","450117909"
"201908","닭/오리요리","오리고기전문","남성","6014","6077","433597389"
"201908","닭/오리요리","오리고기전문","여성","3638","3702","248004888"
"201908","닭/오리요리","옻닭전문","남성","329","329","26079323"
"201908","닭/오리요리","옻닭전문","여성","263","284","12768679"
"201908","닭/오리요리","찜닭전문점","남성","1987","2011","63229387"
"201908","닭/오리요리","찜닭전문점","여성","1963","1963","56316409"
"201908","닭/오리요리","토종닭전문","남성","1592","1635","182246278"
"201908","닭/오리요리","토종닭전문","여성","675","675","56680696"
"201908","닭/오리요리","후라이드/양념치킨","남성","247519","251075","6408454108"
"201908","닭/오리요리","후라이드/양념치킨","여성","201909","204992","4953702108"
"201908","별식/퓨전요리","돌구이요리전문","남성","2328","2369","149006687"
"201908","별식/퓨전요리","돌구이요리전문","여성","1433","1453","82968571"
"201908","별식/퓨전요리","동남아음식전문점","남성","9355","9563","243462505"
"201908","별식/퓨전요리","동남아음식전문점","여성","9507","9733","251584072"
"201908","별식/퓨전요리","샤브샤브전문","남성","9464","9564","601084605"
"201908","별식/퓨전요리","샤브샤브전문","여성","9718","9836","538322681"
"201908","별식/퓨전요리","순대전문점","남성","38335","38670","815170376"
"201908","별식/퓨전요리","순대전문점","여성","20195","20306","405117812"
"201908","별식/퓨전요리","죽전문점","남성","9165","9518","152125074"
"201908","별식/퓨전요리","죽전문점","여성","11334","11746","176999840"
"201908","별식/퓨전요리","철판구이요리전문","남성","171","171","8374153"
"201908","별식/퓨전요리","철판구이요리전문","여성","76","76","3701077"
"201908","별식/퓨전요리","퓨전음식전문","남성","1923","1999","49863850"
"201908","별식/퓨전요리","퓨전음식전문","여성","1960","2097","43308155"
"201908","부페","고기부페","남성","1067","1067","82656695"
"201908","부페","고기부페","여성","644","667","68205769"
"201908","부페","부페","남성","14073","14684","635870484"
"201908","부페","부페","여성","10959","11651","581185119"
"201908","부페","한식부페","남성","3395","3528","105285443"
"201908","부페","한식부페","여성","1959","2003","75869565"
"201908","부페","해물부페","남성","40","40","1059500"
"201908","부페","해물부페","여성","120","120","5083563"
"201908","분식","국수/만두/칼국수","남성","198103","201493","5263531034"
"201908","분식","국수/만두/칼국수","여성","135367","137915","3654383765"
"201908","분식","떡볶이전문","남성","32419","33968","532397166"
"201908","분식","떡볶이전문","여성","46715","48823","733050110"
"201908","분식","라면김밥분식","남성","225797","237826","3695716283"
"201908","분식","라면김밥분식","여성","243388","256219","3855383204"
"201908","분식","스낵","남성","68739","75262","1033625617"
"201908","분식","스낵","여성","78986","85270","1125983639"
"201908","분식","우동전문점","남성","29694","30351","667116062"
"201908","분식","우동전문점","여성","25978","26577","576548243"
"201908","양식","기타서양음식전문","남성","3320","3503","159561798"
"201908","양식","기타서양음식전문","여성","3373","3558","154337599"
"201908","양식","돈가스전문점","남성","30176","30649","739658008"
"201908","양식","돈가스전문점","여성","27439","27788","647700978"
"201908","양식","바베큐전문","남성","4498","4564","162770647"
"201908","양식","바베큐전문","여성","3142","3164","94927002"
"201908","양식","스테이크전문점","남성","7453","7519","415478575"
"201908","양식","스테이크전문점","여성","7430","7518","402187511"
"201908","양식","스파게티전문점","남성","6234","6508","232131018"
"201908","양식","스파게티전문점","여성","7364","7829","261034040"
"201908","양식","정통양식/경양식","남성","113545","119725","4887567091"
"201908","양식","정통양식/경양식","여성","127620","133690","4776498701"
"201908","양식","카레전문점","남성","2449","2577","94280134"
"201908","양식","카레전문점","여성","2762","2927","108025116"
"201908","양식","패밀리레스토랑","남성","3984","4074","282515079"
"201908","양식","패밀리레스토랑","여성","4834","4945","342667066"
"201908","유흥주점","나이트클럽","남성","4240","4941","743214088"
"201908","유흥주점","나이트클럽","여성","2060","2140","132991359"
"201908","유흥주점","룸살롱/단란주점","남성","32451","34555","7466704900"
"201908","유흥주점","룸살롱/단란주점","여성","6675","7010","1339197639"
"201908","유흥주점","빠/카페","남성","22148","23803","884242258"
"201908","유흥주점","빠/카페","여성","22179","24385","704296680"
"201908","유흥주점","일반유흥주점","남성","54194","59400","13790485124"
"201908","유흥주점","일반유흥주점","여성","19601","21180","2242553816"
"201908","일식/수산물","갈치/생선구이","남성","8727","8799","647181779"
"201908","일식/수산물","갈치/생선구이","여성","6635","6758","523678367"
"201908","일식/수산물","게장전문","남성","462","462","21608980"
"201908","일식/수산물","게장전문","여성","567","567","25644899"
"201908","일식/수산물","고등어전문","남성","10798","10936","616963198"
"201908","일식/수산물","고등어전문","여성","8755","8835","401518756"
"201908","일식/수산물","곰장어전문","남성","10134","10356","979225174"
"201908","일식/수산물","곰장어전문","여성","6230","6351","576280028"
"201908","일식/수산물","굴요리전문","남성","3918","3962","105888329"
"201908","일식/수산물","굴요리전문","여성","2272","2294","56581719"
"201908","일식/수산물","낙지/오징어","남성","22005","22427","834546587"
"201908","일식/수산물","낙지/오징어","여성","19490","19766","739148627"
"201908","일식/수산물","매운탕전문","남성","7446","7537","187738764"
"201908","일식/수산물","매운탕전문","여성","4142","4197","107473906"
"201908","일식/수산물","민물장어전문","남성","2973","3153","311335695"
"201908","일식/수산물","민물장어전문","여성","2181","2271","254921653"
"201908","일식/수산물","바닷가재/게요리전문","남성","2172","2292","414428731"
"201908","일식/수산물","바닷가재/게요리전문","여성","1556","1678","260469456"
"201908","일식/수산물","복전문","남성","864","887","40450942"
"201908","일식/수산물","복전문","여성","288","288","12538123"
"201908","일식/수산물","생선찜전문","남성","6056","6097","226800081"
"201908","일식/수산물","생선찜전문","여성","5300","5320","222270009"
"201908","일식/수산물","수산물전문음식점","남성","27894","28264","1468395106"
"201908","일식/수산물","수산물전문음식점","여성","26172","26705","1322785723"
"201908","일식/수산물","아구전문","남성","11342","11429","574679207"
"201908","일식/수산물","아구전문","여성","8068","8131","368463426"
"201908","일식/수산물","일식","남성","87957","89376","5713139132"
"201908","일식/수산물","일식","여성","71644","72802","3980106678"
"201908","일식/수산물","조개구이전문","남성","1759","1776","131354363"
"201908","일식/수산물","조개구이전문","여성","1102","1118","74175227"
"201908","일식/수산물","참치전문점","남성","3798","3981","375595703"
"201908","일식/수산물","참치전문점","여성","1728","1793","121960659"
"201908","일식/수산물","초밥전문","남성","22982","23195","1369062376"
"201908","일식/수산물","초밥전문","여성","20412","20765","999038256"
"201908","일식/수산물","해물찜/탕전문","남성","8381","8465","529350283"
"201908","일식/수산물","해물찜/탕전문","여성","6112","6267","362328184"
"201908","일식/수산물","홍어전문","남성","712","712","47588800"
"201908","일식/수산물","홍어전문","여성","277","277","14406000"
"201908","일식/수산물","횟집","남성","164735","170812","12207345304"
"201908","일식/수산물","횟집","여성","121293","126379","9364846049"
"201908","제과/제빵/떡/케익","떡/한과","남성","21005","21880","675747479"
"201908","제과/제빵/떡/케익","떡/한과","여성","27620","28722","852895283"
"201908","제과/제빵/떡/케익","와플/파이/디저트","남성","7202","7840","135632570"
"201908","제과/제빵/떡/케익","와플/파이/디저트","여성","9131","10006","162073612"
"201908","제과/제빵/떡/케익","제과점","남성","281473","294968","3968537731"
"201908","제과/제빵/떡/케익","제과점","여성","396202","415936","5645254600"
"201908","제과/제빵/떡/케익","찐빵/만두","남성","25700","26318","329826337"
"201908","제과/제빵/떡/케익","찐빵/만두","여성","30174","30907","410057250"
"201908","제과/제빵/떡/케익","케익전문점","남성","2275","2517","63757144"
"201908","제과/제빵/떡/케익","케익전문점","여성","3060","3300","63893409"
"201908","제과/제빵/떡/케익","호두과자","남성","1738","1862","35182456"
"201908","제과/제빵/떡/케익","호두과자","여성","1038","1112","19177125"
"201908","제과/제빵/떡/케익","호떡/붕어빵","남성","2553","2703","22310736"
"201908","제과/제빵/떡/케익","호떡/붕어빵","여성","3066","3216","25787508"
"201908","중식","중국음식","남성","231253","234735","6471067321"
"201908","중식","중국음식","여성","147831","150279","4198437241"
"201908","중식","탕수육전문점","남성","192","192","9283155"
"201908","중식","탕수육전문점","여성","121","121","2788615"
"201908","커피/음료","생과일주스전문점","남성","19145","20206","172263296"
"201908","커피/음료","생과일주스전문점","여성","22072","23473","210733786"
"201908","커피/음료","아이스크림/빙수","남성","59631","62389","791612403"
"201908","커피/음료","아이스크림/빙수","여성","67971","71214","836169778"
"201908","커피/음료","전통찻집/인삼찻집","남성","35395","39115","935675220"
"201908","커피/음료","전통찻집/인삼찻집","여성","39765","44791","1080810502"
"201908","커피/음료","커피전문점","남성","755855","813588","10884463282"
"201908","커피/음료","커피전문점","여성","931592","1005234","13206033430"
"201908","패스트푸드","도너츠전문","남성","22587","24214","221623729"
"201908","패스트푸드","도너츠전문","여성","29758","32124","286326168"
"201908","패스트푸드","도시락전문점","남성","13984","14573","222609898"
"201908","패스트푸드","도시락전문점","여성","8911","9348","157711734"
"201908","패스트푸드","샌드위치/브런치/샐러드","남성","14676","15529","226962492"
"201908","패스트푸드","샌드위치/브런치/샐러드","여성","19044","20315","339343287"
"201908","패스트푸드","토스트전문","남성","6420","6540","96595316"
"201908","패스트푸드","토스트전문","여성","7773","7895","73262082"
"201908","패스트푸드","패스트푸드","남성","288123","306058","3375690476"
