기준일(월),항공노선,도착출발구분,항공사,운항수(편),이용자수(명),화물량(톤)
200705,인천-대구,출발,AAR 아시아나항공,7,98,1.278
200705,인천-대구,출발,KAL 대한항공,31,3244,59.13
200705,인천-무안,계,KAL 대한항공,,,
200705,인천-무안,도착,KAL 대한항공,,,
200705,인천-무안,출발,KAL 대한항공,,,
200705,인천-울산,계,AAR 아시아나항공,,,
200705,인천-울산,도착,AAR 아시아나항공,,,
200705,인천-울산,출발,AAR 아시아나항공,,,
200705,인천-제주,계,AAR 아시아나항공,66,9595,44.953
200705,인천-제주,계,JJA 제주항공,,,
200705,인천-제주,계,KAL 대한항공,43,8768,50.264
200705,인천-제주,도착,AAR 아시아나항공,36,5469,27.354
200705,인천-제주,도착,JJA 제주항공,,,
200705,인천-제주,도착,KAL 대한항공,26,5581,31.884
200705,인천-제주,출발,AAR 아시아나항공,30,4126,17.599
200705,인천-제주,출발,JJA 제주항공,,,
200705,인천-제주,출발,KAL 대한항공,17,3187,18.38
200705,제주-광주,계,AAR 아시아나항공,258,33260,566.295
200705,제주-광주,계,KAL 대한항공,261,41882,734.208
200705,제주-광주,도착,AAR 아시아나항공,129,16625,345.287
200705,제주-광주,도착,KAL 대한항공,130,21102,466.344
200705,제주-광주,출발,AAR 아시아나항공,129,16635,221.008
200705,제주-광주,출발,KAL 대한항공,131,20780,267.864
200705,제주-군산,계,KAL 대한항공,104,14458,124.782
200705,제주-군산,도착,KAL 대한항공,52,6842,69.256
200705,제주-군산,출발,KAL 대한항공,52,7616,55.526
200705,제주-대구,계,AAR 아시아나항공,248,33813,579.291
200705,제주-대구,계,KAL 대한항공,261,41922,579.804
200705,제주-대구,도착,AAR 아시아나항공,124,16563,365.968
200705,제주-대구,도착,KAL 대한항공,133,21057,345.809
200705,제주-대구,출발,AAR 아시아나항공,124,17250,213.323
200705,제주-대구,출발,KAL 대한항공,128,20865,233.995
200705,제주-사천,계,KAL 대한항공,16,2535,20.861
200705,제주-사천,도착,KAL 대한항공,8,1199,12.763
200705,제주-사천,출발,KAL 대한항공,8,1336,8.098
200705,제주-여수,계,AAR 아시아나항공,62,7230,53.793
200705,제주-여수,계,KAL 대한항공,16,1803,12.605
200705,제주-여수,도착,AAR 아시아나항공,31,3157,24.455
200705,제주-여수,도착,KAL 대한항공,8,1036,9.066
200705,제주-여수,출발,AAR 아시아나항공,31,4073,29.338
200705,제주-여수,출발,KAL 대한항공,8,767,3.539
200705,제주-울산,계,KAL 대한항공,16,2395,12.206
200705,제주-울산,도착,KAL 대한항공,8,1156,4.833
200705,제주-울산,출발,KAL 대한항공,8,1239,7.373
200705,제주-원주,계,KAL 대한항공,62,7906,44.275
200705,제주-원주,도착,KAL 대한항공,31,3894,18.077
200705,제주-원주,출발,KAL 대한항공,31,4012,26.198
200705,제주-청주,계,AAR 아시아나항공,248,35125,371.726
200705,제주-청주,계,HAN 한성항공,184,11753,54.278
200705,제주-청주,계,KAL 대한항공,230,39915,436.985
200705,제주-청주,도착,AAR 아시아나항공,124,17348,207.345
200705,제주-청주,도착,HAN 한성항공,92,5799,23.045
200705,제주-청주,도착,KAL 대한항공,115,19746,239.057
200705,제주-청주,출발,AAR 아시아나항공,124,17777,164.381
200705,제주-청주,출발,HAN 한성항공,92,5954,31.233
200705,제주-청주,출발,KAL 대한항공,115,20169,197.928
200705,합계,계,계,11709,1646237,23726.032
200705,합계,도착,계,5858,827570,12819.149
200705,합계,출발,계,5851,818667,10906.883
200706,김포-광주,계,AAR 아시아나항공,277,33117,313.804
200706,김포-광주,계,KAL 대한항공,182,20016,127.403
200706,김포-광주,도착,AAR 아시아나항공,138,16465,195.431
200706,김포-광주,도착,KAL 대한항공,91,10094,80.901
200706,김포-광주,출발,AAR 아시아나항공,139,16652,118.373
200706,김포-광주,출발,KAL 대한항공,91,9922,46.502
200706,김포-김해,계,AAR 아시아나항공,487,42690,267.723
200706,김포-김해,계,JJA 제주항공,,,
200706,김포-김해,계,KAL 대한항공,1318,182055,1688.302
200706,김포-김해,도착,AAR 아시아나항공,242,20946,153.135
200706,김포-김해,도착,JJA 제주항공,,,
200706,김포-김해,도착,KAL 대한항공,660,89981,1012.146
200706,김포-김해,출발,AAR 아시아나항공,245,21744,114.588
200706,김포-김해,출발,JJA 제주항공,,,
200706,김포-김해,출발,KAL 대한항공,658,92074,676.156
200706,김포-대구,계,AAR 아시아나항공,46,2172,54.749
200706,김포-대구,계,KAL 대한항공,60,2356,16.419
200706,김포-대구,도착,AAR 아시아나항공,24,1240,41.922
200706,김포-대구,도착,KAL 대한항공,30,1165,6.513
200706,김포-대구,출발,AAR 아시아나항공,22,932,12.827
200706,김포-대구,출발,KAL 대한항공,30,1191,9.906
200706,김포-목포,계,AAR 아시아나항공,32,1081,4.435
200706,김포-목포,도착,AAR 아시아나항공,16,511,2.19
200706,김포-목포,출발,AAR 아시아나항공,16,570,2.245
200706,김포-무안,계,AAR 아시아나항공,,,
200706,김포-무안,도착,AAR 아시아나항공,,,
200706,김포-무안,출발,AAR 아시아나항공,,,
200706,김포-사천,계,AAR 아시아나항공,52,4796,28.006
200706,김포-사천,계,KAL 대한항공,118,11420,49.509
200706,김포-사천,도착,AAR 아시아나항공,26,2726,13.587
200706,김포-사천,도착,KAL 대한항공,59,5269,32.903
200706,김포-사천,출발,AAR 아시아나항공,26,2070,14.419
200706,김포-사천,출발,KAL 대한항공,59,6151,16.606
200706,김포-양양,계,JJA 제주항공,92,1993,8.085
200706,김포-양양,도착,JJA 제주항공,46,1031,4.02
200706,김포-양양,출발,JJA 제주항공,46,962,4.065
200706,김포-여수,계,AAR 아시아나항공,228,23359,82.526
200706,김포-여수,계,KAL 대한항공,272,27804,93.23
200706,김포-여수,도착,AAR 아시아나항공,114,11794,54.805
200706,김포-여수,도착,KAL 대한항공,136,14270,52.727
200706,김포-여수,출발,AAR 아시아나항공,114,11565,27.721
200706,김포-여수,출발,KAL 대한항공,136,13534,40.503
200706,김포-울산,계,AAR 아시아나항공,284,33587,82.001
200706,김포-울산,계,KAL 대한항공,472,64615,239.905
200706,김포-울산,도착,AAR 아시아나항공,142,16826,29.92
200706,김포-울산,도착,KAL 대한항공,236,32769,117.344
200706,김포-울산,출발,AAR 아시아나항공,142,16761,52.081
200706,김포-울산,출발,KAL 대한항공,236,31846,122.561
200706,김포-제주,계,AAR 아시아나항공,1045,156952,1751.881
200706,김포-제주,계,HAN 한성항공,60,3966,20.549
200706,김포-제주,계,JJA 제주항공,939,63247,279.906
200706,김포-제주,계,KAL 대한항공,1458,302074,9815.636
200706,김포-제주,도착,AAR 아시아나항공,522,78309,872.797
200706,김포-제주,도착,HAN 한성항공,30,1958,10.824
200706,김포-제주,도착,JJA 제주항공,470,31715,150.129
200706,김포-제주,도착,KAL 대한항공,729,152423,5312.928
200706,김포-제주,출발,AAR 아시아나항공,523,78643,879.084
200706,김포-제주,출발,HAN 한성항공,30,2008,9.725
200706,김포-제주,출발,JJA 제주항공,469,31532,129.777
200706,김포-제주,출발,KAL 대한항공,729,149651,4502.708
200706,김포-청주,계,AAR 아시아나항공,,,
200706,김포-청주,계,HAN 한성항공,,,
200706,김포-청주,계,KAL 대한항공,,,
200706,김포-청주,도착,AAR 아시아나항공,,,
200706,김포-청주,도착,HAN 한성항공,,,
200706,김포-청주,도착,KAL 대한항공,,,
200706,김포-청주,출발,AAR 아시아나항공,,,
200706,김포-청주,출발,HAN 한성항공,,,
200706,김포-청주,출발,KAL 대한항공,,,
200706,김포-포항,계,AAR 아시아나항공,110,11739,40.664
200706,김포-포항,계,KAL 대한항공,104,11332,34.122
200706,김포-포항,도착,AAR 아시아나항공,55,6169,27.252
200706,김포-포항,도착,KAL 대한항공,52,5768,14.908
200706,김포-포항,출발,AAR 아시아나항공,55,5570,13.412
200706,김포-포항,출발,KAL 대한항공,52,5564,19.214
200706,김해-대구,계,KAL 대한항공,1,0,0
200706,김해-대구,도착,KAL 대한항공,0,0,0
200706,김해-대구,출발,KAL 대한항공,1,0,0
200706,김해-양양,계,KAL 대한항공,32,1530,5.654
200706,김해-양양,도착,KAL 대한항공,16,748,2.728
200706,김해-양양,출발,KAL 대한항공,16,782,2.926
200706,김해-제주,계,AAR 아시아나항공,275,31956,377.644
200706,김해-제주,계,JJA 제주항공,238,14978,65.102
200706,김해-제주,계,KAL 대한항공,622,93716,2760.751
200706,김해-제주,도착,AAR 아시아나항공,134,16465,181.494
200706,김해-제주,도착,JJA 제주항공,119,7479,35.642
200706,김해-제주,도착,KAL 대한항공,312,48306,1290.034
200706,김해-제주,출발,AAR 아시아나항공,141,15491,196.15
200706,김해-제주,출발,JJA 제주항공,119,7499,29.46
200706,김해-제주,출발,KAL 대한항공,310,45410,1470.717
200706,대구-광주,계,KAL 대한항공,,,
200706,대구-광주,도착,KAL 대한항공,,,
200706,대구-광주,출발,KAL 대한항공,,,
200706,인천-광주,계,AAR 아시아나항공,,,
200706,인천-광주,도착,AAR 아시아나항공,,,
200706,인천-광주,출발,AAR 아시아나항공,,,
200706,인천-김해,계,AAR 아시아나항공,71,4430,72.505
200706,인천-김해,계,KAL 대한항공,119,17347,289.112
200706,인천-김해,도착,AAR 아시아나항공,33,2085,27.621
200706,인천-김해,도착,KAL 대한항공,60,8988,133.642
200706,인천-김해,출발,AAR 아시아나항공,38,2345,44.884
200706,인천-김해,출발,KAL 대한항공,59,8359,155.47
200706,인천-대구,계,AAR 아시아나항공,15,355,4.431
200706,인천-대구,계,KAL 대한항공,60,7466,126.534
200706,인천-대구,도착,AAR 아시아나항공,7,179,2.172
200706,인천-대구,도착,KAL 대한항공,30,3897,63.391
200706,인천-대구,출발,AAR 아시아나항공,8,176,2.259
200706,인천-대구,출발,KAL 대한항공,30,3569,63.143
200706,인천-무안,계,KAL 대한항공,,,
200706,인천-무안,도착,KAL 대한항공,,,
200706,인천-무안,출발,KAL 대한항공,,,
200706,인천-울산,계,AAR 아시아나항공,,,
200706,인천-울산,도착,AAR 아시아나항공,,,
200706,인천-울산,출발,AAR 아시아나항공,,,
200706,인천-제주,계,AAR 아시아나항공,27,3866,22.232
200706,인천-제주,계,JJA 제주항공,,,
200706,인천-제주,계,KAL 대한항공,12,1590,22.344
200706,인천-제주,도착,AAR 아시아나항공,21,3217,17.244
200706,인천-제주,도착,JJA 제주항공,,,
200706,인천-제주,도착,KAL 대한항공,8,1452,21.049
200706,인천-제주,출발,AAR 아시아나항공,6,649,4.988
200706,인천-제주,출발,JJA 제주항공,,,
200706,인천-제주,출발,KAL 대한항공,4,138,1.295
200706,제주-광주,계,AAR 아시아나항공,246,28322,457.487
200706,제주-광주,계,KAL 대한항공,256,34386,716.773
200706,제주-광주,도착,AAR 아시아나항공,123,13676,294.126
200706,제주-광주,도착,KAL 대한항공,128,16678,526.441
200706,제주-광주,출발,AAR 아시아나항공,123,14646,163.361
200706,제주-광주,출발,KAL 대한항공,128,17708,190.332
200706,제주-군산,계,KAL 대한항공,104,11340,126.525
200706,제주-군산,도착,KAL 대한항공,52,5204,75.084
200706,제주-군산,출발,KAL 대한항공,52,6136,51.441
200706,제주-대구,계,AAR 아시아나항공,239,25643,498.577
200706,제주-대구,계,KAL 대한항공,251,31904,524.057
200706,제주-대구,도착,AAR 아시아나항공,119,12518,365.972
200706,제주-대구,도착,KAL 대한항공,128,15690,371.139
200706,제주-대구,출발,AAR 아시아나항공,120,13125,132.605
200706,제주-대구,출발,KAL 대한항공,123,16214,152.918
200706,제주-사천,계,KAL 대한항공,18,2393,22.015
200706,제주-사천,도착,KAL 대한항공,9,1073,13.169
200706,제주-사천,출발,KAL 대한항공,9,1320,8.846
200706,제주-여수,계,AAR 아시아나항공,16,1468,11.651
200706,제주-여수,계,KAL 대한항공,18,1788,17.466
200706,제주-여수,도착,AAR 아시아나항공,8,597,5.279
200706,제주-여수,도착,KAL 대한항공,9,978,10.673
200706,제주-여수,출발,AAR 아시아나항공,8,871,6.372
200706,제주-여수,출발,KAL 대한항공,9,810,6.793
200706,제주-울산,계,KAL 대한항공,18,2281,11.961
200706,제주-울산,도착,KAL 대한항공,9,1140,5.07
200706,제주-울산,출발,KAL 대한항공,9,1141,6.891
200706,제주-원주,계,KAL 대한항공,60,6948,35.726
200706,제주-원주,도착,KAL 대한항공,30,3392,15.39
200706,제주-원주,출발,KAL 대한항공,30,3556,20.336
200706,제주-청주,계,AAR 아시아나항공,228,27974,364.103
200706,제주-청주,계,HAN 한성항공,180,10863,51
200706,제주-청주,계,KAL 대한항공,223,33520,404.279
200706,제주-청주,도착,AAR 아시아나항공,114,13732,200.486
200706,제주-청주,도착,HAN 한성항공,90,5348,23.312
200706,제주-청주,도착,KAL 대한항공,112,16542,240.741
200706,제주-청주,출발,AAR 아시아나항공,114,14242,163.617
200706,제주-청주,출발,HAN 한성항공,90,5515,27.688
200706,제주-청주,출발,KAL 대한항공,111,16978,163.538
200706,합계,계,계,10965,1396435,21986.784
200706,합계,도착,계,5489,700813,12108.281
200706,합계,출발,계,5476,695622,9878.503
200707,김포-광주,계,AAR 아시아나항공,304,32966,346.225
200707,김포-광주,계,KAL 대한항공,184,17260,101.126
200707,김포-광주,도착,AAR 아시아나항공,152,16333,201.299
200707,김포-광주,도착,KAL 대한항공,92,8565,52.082
200707,김포-광주,출발,AAR 아시아나항공,152,16633,144.926
200707,김포-광주,출발,KAL 대한항공,92,8695,49.044
200707,김포-김해,계,AAR 아시아나항공,524,42974,329.563
200707,김포-김해,계,JJA 제주항공,,,
200707,김포-김해,계,KAL 대한항공,1282,172575,1707.575
200707,김포-김해,도착,AAR 아시아나항공,261,21069,193.54
200707,김포-김해,도착,JJA 제주항공,,,
200707,김포-김해,도착,KAL 대한항공,640,86293,1066.206
200707,김포-김해,출발,AAR 아시아나항공,263,21905,136.023
200707,김포-김해,출발,JJA 제주항공,,,
200707,김포-김해,출발,KAL 대한항공,642,86282,641.369
200707,김포-대구,계,AAR 아시아나항공,57,2686,53.181
200707,김포-대구,계,KAL 대한항공,62,2400,16.997
200707,김포-대구,도착,AAR 아시아나항공,29,1543,37.161
200707,김포-대구,도착,KAL 대한항공,31,1231,6.625
200707,김포-대구,출발,AAR 아시아나항공,28,1143,16.02
200707,김포-대구,출발,KAL 대한항공,31,1169,10.372
200707,김포-목포,계,AAR 아시아나항공,42,1178,4.091
200707,김포-목포,도착,AAR 아시아나항공,21,576,2.342
200707,김포-목포,출발,AAR 아시아나항공,21,602,1.749
200707,김포-무안,계,AAR 아시아나항공,,,
200707,김포-무안,도착,AAR 아시아나항공,,,
200707,김포-무안,출발,AAR 아시아나항공,,,
200707,김포-사천,계,AAR 아시아나항공,58,4628,30.675
200707,김포-사천,계,KAL 대한항공,118,10268,46.595
200707,김포-사천,도착,AAR 아시아나항공,29,2671,12.486
200707,김포-사천,도착,KAL 대한항공,59,4576,32.884
200707,김포-사천,출발,AAR 아시아나항공,29,1957,18.189
200707,김포-사천,출발,KAL 대한항공,59,5692,13.711
200707,김포-양양,계,JJA 제주항공,8,102,0.43
200707,김포-양양,도착,JJA 제주항공,4,47,0.309
200707,김포-양양,출발,JJA 제주항공,4,55,0.121
200707,김포-여수,계,AAR 아시아나항공,236,22521,96.68
200707,김포-여수,계,KAL 대한항공,268,25396,90.554
200707,김포-여수,도착,AAR 아시아나항공,118,11551,69.624
200707,김포-여수,도착,KAL 대한항공,134,12679,52.636
200707,김포-여수,출발,AAR 아시아나항공,118,10970,27.056
200707,김포-여수,출발,KAL 대한항공,134,12717,37.918
200707,김포-울산,계,AAR 아시아나항공,300,32970,95.865
200707,김포-울산,계,KAL 대한항공,473,61024,243.814
200707,김포-울산,도착,AAR 아시아나항공,150,16830,43.881
200707,김포-울산,도착,KAL 대한항공,236,31274,128.016
200707,김포-울산,출발,AAR 아시아나항공,150,16140,51.984
200707,김포-울산,출발,KAL 대한항공,237,29750,115.798
200707,김포-제주,계,AAR 아시아나항공,1137,159421,2149.606
200707,김포-제주,계,HAN 한성항공,394,17772,88.041
200707,김포-제주,계,JJA 제주항공,996,63969,324.787
200707,김포-제주,계,KAL 대한항공,1632,302186,10231.276
200707,김포-제주,도착,AAR 아시아나항공,571,75346,999.211
200707,김포-제주,도착,HAN 한성항공,196,8075,41.4
200707,김포-제주,도착,JJA 제주항공,498,31269,163.488
200707,김포-제주,도착,KAL 대한항공,817,146052,5610.105
200707,김포-제주,출발,AAR 아시아나항공,566,84075,1150.395
200707,김포-제주,출발,HAN 한성항공,198,9697,46.641
200707,김포-제주,출발,JJA 제주항공,498,32700,161.299
200707,김포-제주,출발,KAL 대한항공,815,156134,4621.171
200707,김포-청주,계,AAR 아시아나항공,,,
200707,김포-청주,계,HAN 한성항공,,,
200707,김포-청주,계,KAL 대한항공,,,
200707,김포-청주,도착,AAR 아시아나항공,,,
200707,김포-청주,도착,HAN 한성항공,,,
200707,김포-청주,도착,KAL 대한항공,,,
200707,김포-청주,출발,AAR 아시아나항공,,,
200707,김포-청주,출발,HAN 한성항공,,,
200707,김포-청주,출발,KAL 대한항공,,,
200707,김포-포항,계,AAR 아시아나항공,91,9241,32.106
200707,김포-포항,계,KAL 대한항공,88,8376,28.189
200707,김포-포항,도착,AAR 아시아나항공,45,4544,18.278
200707,김포-포항,도착,KAL 대한항공,44,4209,11.14
200707,김포-포항,출발,AAR 아시아나항공,46,4697,13.828
200707,김포-포항,출발,KAL 대한항공,44,4167,17.049
200707,김해-대구,계,KAL 대한항공,4,0,0
200707,김해-대구,도착,KAL 대한항공,0,0,0
200707,김해-대구,출발,KAL 대한항공,4,0,0
200707,김해-양양,계,KAL 대한항공,28,1422,6.253
200707,김해-양양,도착,KAL 대한항공,14,690,3.423
200707,김해-양양,출발,KAL 대한항공,14,732,2.83
200707,김해-제주,계,AAR 아시아나항공,274,29621,403.887
200707,김해-제주,계,JJA 제주항공,248,16069,79.896
200707,김해-제주,계,KAL 대한항공,644,89779,2911.884
200707,김해-제주,도착,AAR 아시아나항공,132,14104,158.012
200707,김해-제주,도착,JJA 제주항공,124,7775,40.405
200707,김해-제주,도착,KAL 대한항공,324,43581,1248.37
200707,김해-제주,출발,AAR 아시아나항공,142,15517,245.875
200707,김해-제주,출발,JJA 제주항공,124,8294,39.491
200707,김해-제주,출발,KAL 대한항공,320,46198,1663.514
200707,대구-광주,계,KAL 대한항공,,,
200707,대구-광주,도착,KAL 대한항공,,,
200707,대구-광주,출발,KAL 대한항공,,,
200707,인천-광주,계,AAR 아시아나항공,,,
200707,인천-광주,도착,AAR 아시아나항공,,,
200707,인천-광주,출발,AAR 아시아나항공,,,
200707,인천-김해,계,AAR 아시아나항공,58,3873,55.095
200707,인천-김해,계,KAL 대한항공,125,19073,304.389
200707,인천-김해,도착,AAR 아시아나항공,27,2158,25.572
200707,인천-김해,도착,KAL 대한항공,63,10199,150.076
200707,인천-김해,출발,AAR 아시아나항공,31,1715,29.523
200707,인천-김해,출발,KAL 대한항공,62,8874,154.313
200707,인천-대구,계,AAR 아시아나항공,14,377,4.718
200707,인천-대구,계,KAL 대한항공,62,8167,135.67
200707,인천-대구,도착,AAR 아시아나항공,7,173,2.167
200707,인천-대구,도착,KAL 대한항공,31,4346,68.602
200707,인천-대구,출발,AAR 아시아나항공,7,204,2.551
200707,인천-대구,출발,KAL 대한항공,31,3821,67.068
200707,인천-무안,계,KAL 대한항공,,,
200707,인천-무안,도착,KAL 대한항공,,,
200707,인천-무안,출발,KAL 대한항공,,,
200707,인천-울산,계,AAR 아시아나항공,,,
200707,인천-울산,도착,AAR 아시아나항공,,,
200707,인천-울산,출발,AAR 아시아나항공,,,
200707,인천-제주,계,AAR 아시아나항공,51,6574,36.291
200707,인천-제주,계,JJA 제주항공,,,
200707,인천-제주,계,KAL 대한항공,18,2189,13.051
200707,인천-제주,도착,AAR 아시아나항공,27,2751,15.954
200707,인천-제주,도착,JJA 제주항공,,,
200707,인천-제주,도착,KAL 대한항공,10,1333,7.302
200707,인천-제주,출발,AAR 아시아나항공,24,3823,20.337
200707,인천-제주,출발,JJA 제주항공,,,
200707,인천-제주,출발,KAL 대한항공,8,856,5.749
200707,제주-광주,계,AAR 아시아나항공,256,26906,481.962
200707,제주-광주,계,KAL 대한항공,266,34220,744.657
200707,제주-광주,도착,AAR 아시아나항공,128,13529,329.614
200707,제주-광주,도착,KAL 대한항공,133,17645,556.694
200707,제주-광주,출발,AAR 아시아나항공,128,13377,152.348
200707,제주-광주,출발,KAL 대한항공,133,16575,187.963
200707,제주-군산,계,KAL 대한항공,102,11482,140.233
200707,제주-군산,도착,KAL 대한항공,51,5876,86.921
200707,제주-군산,출발,KAL 대한항공,51,5606,53.312
200707,제주-대구,계,AAR 아시아나항공,245,23841,498.223
200707,제주-대구,계,KAL 대한항공,260,32431,539.643
200707,제주-대구,도착,AAR 아시아나항공,122,12258,358.975
200707,제주-대구,도착,KAL 대한항공,132,17018,401.651
200707,제주-대구,출발,AAR 아시아나항공,123,11583,139.248
200707,제주-대구,출발,KAL 대한항공,128,15413,137.992
200707,제주-사천,계,KAL 대한항공,18,2423,20.091
200707,제주-사천,도착,KAL 대한항공,9,1078,12.822
200707,제주-사천,출발,KAL 대한항공,9,1345,7.269
200707,제주-여수,계,AAR 아시아나항공,,,
200707,제주-여수,계,KAL 대한항공,18,1616,19.271
200707,제주-여수,도착,AAR 아시아나항공,,,
200707,제주-여수,도착,KAL 대한항공,9,966,13.446
200707,제주-여수,출발,AAR 아시아나항공,,,
200707,제주-여수,출발,KAL 대한항공,9,650,5.825
200707,제주-울산,계,KAL 대한항공,18,2096,12.732
200707,제주-울산,도착,KAL 대한항공,9,970,5.628
200707,제주-울산,출발,KAL 대한항공,9,1126,7.104
200707,제주-원주,계,KAL 대한항공,56,5569,35.848
200707,제주-원주,도착,KAL 대한항공,28,2888,17.625
200707,제주-원주,출발,KAL 대한항공,28,2681,18.223
200707,제주-청주,계,AAR 아시아나항공,228,25110,357.726
200707,제주-청주,계,HAN 한성항공,186,9050,49.419
200707,제주-청주,계,KAL 대한항공,228,31139,405.853
200707,제주-청주,도착,AAR 아시아나항공,114,13134,184.37
200707,제주-청주,도착,HAN 한성항공,93,4599,23.61
200707,제주-청주,도착,KAL 대한항공,114,16184,249.509
200707,제주-청주,출발,AAR 아시아나항공,114,11976,173.356
200707,제주-청주,출발,HAN 한성항공,93,4451,25.809
200707,제주-청주,출발,KAL 대한항공,114,14955,156.344
200707,합계,계,계,11661,1372940,23274.168
200707,합계,도착,계,5828,677988,12703.461
200707,합계,출발,계,5833,694952,10570.707
200708,김포-광주,계,AAR 아시아나항공,308,32085,346.769
200708,김포-광주,계,KAL 대한항공,185,16659,106.266
200708,김포-광주,도착,AAR 아시아나항공,155,15895,214.705
200708,김포-광주,도착,KAL 대한항공,92,8501,54.465
200708,김포-광주,출발,AAR 아시아나항공,153,16190,132.064
200708,김포-광주,출발,KAL 대한항공,93,8158,51.801
200708,김포-김해,계,AAR 아시아나항공,533,51047,356.429
200708,김포-김해,계,JJA 제주항공,,,
200708,김포-김해,계,KAL 대한항공,1083,153597,1685.539
200708,김포-김해,도착,AAR 아시아나항공,263,24971,214.784
200708,김포-김해,도착,JJA 제주항공,,,
200708,김포-김해,도착,KAL 대한항공,542,75208,1039.627
200708,김포-김해,출발,AAR 아시아나항공,270,26076,141.645
200708,김포-김해,출발,JJA 제주항공,,,
200708,김포-김해,출발,KAL 대한항공,541,78389,645.912
200708,김포-대구,계,AAR 아시아나항공,62,3147,55.324
200708,김포-대구,계,KAL 대한항공,64,2631,20.938
200708,김포-대구,도착,AAR 아시아나항공,30,1748,40.55
200708,김포-대구,도착,KAL 대한항공,32,1258,7.773
200708,김포-대구,출발,AAR 아시아나항공,32,1399,14.774
200708,김포-대구,출발,KAL 대한항공,32,1373,13.165
200708,김포-목포,계,AAR 아시아나항공,50,1520,5.226
200708,김포-목포,도착,AAR 아시아나항공,25,737,2.431
200708,김포-목포,출발,AAR 아시아나항공,25,783,2.795
200708,김포-무안,계,AAR 아시아나항공,,,
200708,김포-무안,도착,AAR 아시아나항공,,,
200708,김포-무안,출발,AAR 아시아나항공,,,
200708,김포-사천,계,AAR 아시아나항공,54,4646,28.098
200708,김포-사천,계,KAL 대한항공,120,10839,43.739
200708,김포-사천,도착,AAR 아시아나항공,27,2680,11.349
200708,김포-사천,도착,KAL 대한항공,60,4885,21.926
200708,김포-사천,출발,AAR 아시아나항공,27,1966,16.749
200708,김포-사천,출발,KAL 대한항공,60,5954,21.813
200708,김포-양양,계,JJA 제주항공,,,
200708,김포-양양,도착,JJA 제주항공,,,
200708,김포-양양,출발,JJA 제주항공,,,
200708,김포-여수,계,AAR 아시아나항공,242,22973,89.605
200708,김포-여수,계,KAL 대한항공,275,25133,116.144
200708,김포-여수,도착,AAR 아시아나항공,121,11811,61.129
200708,김포-여수,도착,KAL 대한항공,137,12720,76.99
200708,김포-여수,출발,AAR 아시아나항공,121,11162,28.476
200708,김포-여수,출발,KAL 대한항공,138,12413,39.154
200708,김포-울산,계,AAR 아시아나항공,306,33558,99.203
200708,김포-울산,계,KAL 대한항공,486,61060,249.249
200708,김포-울산,도착,AAR 아시아나항공,153,16689,39.297
200708,김포-울산,도착,KAL 대한항공,243,30205,118.472
200708,김포-울산,출발,AAR 아시아나항공,153,16869,59.906
200708,김포-울산,출발,KAL 대한항공,243,30855,130.777
200708,김포-제주,계,AAR 아시아나항공,1219,203384,2395.304
200708,김포-제주,계,HAN 한성항공,452,28944,158.489
200708,김포-제주,계,JJA 제주항공,934,68332,384.149
200708,김포-제주,계,KAL 대한항공,1918,407598,10894.854
200708,김포-제주,도착,AAR 아시아나항공,615,104457,1273.295
200708,김포-제주,도착,HAN 한성항공,226,14783,86.403
200708,김포-제주,도착,JJA 제주항공,467,34507,206.615
200708,김포-제주,도착,KAL 대한항공,958,209790,5796.639
200708,김포-제주,출발,AAR 아시아나항공,604,98927,1122.009
200708,김포-제주,출발,HAN 한성항공,226,14161,72.086
200708,김포-제주,출발,JJA 제주항공,467,33825,177.534
200708,김포-제주,출발,KAL 대한항공,960,197808,5098.215
200708,김포-청주,계,AAR 아시아나항공,,,
200708,김포-청주,계,HAN 한성항공,,,
200708,김포-청주,계,KAL 대한항공,,,
200708,김포-청주,도착,AAR 아시아나항공,,,
200708,김포-청주,도착,HAN 한성항공,,,
200708,김포-청주,도착,KAL 대한항공,,,
200708,김포-청주,출발,AAR 아시아나항공,,,
200708,김포-청주,출발,HAN 한성항공,,,
200708,김포-청주,출발,KAL 대한항공,,,
200708,김포-포항,계,AAR 아시아나항공,116,11826,43.294
200708,김포-포항,계,KAL 대한항공,110,10219,35.769
200708,김포-포항,도착,AAR 아시아나항공,58,6374,27.273
200708,김포-포항,도착,KAL 대한항공,55,5332,16.179
200708,김포-포항,출발,AAR 아시아나항공,58,5452,16.021
200708,김포-포항,출발,KAL 대한항공,55,4887,19.59
200708,김해-대구,계,KAL 대한항공,5,0,0.01
200708,김해-대구,도착,KAL 대한항공,0,0,0
200708,김해-대구,출발,KAL 대한항공,5,0,0.01
200708,김해-양양,계,KAL 대한항공,34,2376,9.959
200708,김해-양양,도착,KAL 대한항공,17,1213,5.033
200708,김해-양양,출발,KAL 대한항공,17,1163,4.926
200708,김해-제주,계,AAR 아시아나항공,283,40877,448.823
200708,김해-제주,계,JJA 제주항공,229,16491,85.747
200708,김해-제주,계,KAL 대한항공,683,124114,3260.062
200708,김해-제주,도착,AAR 아시아나항공,136,20750,173.702
200708,김해-제주,도착,JJA 제주항공,115,8386,46.24
200708,김해-제주,도착,KAL 대한항공,345,65315,1219.026
200708,김해-제주,출발,AAR 아시아나항공,147,20127,275.121
200708,김해-제주,출발,JJA 제주항공,114,8105,39.507
200708,김해-제주,출발,KAL 대한항공,338,58799,2041.036
