기준일(월),항공노선,도착출발구분,항공사,운항수(편),이용자수(명),화물량(톤)
201410,제주-울산,도착,KAL 대한항공,10,1006,6.922
201410,제주-울산,출발,KAL 대한항공,10,881,6.348
201410,제주-원주,계,KAL 대한항공,60,8532,53.014
201410,제주-원주,도착,KAL 대한항공,30,4324,24.209
201410,제주-원주,출발,KAL 대한항공,30,4208,28.805
201410,제주-제주,계,KAL 대한항공,,,
201410,제주-제주,도착,KAL 대한항공,,,
201410,제주-제주,출발,KAL 대한항공,,,
201410,제주-청주,계,AAR 아시아나항공,186,32210,449.079
201410,제주-청주,계,ESR 이스타항공,237,35322,188.126
201410,제주-청주,계,JJA 제주항공,124,22829,116.094
201410,제주-청주,계,KAL 대한항공,222,34003,411.377
201410,제주-청주,도착,AAR 아시아나항공,93,16442,256.929
201410,제주-청주,도착,ESR 이스타항공,118,17513,80.458
201410,제주-청주,도착,JJA 제주항공,62,11542,52.479
201410,제주-청주,도착,KAL 대한항공,111,17585,249.866
201410,제주-청주,출발,AAR 아시아나항공,93,15768,192.15
201410,제주-청주,출발,ESR 이스타항공,119,17809,107.668
201410,제주-청주,출발,JJA 제주항공,62,11287,63.615
201410,제주-청주,출발,KAL 대한항공,111,16418,161.511
201410,제주-포항,계,AAR 아시아나항공,,,
201410,제주-포항,도착,AAR 아시아나항공,,,
201410,제주-포항,출발,AAR 아시아나항공,,,
201410,청주-김포,계,JJA 제주항공,,,
201410,청주-김포,도착,JJA 제주항공,,,
201410,청주-김포,출발,JJA 제주항공,,,
201410,합계,계,계,15185,2442776,26163.018
201410,합계,도착,계,7606,1223359,13851.445
201410,합계,출발,계,7579,1219417,12311.573
201411,김포-광주,계,AAR 아시아나항공,274,31475,245.156
201411,김포-광주,계,KAL 대한항공,120,10016,37.088
201411,김포-광주,도착,AAR 아시아나항공,137,15824,148.502
201411,김포-광주,도착,KAL 대한항공,60,5046,17.649
201411,김포-광주,출발,AAR 아시아나항공,137,15651,96.654
201411,김포-광주,출발,KAL 대한항공,60,4970,19.439
201411,김포-김포,계,ABL 에어부산,,,
201411,김포-김포,도착,ABL 에어부산,,,
201411,김포-김포,출발,ABL 에어부산,,,
201411,김포-김해,계,ABL 에어부산,733,87494,453.776
201411,김포-김해,계,KAL 대한항공,756,90648,695.412
201411,김포-김해,도착,ABL 에어부산,381,44629,256.647
201411,김포-김해,도착,KAL 대한항공,378,44254,347.015
201411,김포-김해,출발,ABL 에어부산,352,42865,197.129
201411,김포-김해,출발,KAL 대한항공,378,46394,348.397
201411,김포-대구,계,KAL 대한항공,,,
201411,김포-대구,도착,KAL 대한항공,,,
201411,김포-대구,출발,KAL 대한항공,,,
201411,김포-사천,계,KAL 대한항공,110,6171,25.518
201411,김포-사천,도착,KAL 대한항공,55,3084,13.25
201411,김포-사천,출발,KAL 대한항공,55,3087,12.268
201411,김포-양양,계,JNA 진에어,,,
201411,김포-양양,도착,JNA 진에어,,,
201411,김포-양양,출발,JNA 진에어,,,
201411,김포-여수,계,AAR 아시아나항공,236,21045,80.142
201411,김포-여수,계,KAL 대한항공,220,13531,77.529
201411,김포-여수,도착,AAR 아시아나항공,118,10645,44.487
201411,김포-여수,도착,KAL 대한항공,110,7317,49.693
201411,김포-여수,출발,AAR 아시아나항공,118,10400,35.655
201411,김포-여수,출발,KAL 대한항공,110,6214,27.836
201411,김포-울산,계,AAR 아시아나항공,110,9719,32.607
201411,김포-울산,계,KAL 대한항공,288,28045,159.733
201411,김포-울산,도착,AAR 아시아나항공,55,5077,16.104
201411,김포-울산,도착,KAL 대한항공,144,13876,70.116
201411,김포-울산,출발,AAR 아시아나항공,55,4642,16.503
201411,김포-울산,출발,KAL 대한항공,144,14169,89.617
201411,김포-원주,계,KAL 대한항공,,,
201411,김포-원주,도착,KAL 대한항공,,,
201411,김포-원주,출발,KAL 대한항공,,,
201411,김포-제주,계,AAR 아시아나항공,1678,283124,3956.674
201411,김포-제주,계,ABL 에어부산,308,48330,367.334
201411,김포-제주,계,ESR 이스타항공,942,131369,693.956
201411,김포-제주,계,JJA 제주항공,1070,188680,1010.458
201411,김포-제주,계,JNA 진에어,923,168001,1430.519
201411,김포-제주,계,KAL 대한항공,1109,200669,6406.231
201411,김포-제주,계,TWB 티웨이항공,854,145720,750.54
201411,김포-제주,도착,AAR 아시아나항공,836,142621,2092.061
201411,김포-제주,도착,ABL 에어부산,139,22449,195.626
201411,김포-제주,도착,ESR 이스타항공,471,67185,371.029
201411,김포-제주,도착,JJA 제주항공,534,94854,555.613
201411,김포-제주,도착,JNA 진에어,461,84566,718.223
201411,김포-제주,도착,KAL 대한항공,554,106857,3848.897
201411,김포-제주,도착,TWB 티웨이항공,426,73930,407.592
201411,김포-제주,출발,AAR 아시아나항공,842,140503,1864.613
201411,김포-제주,출발,ABL 에어부산,169,25881,171.708
201411,김포-제주,출발,ESR 이스타항공,471,64184,322.927
201411,김포-제주,출발,JJA 제주항공,536,93826,454.845
201411,김포-제주,출발,JNA 진에어,462,83435,712.296
201411,김포-제주,출발,KAL 대한항공,555,93812,2557.334
201411,김포-제주,출발,TWB 티웨이항공,428,71790,342.948
201411,김포-포항,계,AAR 아시아나항공,,,
201411,김포-포항,계,KAL 대한항공,,,
201411,김포-포항,도착,AAR 아시아나항공,,,
201411,김포-포항,도착,KAL 대한항공,,,
201411,김포-포항,출발,AAR 아시아나항공,,,
201411,김포-포항,출발,KAL 대한항공,,,
201411,김해-김해,계,KAL 대한항공,,,
201411,김해-김해,도착,KAL 대한항공,,,
201411,김해-김해,출발,KAL 대한항공,,,
201411,김해-제주,계,AAR 아시아나항공,94,12153,77.005
201411,김해-제주,계,ABL 에어부산,691,108953,999.765
201411,김해-제주,계,JJA 제주항공,518,87678,465.479
201411,김해-제주,계,KAL 대한항공,334,53666,1376.29
201411,김해-제주,도착,AAR 아시아나항공,47,6394,42.309
201411,김해-제주,도착,ABL 에어부산,360,56560,572.266
201411,김해-제주,도착,JJA 제주항공,259,44590,264.216
201411,김해-제주,도착,KAL 대한항공,167,27380,731.278
201411,김해-제주,출발,AAR 아시아나항공,47,5759,34.696
201411,김해-제주,출발,ABL 에어부산,331,52393,427.499
201411,김해-제주,출발,JJA 제주항공,259,43088,201.263
201411,김해-제주,출발,KAL 대한항공,167,26286,645.012
201411,인천-김해,계,AAR 아시아나항공,60,2127,32.73
201411,인천-김해,계,ABL 에어부산,,,
201411,인천-김해,계,KAL 대한항공,180,26490,460.44
201411,인천-김해,도착,AAR 아시아나항공,30,1828,28.845
201411,인천-김해,도착,ABL 에어부산,,,
201411,인천-김해,도착,KAL 대한항공,90,13225,224.934
201411,인천-김해,출발,AAR 아시아나항공,30,299,3.885
201411,인천-김해,출발,ABL 에어부산,,,
201411,인천-김해,출발,KAL 대한항공,90,13265,235.506
201411,인천-대구,계,KAL 대한항공,120,8095,116.307
201411,인천-대구,도착,KAL 대한항공,60,4279,58.9
201411,인천-대구,출발,KAL 대한항공,60,3816,57.407
201411,인천-양양,계,JNA 진에어,,,
201411,인천-양양,도착,JNA 진에어,,,
201411,인천-양양,출발,JNA 진에어,,,
201411,인천-여수,계,AAR 아시아나항공,,,
201411,인천-여수,도착,AAR 아시아나항공,,,
201411,인천-여수,출발,AAR 아시아나항공,,,
201411,인천-제주,계,AAR 아시아나항공,57,6690,72.762
201411,인천-제주,계,ABL 에어부산,1,169,0.745
201411,인천-제주,계,ESR 이스타항공,2,298,1.609
201411,인천-제주,계,JJA 제주항공,2,360,1.741
201411,인천-제주,계,JNA 진에어,1,190,0.894
201411,인천-제주,계,KAL 대한항공,10,1024,8.644
201411,인천-제주,계,TWB 티웨이항공,2,324,1.582
201411,인천-제주,도착,AAR 아시아나항공,31,3972,29.879
201411,인천-제주,도착,ABL 에어부산,1,169,0.745
201411,인천-제주,도착,ESR 이스타항공,2,298,1.609
201411,인천-제주,도착,JJA 제주항공,2,360,1.741
201411,인천-제주,도착,JNA 진에어,1,190,0.894
201411,인천-제주,도착,KAL 대한항공,6,502,3.38
201411,인천-제주,도착,TWB 티웨이항공,2,324,1.582
201411,인천-제주,출발,AAR 아시아나항공,26,2718,42.883
201411,인천-제주,출발,ABL 에어부산,0,0,0
201411,인천-제주,출발,ESR 이스타항공,0,0,0
201411,인천-제주,출발,JJA 제주항공,0,0,0
201411,인천-제주,출발,JNA 진에어,0,0,0
201411,인천-제주,출발,KAL 대한항공,4,522,5.264
201411,인천-제주,출발,TWB 티웨이항공,0,0,0
201411,인천-청주,계,AIH 에어인천,,,
201411,인천-청주,도착,AIH 에어인천,,,
201411,인천-청주,출발,AIH 에어인천,,,
201411,제주-광주,계,AAR 아시아나항공,240,38177,426
201411,제주-광주,계,KAL 대한항공,240,33732,550.954
201411,제주-광주,계,TWB 티웨이항공,180,30220,151.25
201411,제주-광주,도착,AAR 아시아나항공,120,19142,241.884
201411,제주-광주,도착,KAL 대한항공,120,16097,330.735
201411,제주-광주,도착,TWB 티웨이항공,90,15662,69.633
201411,제주-광주,출발,AAR 아시아나항공,120,19035,184.116
201411,제주-광주,출발,KAL 대한항공,120,17635,220.219
201411,제주-광주,출발,TWB 티웨이항공,90,14558,81.617
201411,제주-군산,계,ESR 이스타항공,60,8346,46.036
201411,제주-군산,계,KAL 대한항공,58,6825,59.811
201411,제주-군산,도착,ESR 이스타항공,30,4261,21.112
201411,제주-군산,도착,KAL 대한항공,29,3016,28.634
201411,제주-군산,출발,ESR 이스타항공,30,4085,24.924
201411,제주-군산,출발,KAL 대한항공,29,3809,31.177
201411,제주-대구,계,AAR 아시아나항공,240,33293,589.387
201411,제주-대구,계,JJA 제주항공,120,19756,117.551
201411,제주-대구,계,KAL 대한항공,238,24670,361.086
201411,제주-대구,계,TWB 티웨이항공,240,40249,226.999
201411,제주-대구,도착,AAR 아시아나항공,120,16008,313.528
201411,제주-대구,도착,JJA 제주항공,60,9497,46.851
201411,제주-대구,도착,KAL 대한항공,119,11760,102.933
201411,제주-대구,도착,TWB 티웨이항공,120,20453,103.081
201411,제주-대구,출발,AAR 아시아나항공,120,17285,275.859
201411,제주-대구,출발,JJA 제주항공,60,10259,70.7
201411,제주-대구,출발,KAL 대한항공,119,12910,258.153
201411,제주-대구,출발,TWB 티웨이항공,120,19796,123.918
201411,제주-무안,계,AAR 아시아나항공,18,2362,12.296
201411,제주-무안,계,TWB 티웨이항공,60,9215,51.295
201411,제주-무안,도착,AAR 아시아나항공,9,929,4.407
201411,제주-무안,도착,TWB 티웨이항공,30,4501,20.761
201411,제주-무안,출발,AAR 아시아나항공,9,1433,7.889
201411,제주-무안,출발,TWB 티웨이항공,30,4714,30.534
201411,제주-사천,계,AAR 아시아나항공,18,2109,13.52
201411,제주-사천,계,KAL 대한항공,18,1650,11.802
201411,제주-사천,도착,AAR 아시아나항공,9,993,5.104
201411,제주-사천,도착,KAL 대한항공,9,724,4.445
201411,제주-사천,출발,AAR 아시아나항공,9,1116,8.416
201411,제주-사천,출발,KAL 대한항공,9,926,7.357
201411,제주-양양,계,JNA 진에어,,,
201411,제주-양양,도착,JNA 진에어,,,
201411,제주-양양,출발,JNA 진에어,,,
201411,제주-여수,계,KAL 대한항공,18,2160,22.317
201411,제주-여수,도착,KAL 대한항공,9,904,11.478
201411,제주-여수,출발,KAL 대한항공,9,1256,10.839
201411,제주-울산,계,KAL 대한항공,26,2101,12.588
201411,제주-울산,도착,KAL 대한항공,13,1000,5.168
201411,제주-울산,출발,KAL 대한항공,13,1101,7.42
201411,제주-원주,계,KAL 대한항공,56,6142,38.079
201411,제주-원주,도착,KAL 대한항공,28,3005,14.185
201411,제주-원주,출발,KAL 대한항공,28,3137,23.894
201411,제주-제주,계,KAL 대한항공,,,
201411,제주-제주,도착,KAL 대한항공,,,
201411,제주-제주,출발,KAL 대한항공,,,
201411,제주-청주,계,AAR 아시아나항공,178,29184,397.244
201411,제주-청주,계,ESR 이스타항공,214,29509,156.319
201411,제주-청주,계,JJA 제주항공,120,21370,108.044
201411,제주-청주,계,KAL 대한항공,238,29550,444.29
201411,제주-청주,도착,AAR 아시아나항공,89,14495,242.71
201411,제주-청주,도착,ESR 이스타항공,107,14070,59.97
201411,제주-청주,도착,JJA 제주항공,60,10733,44.126
201411,제주-청주,도착,KAL 대한항공,119,14319,194.665
201411,제주-청주,출발,AAR 아시아나항공,89,14689,154.534
201411,제주-청주,출발,ESR 이스타항공,107,15439,96.349
201411,제주-청주,출발,JJA 제주항공,60,10637,63.918
201411,제주-청주,출발,KAL 대한항공,119,15231,249.625
201411,제주-포항,계,AAR 아시아나항공,,,
201411,제주-포항,도착,AAR 아시아나항공,,,
201411,제주-포항,출발,AAR 아시아나항공,,,
201411,청주-김포,계,JJA 제주항공,,,
201411,청주-김포,도착,JJA 제주항공,,,
201411,청주-김포,출발,JJA 제주항공,,,
201411,합계,계,계,14383,2142874,23835.534
201411,합계,도착,계,7207,1083854,12980.492
201411,합계,출발,계,7176,1059020,10855.042
201412,김포-광주,계,AAR 아시아나항공,288,30947,235.215
201412,김포-광주,계,KAL 대한항공,120,9345,40.546
201412,김포-광주,도착,AAR 아시아나항공,144,15544,145.834
201412,김포-광주,도착,KAL 대한항공,60,4910,21.987
201412,김포-광주,출발,AAR 아시아나항공,144,15403,89.381
201412,김포-광주,출발,KAL 대한항공,60,4435,18.559
201412,김포-김포,계,ABL 에어부산,,,
201412,김포-김포,도착,ABL 에어부산,,,
201412,김포-김포,출발,ABL 에어부산,,,
201412,김포-김해,계,ABL 에어부산,739,88919,452.015
201412,김포-김해,계,KAL 대한항공,795,91319,705.335
201412,김포-김해,도착,ABL 에어부산,384,45623,248.943
201412,김포-김해,도착,KAL 대한항공,397,44266,353.508
201412,김포-김해,출발,ABL 에어부산,355,43296,203.072
201412,김포-김해,출발,KAL 대한항공,398,47053,351.827
201412,김포-대구,계,KAL 대한항공,,,
201412,김포-대구,도착,KAL 대한항공,,,
201412,김포-대구,출발,KAL 대한항공,,,
201412,김포-사천,계,KAL 대한항공,118,6719,23.384
201412,김포-사천,도착,KAL 대한항공,59,3306,11.926
201412,김포-사천,출발,KAL 대한항공,59,3413,11.458
201412,김포-양양,계,JNA 진에어,,,
201412,김포-양양,도착,JNA 진에어,,,
201412,김포-양양,출발,JNA 진에어,,,
201412,김포-여수,계,AAR 아시아나항공,234,19914,71.638
201412,김포-여수,계,KAL 대한항공,211,12550,68.054
201412,김포-여수,도착,AAR 아시아나항공,117,9948,38.963
201412,김포-여수,도착,KAL 대한항공,105,6708,45.336
201412,김포-여수,출발,AAR 아시아나항공,117,9966,32.675
201412,김포-여수,출발,KAL 대한항공,106,5842,22.718
201412,김포-울산,계,AAR 아시아나항공,112,12356,41.433
201412,김포-울산,계,KAL 대한항공,294,27851,168.742
201412,김포-울산,도착,AAR 아시아나항공,56,6434,20.096
201412,김포-울산,도착,KAL 대한항공,147,14070,79.104
201412,김포-울산,출발,AAR 아시아나항공,56,5922,21.337
201412,김포-울산,출발,KAL 대한항공,147,13781,89.638
201412,김포-원주,계,KAL 대한항공,,,
201412,김포-원주,도착,KAL 대한항공,,,
201412,김포-원주,출발,KAL 대한항공,,,
201412,김포-제주,계,AAR 아시아나항공,1571,228705,4354.335
201412,김포-제주,계,ABL 에어부산,320,44260,389.319
201412,김포-제주,계,ESR 이스타항공,943,121129,670.778
201412,김포-제주,계,JJA 제주항공,1107,179930,962.659
201412,김포-제주,계,JNA 진에어,955,163722,1610.748
201412,김포-제주,계,KAL 대한항공,1091,155698,7328.52
201412,김포-제주,계,TWB 티웨이항공,740,111716,566.003
201412,김포-제주,도착,AAR 아시아나항공,784,111636,2371.546
201412,김포-제주,도착,ABL 에어부산,145,20177,215.973
201412,김포-제주,도착,ESR 이스타항공,471,61306,355.652
201412,김포-제주,도착,JJA 제주항공,552,87980,507.088
201412,김포-제주,도착,JNA 진에어,477,81274,850.254
201412,김포-제주,도착,KAL 대한항공,546,76952,4729.053
201412,김포-제주,도착,TWB 티웨이항공,369,55560,306.029
201412,김포-제주,출발,AAR 아시아나항공,787,117069,1982.789
201412,김포-제주,출발,ABL 에어부산,175,24083,173.346
201412,김포-제주,출발,ESR 이스타항공,472,59823,315.126
201412,김포-제주,출발,JJA 제주항공,555,91950,455.571
201412,김포-제주,출발,JNA 진에어,478,82448,760.494
201412,김포-제주,출발,KAL 대한항공,545,78746,2599.467
201412,김포-제주,출발,TWB 티웨이항공,371,56156,259.974
201412,김포-포항,계,AAR 아시아나항공,,,
201412,김포-포항,계,KAL 대한항공,,,
201412,김포-포항,도착,AAR 아시아나항공,,,
201412,김포-포항,도착,KAL 대한항공,,,
201412,김포-포항,출발,AAR 아시아나항공,,,
201412,김포-포항,출발,KAL 대한항공,,,
201412,김해-김해,계,KAL 대한항공,,,
201412,김해-김해,도착,KAL 대한항공,,,
201412,김해-김해,출발,KAL 대한항공,,,
201412,김해-제주,계,AAR 아시아나항공,99,10902,101.954
201412,김해-제주,계,ABL 에어부산,688,89012,1116.394
201412,김해-제주,계,JJA 제주항공,545,77180,388.988
201412,김해-제주,계,KAL 대한항공,349,40344,1511.212
201412,김해-제주,도착,AAR 아시아나항공,50,5523,53.545
201412,김해-제주,도착,ABL 에어부산,359,44246,691.928
201412,김해-제주,도착,JJA 제주항공,273,37835,211.676
201412,김해-제주,도착,KAL 대한항공,174,18869,832.997
201412,김해-제주,출발,AAR 아시아나항공,49,5379,48.409
201412,김해-제주,출발,ABL 에어부산,329,44766,424.466
201412,김해-제주,출발,JJA 제주항공,272,39345,177.312
201412,김해-제주,출발,KAL 대한항공,175,21475,678.215
201412,인천-김해,계,AAR 아시아나항공,61,1950,32.506
201412,인천-김해,계,ABL 에어부산,,,
201412,인천-김해,계,KAL 대한항공,186,27061,509.981
201412,인천-김해,도착,AAR 아시아나항공,31,1837,30.78
201412,인천-김해,도착,ABL 에어부산,,,
201412,인천-김해,도착,KAL 대한항공,93,14031,259.439
201412,인천-김해,출발,AAR 아시아나항공,30,113,1.726
201412,인천-김해,출발,ABL 에어부산,,,
201412,인천-김해,출발,KAL 대한항공,93,13030,250.542
201412,인천-대구,계,KAL 대한항공,124,9345,141.687
201412,인천-대구,도착,KAL 대한항공,62,4809,68.315
201412,인천-대구,출발,KAL 대한항공,62,4536,73.372
201412,인천-양양,계,JNA 진에어,,,
201412,인천-양양,도착,JNA 진에어,,,
201412,인천-양양,출발,JNA 진에어,,,
201412,인천-여수,계,AAR 아시아나항공,,,
201412,인천-여수,도착,AAR 아시아나항공,,,
201412,인천-여수,출발,AAR 아시아나항공,,,
201412,인천-제주,계,AAR 아시아나항공,54,3807,40.491
201412,인천-제주,계,ABL 에어부산,,,
201412,인천-제주,계,ESR 이스타항공,,,
201412,인천-제주,계,JJA 제주항공,1,131,0.582
201412,인천-제주,계,JNA 진에어,1,114,0.673
201412,인천-제주,계,KAL 대한항공,2,118,1.556
201412,인천-제주,계,TWB 티웨이항공,,,
201412,인천-제주,도착,AAR 아시아나항공,27,1402,12.247
201412,인천-제주,도착,ABL 에어부산,,,
201412,인천-제주,도착,ESR 이스타항공,,,
201412,인천-제주,도착,JJA 제주항공,1,131,0.582
201412,인천-제주,도착,JNA 진에어,1,114,0.673
201412,인천-제주,도착,KAL 대한항공,1,34,0.625
201412,인천-제주,도착,TWB 티웨이항공,,,
201412,인천-제주,출발,AAR 아시아나항공,27,2405,28.244
201412,인천-제주,출발,ABL 에어부산,,,
201412,인천-제주,출발,ESR 이스타항공,,,
201412,인천-제주,출발,JJA 제주항공,0,0,0
201412,인천-제주,출발,JNA 진에어,0,0,0
201412,인천-제주,출발,KAL 대한항공,1,84,0.931
201412,인천-제주,출발,TWB 티웨이항공,,,
201412,인천-청주,계,AIH 에어인천,,,
201412,인천-청주,도착,AIH 에어인천,,,
201412,인천-청주,출발,AIH 에어인천,,,
201412,제주-광주,계,AAR 아시아나항공,240,34952,475.688
201412,제주-광주,계,KAL 대한항공,244,28226,571.498
201412,제주-광주,계,TWB 티웨이항공,183,28290,130.12
201412,제주-광주,도착,AAR 아시아나항공,120,17650,263.928
201412,제주-광주,도착,KAL 대한항공,122,14196,315.091
201412,제주-광주,도착,TWB 티웨이항공,92,15167,61.473
201412,제주-광주,출발,AAR 아시아나항공,120,17302,211.76
201412,제주-광주,출발,KAL 대한항공,122,14030,256.407
201412,제주-광주,출발,TWB 티웨이항공,91,13123,68.647
201412,제주-군산,계,ESR 이스타항공,44,5426,29.673
201412,제주-군산,계,KAL 대한항공,38,3257,30.976
201412,제주-군산,도착,ESR 이스타항공,22,2991,15.201
201412,제주-군산,도착,KAL 대한항공,19,1847,18.586
201412,제주-군산,출발,ESR 이스타항공,22,2435,14.472
201412,제주-군산,출발,KAL 대한항공,19,1410,12.39
201412,제주-대구,계,AAR 아시아나항공,248,28832,606.03
201412,제주-대구,계,JJA 제주항공,124,17293,93.309
201412,제주-대구,계,KAL 대한항공,186,15177,343.404
201412,제주-대구,계,TWB 티웨이항공,246,35960,185.202
201412,제주-대구,도착,AAR 아시아나항공,124,14429,289.284
201412,제주-대구,도착,JJA 제주항공,62,8306,38.575
201412,제주-대구,도착,KAL 대한항공,93,7889,85.624
201412,제주-대구,도착,TWB 티웨이항공,123,18916,87.415
201412,제주-대구,출발,AAR 아시아나항공,124,14403,316.746
201412,제주-대구,출발,JJA 제주항공,62,8987,54.734
201412,제주-대구,출발,KAL 대한항공,93,7288,257.78
201412,제주-대구,출발,TWB 티웨이항공,123,17044,97.787
201412,제주-무안,계,AAR 아시아나항공,16,1392,6.851
201412,제주-무안,계,TWB 티웨이항공,59,6686,34.148
201412,제주-무안,도착,AAR 아시아나항공,8,473,2.117
201412,제주-무안,도착,TWB 티웨이항공,29,3269,13.52
201412,제주-무안,출발,AAR 아시아나항공,8,919,4.734
201412,제주-무안,출발,TWB 티웨이항공,30,3417,20.628
201412,제주-사천,계,AAR 아시아나항공,16,1833,11.743
201412,제주-사천,계,KAL 대한항공,16,1103,10.955
201412,제주-사천,도착,AAR 아시아나항공,8,883,4.957
201412,제주-사천,도착,KAL 대한항공,8,555,3.199
201412,제주-사천,출발,AAR 아시아나항공,8,950,6.786
201412,제주-사천,출발,KAL 대한항공,8,548,7.756
201412,제주-양양,계,JNA 진에어,,,
201412,제주-양양,도착,JNA 진에어,,,
201412,제주-양양,출발,JNA 진에어,,,
201412,제주-여수,계,KAL 대한항공,16,1634,19.523
201412,제주-여수,도착,KAL 대한항공,8,770,11.874
201412,제주-여수,출발,KAL 대한항공,8,864,7.649
201412,제주-울산,계,KAL 대한항공,26,1836,12.091
201412,제주-울산,도착,KAL 대한항공,13,958,6.278
201412,제주-울산,출발,KAL 대한항공,13,878,5.813
201412,제주-원주,계,KAL 대한항공,48,3529,23.504
201412,제주-원주,도착,KAL 대한항공,24,1907,10.04
201412,제주-원주,출발,KAL 대한항공,24,1622,13.464
201412,제주-제주,계,KAL 대한항공,,,
201412,제주-제주,도착,KAL 대한항공,,,
201412,제주-제주,출발,KAL 대한항공,,,
201412,제주-청주,계,AAR 아시아나항공,186,26896,429.848
201412,제주-청주,계,ESR 이스타항공,220,27388,145.013
201412,제주-청주,계,JJA 제주항공,124,20517,105.197
201412,제주-청주,계,KAL 대한항공,248,25612,517.049
201412,제주-청주,도착,AAR 아시아나항공,93,13962,239.019
201412,제주-청주,도착,ESR 이스타항공,110,13670,59.608
201412,제주-청주,도착,JJA 제주항공,62,10735,47.636
201412,제주-청주,도착,KAL 대한항공,124,12913,219.044
201412,제주-청주,출발,AAR 아시아나항공,93,12934,190.829
201412,제주-청주,출발,ESR 이스타항공,110,13718,85.405
201412,제주-청주,출발,JJA 제주항공,62,9782,57.561
201412,제주-청주,출발,KAL 대한항공,124,12699,298.005
201412,제주-포항,계,AAR 아시아나항공,,,
201412,제주-포항,도착,AAR 아시아나항공,,,
201412,제주-포항,출발,AAR 아시아나항공,,,
201412,청주-김포,계,JJA 제주항공,,,
201412,청주-김포,도착,JJA 제주항공,,,
201412,청주-김포,출발,JJA 제주항공,,,
201412,합계,계,계,14276,1880883,25316.57
201412,합계,도착,계,7149,936011,14256.568
201412,합계,출발,계,7127,944872,11060.002
201501,김포-광주,계,AAR 아시아나항공,300,30842,247.943
201501,김포-광주,계,KAL 대한항공,124,8981,37.941
201501,김포-광주,도착,AAR 아시아나항공,150,15853,161.648
201501,김포-광주,도착,KAL 대한항공,62,4613,19.595
201501,김포-광주,출발,AAR 아시아나항공,150,14989,86.295
201501,김포-광주,출발,KAL 대한항공,62,4368,18.346
201501,김포-김해,계,ABL 에어부산,793,86862,450.482
201501,김포-김해,계,JJA 제주항공,,,
201501,김포-김해,계,KAL 대한항공,798,82954,663.262
201501,김포-김해,도착,ABL 에어부산,411,44673,249.987
201501,김포-김해,도착,JJA 제주항공,,,
201501,김포-김해,도착,KAL 대한항공,399,41206,330.268
201501,김포-김해,출발,ABL 에어부산,382,42189,200.495
201501,김포-김해,출발,JJA 제주항공,,,
201501,김포-김해,출발,KAL 대한항공,399,41748,332.994
201501,김포-대구,계,KAL 대한항공,,,
201501,김포-대구,출발,KAL 대한항공,,,
201501,김포-사천,계,AAR 아시아나항공,,,
201501,김포-사천,계,KAL 대한항공,116,5716,23.379
201501,김포-사천,도착,AAR 아시아나항공,,,
201501,김포-사천,도착,KAL 대한항공,58,2897,11.852
201501,김포-사천,출발,AAR 아시아나항공,,,
201501,김포-사천,출발,KAL 대한항공,58,2819,11.527
201501,김포-양양,계,ESR 이스타항공,,,
201501,김포-양양,도착,ESR 이스타항공,,,
201501,김포-양양,출발,ESR 이스타항공,,,
201501,김포-여수,계,AAR 아시아나항공,246,18724,65.571
201501,김포-여수,계,KAL 대한항공,228,12049,63.01
201501,김포-여수,도착,AAR 아시아나항공,123,9526,36.127
201501,김포-여수,도착,KAL 대한항공,114,6369,40.297
201501,김포-여수,출발,AAR 아시아나항공,123,9198,29.444
201501,김포-여수,출발,KAL 대한항공,114,5680,22.713
201501,김포-울산,계,AAR 아시아나항공,116,13921,45.63
201501,김포-울산,계,KAL 대한항공,302,25891,154.666
201501,김포-울산,도착,AAR 아시아나항공,58,7251,23.9
201501,김포-울산,도착,KAL 대한항공,151,12779,67.11
201501,김포-울산,출발,AAR 아시아나항공,58,6670,21.73
201501,김포-울산,출발,KAL 대한항공,151,13112,87.556
201501,김포-제주,계,AAR 아시아나항공,1575,245092,4018.061
201501,김포-제주,계,ABL 에어부산,319,50844,425.714
201501,김포-제주,계,ESR 이스타항공,814,110804,573.459
201501,김포-제주,계,JJA 제주항공,1124,196212,948.829
201501,김포-제주,계,JNA 진에어,948,165665,1431.213
201501,김포-제주,계,KAL 대한항공,1131,179088,6883.738
201501,김포-제주,계,TWB 티웨이항공,852,138012,642.807
201501,김포-제주,도착,AAR 아시아나항공,787,123675,2392.648
201501,김포-제주,도착,ABL 에어부산,144,23235,245.444
201501,김포-제주,도착,ESR 이스타항공,407,55369,296.718
201501,김포-제주,도착,JJA 제주항공,562,98567,518.877
201501,김포-제주,도착,JNA 진에어,474,83104,784.133
201501,김포-제주,도착,KAL 대한항공,565,94532,4741.623
201501,김포-제주,도착,TWB 티웨이항공,425,69233,350.187
201501,김포-제주,출발,AAR 아시아나항공,788,121417,1625.413
201501,김포-제주,출발,ABL 에어부산,175,27609,180.27
201501,김포-제주,출발,ESR 이스타항공,407,55435,276.741
201501,김포-제주,출발,JJA 제주항공,562,97645,429.952
201501,김포-제주,출발,JNA 진에어,474,82561,647.08
201501,김포-제주,출발,KAL 대한항공,566,84556,2142.115
201501,김포-제주,출발,TWB 티웨이항공,427,68779,292.62
201501,김해-대구,계,ABL 에어부산,,,
201501,김해-대구,출발,ABL 에어부산,,,
201501,김해-제주,계,AAR 아시아나항공,86,11206,87.205
201501,김해-제주,계,ABL 에어부산,622,99590,1081.568
