"visit_date","category","gender","counts","sales"
202102,간이주점,여성,81648,3009853847
202102,고기요리,남성,232884,14635922285
202102,고기요리,여성,148673,8672863196
202102,닭/오리요리,남성,217011,5765992081
202102,닭/오리요리,여성,167130,4189400872
202102,별식/퓨전요리,남성,57799,1514834513
202102,별식/퓨전요리,여성,46463,1288653698
202102,부페,남성,8966,576087524
202102,부페,여성,4597,163651636
202102,분식,남성,382866,6952840067
202102,분식,여성,347238,5905462611
202102,양식,남성,121661,5107243327
202102,양식,여성,122774,4510455679
202102,유흥주점,남성,30137,4082467601
202102,유흥주점,여성,19690,1293966916
202102,일식/수산물,남성,311842,20982413394
202102,일식/수산물,여성,241176,14515932888
202102,제과/제빵/떡/케익,남성,343417,5715763869
202102,제과/제빵/떡/케익,여성,473585,7904692964
202102,중식,남성,190540,4962083770
202102,중식,여성,115179,3070080244
202102,커피/음료,남성,729848,9641165482
202102,커피/음료,여성,855276,11344598986
202102,패스트푸드,남성,302475,4092339270
202102,패스트푸드,여성,272149,3731190115
202102,한식,남성,1352052,52507699042
202102,한식,여성,904701,32747350876
202103,간이주점,남성,176995,8357925225
202103,간이주점,여성,112171,4165770657
202103,고기요리,남성,275586,16926724621
202103,고기요리,여성,186569,10883433328
202103,닭/오리요리,남성,235905,6398983042
202103,닭/오리요리,여성,182856,4759133496
202103,별식/퓨전요리,남성,73745,1916879385
202103,별식/퓨전요리,여성,57186,1634176782
202103,부페,남성,12835,430049106
202103,부페,여성,6478,216651384
202103,분식,남성,433281,7552810049
202103,분식,여성,421762,7092200838
202103,양식,남성,145442,6019719336
202103,양식,여성,149673,5319772385
202103,유흥주점,남성,67119,13224209730
202103,유흥주점,여성,34399,3237163246
202103,일식/수산물,남성,356209,22781245627
202103,일식/수산물,여성,301848,18416963657
202103,제과/제빵/떡/케익,남성,372536,6046636849
202103,제과/제빵/떡/케익,여성,539768,8478658074
202103,중식,남성,221079,5580162761
202103,중식,여성,135810,3389665794
202103,커피/음료,남성,852799,10780434612
202103,커피/음료,여성,1053923,13735381448
202103,패스트푸드,남성,321384,4197302779
202103,패스트푸드,여성,309726,4163617453
202103,한식,남성,1599463,60310076893
202103,한식,여성,1145076,41710130843
202104,간이주점,남성,187567,8465757984
202104,간이주점,여성,122263,4413988536
202104,고기요리,남성,295436,18998471949
202104,고기요리,여성,205394,12469377735
202104,닭/오리요리,남성,258990,7238374671
202104,닭/오리요리,여성,196805,4999790816
202104,별식/퓨전요리,남성,69841,1798781696
202104,별식/퓨전요리,여성,57484,1689277042
202104,부페,남성,14070,452847680
202104,부페,여성,7566,250504372
202104,분식,남성,494973,9095974251
202104,분식,여성,481730,8317286205
202104,양식,남성,164343,6941748787
202104,양식,여성,176144,6426640579
202104,유흥주점,남성,91735,17565930009
202104,유흥주점,여성,42876,3650773185
202104,일식/수산물,남성,423417,28651876997
202104,일식/수산물,여성,364513,22412839223
202104,제과/제빵/떡/케익,남성,401718,6667907101
202104,제과/제빵/떡/케익,여성,576729,9280906631
202104,중식,남성,229190,5709173472
202104,중식,여성,143481,3585750876
202104,커피/음료,남성,1019257,13347170988
202104,커피/음료,여성,1261556,16928950327
202104,패스트푸드,남성,350533,4550372720
202104,패스트푸드,여성,337809,4434388682
202104,한식,남성,1767789,70107028871
202104,한식,여성,1324507,49233663907
202105,간이주점,남성,212577,9865162381
202105,간이주점,여성,138860,5230304237
202105,고기요리,남성,331358,21390834364
202105,고기요리,여성,237928,14365755201
202105,닭/오리요리,남성,278917,7879871435
202105,닭/오리요리,여성,211216,5416766497
202105,별식/퓨전요리,남성,62195,1738042982
202105,별식/퓨전요리,여성,53398,1673535058
202105,부페,남성,15580,522478872
202105,부페,여성,9223,305785902
202105,분식,남성,581466,10477939253
202105,분식,여성,555215,9522383779
202105,양식,남성,183077,8216756158
202105,양식,여성,194027,7446308355
202105,유흥주점,남성,77215,13454220519
202105,유흥주점,여성,37174,3133141775
202105,일식/수산물,남성,472492,33060501716
202105,일식/수산물,여성,404032,26248343982
202105,제과/제빵/떡/케익,남성,521613,8361632718
202105,제과/제빵/떡/케익,여성,688448,10646872317
202105,중식,남성,274064,6892961223
202105,중식,여성,180378,4580351654
202105,커피/음료,남성,1161962,15042098490
202105,커피/음료,여성,1360630,17454319422
202105,패스트푸드,남성,393352,5526690305
202105,패스트푸드,여성,390275,5340419725
202105,한식,남성,1949694,78869977807
202105,한식,여성,1483408,56639946631
202106,간이주점,남성,127974,5801997095
202106,간이주점,여성,84945,3192476591
202106,고기요리,남성,292388,18792982611
202106,고기요리,여성,210057,12580231561
202106,닭/오리요리,남성,276169,7775123433
202106,닭/오리요리,여성,210504,5378591739
202106,별식/퓨전요리,남성,71095,1901155850
202106,별식/퓨전요리,여성,59717,1734792015
202106,부페,남성,14868,497399354
202106,부페,여성,8845,290100473
202106,분식,남성,531149,9696301059
202106,분식,여성,502445,8703342277
202106,양식,남성,168383,7039868151
202106,양식,여성,178655,6620003077
202106,유흥주점,남성,46152,6765679394
202106,유흥주점,여성,25670,1680187632
202106,일식/수산물,남성,418356,29502358785
202106,일식/수산물,여성,357702,23314836408
202106,제과/제빵/떡/케익,남성,419818,6673754798
202106,제과/제빵/떡/케익,여성,541230,8413478148
202106,중식,남성,232096,5844285058
202106,중식,여성,152887,3871817260
202106,커피/음료,남성,1121659,14201516758
202106,커피/음료,여성,1314155,16675234698
202106,패스트푸드,남성,382908,5277397853
202106,패스트푸드,여성,380227,5077353154
202106,한식,남성,1675932,67527889458
202106,한식,여성,1275304,48372439199
202107,간이주점,남성,160631,7308373729
202107,간이주점,여성,106343,4009282865
202107,고기요리,남성,305152,19641656756
202107,고기요리,여성,219111,13204697764
202107,닭/오리요리,남성,312111,8911528238
202107,닭/오리요리,여성,236756,6129297251
202107,별식/퓨전요리,남성,71989,1922420319
202107,별식/퓨전요리,여성,59170,1759456537
202107,부페,남성,17880,612156423
202107,부페,여성,10872,361886034
202107,분식,남성,561507,10224779737
202107,분식,여성,533713,9207205043
202107,양식,남성,179768,7695049396
202107,양식,여성,189641,7108221196
202107,유흥주점,남성,50785,8011132926
202107,유흥주점,여성,27469,2061380216
202107,일식/수산물,남성,413369,28871265235
202107,일식/수산물,여성,352571,22785687089
202107,제과/제빵/떡/케익,남성,407660,6490072462
202107,제과/제빵/떡/케익,여성,536657,8209228205
202107,중식,남성,246301,6245024526
202107,중식,여성,161936,4115346327
202107,커피/음료,남성,1202151,15411377819
202107,커피/음료,여성,1408454,17987273321
202107,패스트푸드,남성,415996,5773041887
202107,패스트푸드,여성,414562,5560706897
202107,한식,남성,1729757,69960718315
202107,한식,여성,1316549,50045359399
202108,간이주점,남성,126752,5651847965
202108,간이주점,여성,84436,3120754791
202108,고기요리,남성,292138,18921394393
202108,고기요리,여성,210557,12747555041
202108,닭/오리요리,남성,287712,8109264565
202108,닭/오리요리,여성,220273,5628413968
202108,별식/퓨전요리,남성,75448,1995656031
202108,별식/퓨전요리,여성,61206,1780965802
202108,부페,남성,16421,551955891
202108,부페,여성,10018,333821497
202108,분식,남성,551124,10137666504
202108,분식,여성,521633,9144588444
202108,양식,남성,175014,7348339311
202108,양식,여성,184820,6852479765
202108,유흥주점,남성,20145,1171601200
202108,유흥주점,여성,18722,606310997
202108,일식/수산물,남성,398406,27707244191
202108,일식/수산물,여성,340052,21932891889
202108,제과/제빵/떡/케익,남성,427783,6701261521
202108,제과/제빵/떡/케익,여성,563138,8572789843
202108,중식,남성,259989,6658736927
202108,중식,여성,171361,4404062682
202108,커피/음료,남성,1195907,15714409339
202108,커피/음료,여성,1400152,18034503118
202108,패스트푸드,남성,423747,5964190629
202108,패스트푸드,여성,422528,5798686290
202108,한식,남성,1672096,67851335413
202108,한식,여성,1275155,48825440300
202109,간이주점,남성,118938,5374047253
202109,간이주점,여성,79536,2911845895
202109,고기요리,남성,265761,17201496439
202109,고기요리,여성,191142,11562242427
202109,닭/오리요리,남성,242791,6850651234
202109,닭/오리요리,여성,186406,4778735893
202109,별식/퓨전요리,남성,74113,1988177266
202109,별식/퓨전요리,여성,61633,1810202737
202109,부페,남성,12896,433381421
202109,부페,여성,7854,258138973
202109,분식,남성,469298,8599896353
202109,분식,여성,444395,7763153948
202109,양식,남성,154392,6423925804
202109,양식,여성,161584,5995758704
202109,유흥주점,남성,27569,2633025612
202109,유흥주점,여성,21461,838311355
202109,일식/수산물,남성,358582,24801820028
202109,일식/수산물,여성,306363,19932338124
202109,제과/제빵/떡/케익,남성,426309,6864822416
202109,제과/제빵/떡/케익,여성,550421,8689623961
202109,중식,남성,224686,5729304324
202109,중식,여성,148143,3804002355
202109,커피/음료,남성,1058019,13791371675
202109,커피/음료,여성,1240432,15834795438
202109,패스트푸드,남성,390516,5419499653
202109,패스트푸드,여성,389083,5303774141
202109,한식,남성,1500145,60168056812
202109,한식,여성,1137895,43227169918
